Dataset:  CSI
Radom seed: 1234
GPU: 7
Learning rate: 0.001
Loss: MaskedMSELoss

---------- Transformer ----------
{
    "epochs": 200,
    "lookback_length": 16,
    "steps": 1,
    "lr": 0.0001,
    "clip_grad": 3.0,
    "data_args": {
        "dataset": "CSI",
        "batch_size": 1,
        "shuffle_train": true,
        "n_jobs": 4,
        "valid_year": 2020,
        "test_year": 2021,
        "window": 16,
        "steps": 1
    },
    "early_stop": 20,
    "runner": "csi",
    "loss": "mse",
    "model_args": {
        "d_feat": 1,
        "d_model": 64,
        "num_layers": 2,
        "nhead": 2,
        "dropout": 0.1
    }
}
Epoch 167, train_loss 0.001981, train_ic 0.003650, train_icir 0.058176, train_ric -0.007577, train_ricir -0.113364, train_mae 0.032226, train_rmse 0.044093, train_mape 188.003937, train_acc 0.588987, valid_loss 0.0041371840, valid_ic 0.006095, valid_icir 0.129017, valid_ric -0.011581, valid_ricir -0.249823, valid_mae 0.039113, valid_rmse 0.068502, valid_mape 428.550232, valid_acc 0.375762, test_loss 0.005033, ic 0.002611, icir 0.054842, ric -0.007190, ricir -0.152370, prec@10 0.503292, prec@30 0.497942, test_mae 0.034115, test_rmse 0.065777, test_mape 602.145203, test_acc 0.459956
Epoch 168, train_loss 0.001947, train_ic -0.000808, train_icir -0.014425, train_ric -0.005241, train_ricir -0.098677, train_mae 0.021994, train_rmse 0.032893, train_mape 294.197144, train_acc 0.446850, valid_loss 0.0040601519, valid_ic 0.006847, valid_icir 0.149317, valid_ric -0.004308, valid_ricir -0.104848, valid_mae 0.037435, valid_rmse 0.067894, valid_mape 407.906769, valid_acc 0.393563, test_loss 0.005029, ic 0.001423, icir 0.038824, ric -0.007870, ricir -0.215761, prec@10 0.510700, prec@30 0.505213, test_mae 0.033316, test_rmse 0.065307, test_mape 589.594238, test_acc 0.445514
Epoch 169, train_loss 0.001837, train_ic 0.001531, train_icir 0.024198, train_ric -0.010167, train_ricir -0.164898, train_mae 0.021950, train_rmse 0.030482, train_mape 513.195679, train_acc 0.479827, valid_loss 0.0044902499, valid_ic 0.008539, valid_icir 0.160229, valid_ric -0.006656, valid_ricir -0.134845, valid_mae 0.041272, valid_rmse 0.071223, valid_mape 458.636810, valid_acc 0.392343, test_loss 0.005424, ic 0.001611, icir 0.041143, ric -0.012090, ricir -0.272538, prec@10 0.513992, prec@30 0.493827, test_mae 0.036442, test_rmse 0.067839, test_mape 668.598511, test_acc 0.453173
Epoch 170, train_loss 0.001908, train_ic 0.002185, train_icir 0.035714, train_ric -0.002374, train_ricir -0.034849, train_mae 0.039090, train_rmse 0.053062, train_mape 227.729218, train_acc 0.604503, valid_loss 0.0067309285, valid_ic 0.005953, valid_icir 0.125598, valid_ric -0.007667, valid_ricir -0.143851, valid_mae 0.064502, valid_rmse 0.090730, valid_mape 784.132385, valid_acc 0.197757, test_loss 0.007519, ic 0.003402, icir 0.050136, ric -0.001817, ricir -0.024782, prec@10 0.503292, prec@30 0.498080, test_mae 0.057628, test_rmse 0.083820, test_mape 1176.200684, test_acc 0.362801
Epoch 171, train_loss 0.001810, train_ic 0.003374, train_icir 0.059634, train_ric -0.000250, train_ricir -0.003994, train_mae 0.033197, train_rmse 0.043377, train_mape 15887.530273, train_acc 0.366728, valid_loss 0.0055322319, valid_ic 0.007511, valid_icir 0.166978, valid_ric -0.005678, valid_ricir -0.140557, valid_mae 0.052936, valid_rmse 0.081034, valid_mape 601.721802, valid_acc 0.239698, test_loss 0.006179, ic 0.002877, icir 0.058210, ric -0.000930, ricir -0.018618, prec@10 0.509877, prec@30 0.503018, test_mae 0.044782, test_rmse 0.073651, test_mape 852.232849, test_acc 0.392341
Epoch 172, train_loss 0.001836, train_ic 0.002837, train_icir 0.053273, train_ric -0.002632, train_ricir -0.043575, train_mae 0.043632, train_rmse 0.060328, train_mape 294.108856, train_acc 0.445765, valid_loss 0.0039314452, valid_ic 0.007490, valid_icir 0.180769, valid_ric -0.002451, valid_ricir -0.059529, valid_mae 0.041866, valid_rmse 0.068763, valid_mape 467.223938, valid_acc 0.336016, test_loss 0.005121, ic 0.001226, icir 0.041012, ric -0.007808, ricir -0.186708, prec@10 0.508642, prec@30 0.495473, test_mae 0.037675, test_rmse 0.067447, test_mape 715.746521, test_acc 0.427790
Epoch 173, train_loss 0.001841, train_ic 0.001124, train_icir 0.018787, train_ric 0.000440, train_ricir 0.007003, train_mae 0.052889, train_rmse 0.061316, train_mape 27822.369141, train_acc 0.170686, valid_loss 0.0044385187, valid_ic 0.002125, valid_icir 0.049887, valid_ric -0.006292, valid_ricir -0.157551, valid_mae 0.036793, valid_rmse 0.063238, valid_mape 559.671448, valid_acc 0.718118, test_loss 0.005456, ic 0.002517, icir 0.039171, ric -0.000733, ricir -0.013782, prec@10 0.486008, prec@30 0.485871, test_mae 0.039264, test_rmse 0.066912, test_mape 788.179626, test_acc 0.573961
Epoch 174, train_loss 0.001963, train_ic 0.003525, train_icir 0.049960, train_ric 0.002330, train_ricir 0.028666, train_mae 0.039299, train_rmse 0.046730, train_mape 183.261124, train_acc 0.320492, valid_loss 0.0039174484, valid_ic -0.002535, valid_icir -0.045192, valid_ric -0.010516, valid_ricir -0.136816, valid_mae 0.041571, valid_rmse 0.069526, valid_mape 492.566284, valid_acc 0.408925, test_loss 0.005009, ic 0.004003, icir 0.048691, ric 0.004711, ricir 0.048128, prec@10 0.499588, prec@30 0.492318, test_mae 0.038588, test_rmse 0.068035, test_mape 763.816406, test_acc 0.473961
Epoch 175, train_loss 0.001807, train_ic 0.002667, train_icir 0.050440, train_ric -0.001210, train_ricir -0.020877, train_mae 0.032777, train_rmse 0.044299, train_mape 242.667465, train_acc 0.618660, valid_loss 0.0096308579, valid_ic 0.008967, valid_icir 0.197227, valid_ric -0.008310, valid_ricir -0.199155, valid_mae 0.069358, valid_rmse 0.101719, valid_mape 830.092224, valid_acc 0.234089, test_loss 0.009272, ic 0.003568, icir 0.073353, ric -0.001570, ricir -0.027784, prec@10 0.497942, prec@30 0.488615, test_mae 0.059251, test_rmse 0.086774, test_mape 1182.475220, test_acc 0.385777
Epoch 176, train_loss 0.001916, train_ic 0.001102, train_icir 0.019725, train_ric -0.004318, train_ricir -0.071469, train_mae 0.020347, train_rmse 0.029951, train_mape 445.436859, train_acc 0.482499, valid_loss 0.0034238165, valid_ic 0.004835, valid_icir 0.111096, valid_ric -0.005075, valid_ricir -0.125685, valid_mae 0.033474, valid_rmse 0.062089, valid_mape 384.952942, valid_acc 0.448671, test_loss 0.004778, ic 0.000542, icir 0.017104, ric -0.007800, ricir -0.195852, prec@10 0.508642, prec@30 0.490809, test_mae 0.032592, test_rmse 0.064870, test_mape 590.509399, test_acc 0.478118
Epoch 177, train_loss 0.001805, train_ic -0.000950, train_icir -0.014708, train_ric -0.009190, train_ricir -0.169149, train_mae 0.033254, train_rmse 0.051277, train_mape 401.346436, train_acc 0.501392, valid_loss 0.0056273540, valid_ic 0.010559, valid_icir 0.178992, valid_ric -0.004373, valid_ricir -0.072265, valid_mae 0.045957, valid_rmse 0.077332, valid_mape 515.132751, valid_acc 0.324555, test_loss 0.006149, ic 0.000518, icir 0.013481, ric -0.013930, ricir -0.246468, prec@10 0.509877, prec@30 0.495336, test_mae 0.039340, test_rmse 0.070558, test_mape 710.911438, test_acc 0.409847
Epoch 178, train_loss 0.001796, train_ic 0.003344, train_icir 0.042599, train_ric 0.002885, train_ricir 0.031540, train_mae 0.043108, train_rmse 0.051317, train_mape 707.158142, train_acc 0.303925, valid_loss 0.0036833401, valid_ic -0.006142, valid_icir -0.113311, valid_ric -0.007013, valid_ricir -0.079492, valid_mae 0.050018, valid_rmse 0.073108, valid_mape 604.962708, valid_acc 0.295050, test_loss 0.005078, ic 0.003136, icir 0.042535, ric 0.004851, ricir 0.050813, prec@10 0.485597, prec@30 0.482853, test_mae 0.046424, test_rmse 0.072038, test_mape 989.257996, test_acc 0.420569
Epoch 179, train_loss 0.001913, train_ic -0.002280, train_icir -0.044180, train_ric 0.000471, train_ricir 0.008047, train_mae 0.023153, train_rmse 0.030742, train_mape 88.068459, train_acc 0.836020, valid_loss 0.0032057477, valid_ic -0.000834, valid_icir -0.026473, valid_ric -0.002901, valid_ricir -0.094384, valid_mae 0.029505, valid_rmse 0.057095, valid_mape 408.564819, valid_acc 0.699098, test_loss 0.004570, ic 0.001542, icir 0.033417, ric 0.002028, ricir 0.059425, prec@10 0.494239, prec@30 0.484362, test_mae 0.033269, test_rmse 0.062985, test_mape 655.238342, test_acc 0.570022
Epoch 180, train_loss 0.001824, train_ic -0.003429, train_icir -0.062123, train_ric -0.006703, train_ricir -0.100736, train_mae 0.019176, train_rmse 0.025089, train_mape 404.350464, train_acc 0.434499, valid_loss 0.0031407443, valid_ic -0.000437, valid_icir -0.012460, valid_ric -0.007855, valid_ricir -0.173314, valid_mae 0.031754, valid_rmse 0.059345, valid_mape 362.488831, valid_acc 0.478420, test_loss 0.004354, ic 0.000064, icir 0.001614, ric -0.007060, ricir -0.158712, prec@10 0.503292, prec@30 0.494650, test_mae 0.030852, test_rmse 0.062033, test_mape 577.016479, test_acc 0.491685
Epoch 181, train_loss 0.001844, train_ic 0.002178, train_icir 0.030448, train_ric 0.003535, train_ricir 0.043081, train_mae 0.051795, train_rmse 0.062831, train_mape 1262.624146, train_acc 0.284903, valid_loss 0.0067929114, valid_ic 0.000586, valid_icir 0.011359, valid_ric -0.006909, valid_ricir -0.091970, valid_mae 0.068604, valid_rmse 0.092348, valid_mape 878.575989, valid_acc 0.208242, test_loss 0.007708, ic 0.004062, icir 0.053712, ric 0.006260, ricir 0.066329, prec@10 0.488477, prec@30 0.484088, test_mae 0.062960, test_rmse 0.086817, test_mape 1346.780396, test_acc 0.378337
Epoch 182, train_loss 0.001754, train_ic 0.001991, train_icir 0.035490, train_ric 0.002040, train_ricir 0.029129, train_mae 0.030933, train_rmse 0.043708, train_mape 501.109070, train_acc 0.369976, valid_loss 0.0059983658, valid_ic 0.005327, valid_icir 0.120055, valid_ric -0.006119, valid_ricir -0.103698, valid_mae 0.056636, valid_rmse 0.084065, valid_mape 652.306946, valid_acc 0.200195, test_loss 0.006645, ic 0.004064, icir 0.061432, ric 0.003106, ricir 0.039860, prec@10 0.500000, prec@30 0.489163, test_mae 0.049310, test_rmse 0.076943, test_mape 991.614441, test_acc 0.372867
Epoch 183, train_loss 0.001711, train_ic 0.004168, train_icir 0.068838, train_ric 0.002787, train_ricir 0.037896, train_mae 0.024487, train_rmse 0.031180, train_mape 316.349701, train_acc 0.404395, valid_loss 0.0035157146, valid_ic 0.003532, valid_icir 0.090181, valid_ric -0.004688, valid_ricir -0.091663, valid_mae 0.037737, valid_rmse 0.065388, valid_mape 421.917786, valid_acc 0.398927, test_loss 0.004565, ic 0.003872, icir 0.069866, ric 0.002755, ricir 0.043880, prec@10 0.506173, prec@30 0.501509, test_mae 0.033537, test_rmse 0.063539, test_mape 616.263062, test_acc 0.464770
Epoch 184, train_loss 0.001803, train_ic 0.002591, train_icir 0.040412, train_ric 0.004617, train_ricir 0.061715, train_mae 0.036462, train_rmse 0.047074, train_mape 503.812469, train_acc 0.280932, valid_loss 0.0050054871, valid_ic 0.005441, valid_icir 0.121288, valid_ric -0.003881, valid_ricir -0.066339, valid_mae 0.049954, valid_rmse 0.077114, valid_mape 579.671448, valid_acc 0.305535, test_loss 0.005825, ic 0.004745, icir 0.072372, ric 0.005632, ricir 0.072144, prec@10 0.495885, prec@30 0.492593, test_mae 0.044591, test_rmse 0.072931, test_mape 882.553772, test_acc 0.415098
Epoch 185, train_loss 0.001764, train_ic 0.000731, train_icir 0.014183, train_ric -0.002136, train_ricir -0.040104, train_mae 0.024444, train_rmse 0.034259, train_mape 488.727417, train_acc 0.409062, valid_loss 0.0041735744, valid_ic 0.009660, valid_icir 0.212094, valid_ric 0.000175, valid_ricir 0.004355, valid_mae 0.041478, valid_rmse 0.069497, valid_mape 445.254150, valid_acc 0.316264, test_loss 0.005179, ic 0.001706, icir 0.055177, ric -0.005743, ricir -0.147263, prec@10 0.505350, prec@30 0.488615, test_mae 0.036753, test_rmse 0.067301, test_mape 664.744446, test_acc 0.420569
Epoch 186, train_loss 0.001749, train_ic 0.002595, train_icir 0.055463, train_ric 0.003099, train_ricir 0.049731, train_mae 0.021671, train_rmse 0.029141, train_mape 150.327301, train_acc 0.746745, valid_loss 0.0033556182, valid_ic -0.001178, valid_icir -0.034750, valid_ric -0.000691, valid_ricir -0.015528, valid_mae 0.031873, valid_rmse 0.058959, valid_mape 478.942688, valid_acc 0.634723, test_loss 0.004758, ic 0.002398, icir 0.035498, ric -0.000730, ricir -0.014569, prec@10 0.497531, prec@30 0.498903, test_mae 0.036072, test_rmse 0.065793, test_mape 770.699402, test_acc 0.560394
Epoch 187, train_loss 0.001731, train_ic 0.005788, train_icir 0.090113, train_ric 0.003827, train_ricir 0.050468, train_mae 0.036314, train_rmse 0.047713, train_mape 550.809448, train_acc 0.724329, valid_loss 0.0062608364, valid_ic 0.004586, valid_icir 0.106975, valid_ric -0.003891, valid_ricir -0.065833, valid_mae 0.068473, valid_rmse 0.090824, valid_mape 862.850281, valid_acc 0.194343, test_loss 0.007301, ic 0.004366, icir 0.068454, ric 0.004451, ricir 0.059454, prec@10 0.485597, prec@30 0.492181, test_mae 0.061717, test_rmse 0.085022, test_mape 1297.933105, test_acc 0.366740
Epoch 188, train_loss 0.001777, train_ic 0.001223, train_icir 0.022354, train_ric -0.000512, train_ricir -0.007480, train_mae 0.019260, train_rmse 0.026499, train_mape 462.991516, train_acc 0.479269, valid_loss 0.0029960910, valid_ic 0.002250, valid_icir 0.074457, valid_ric -0.001425, valid_ricir -0.030078, valid_mae 0.034568, valid_rmse 0.061054, valid_mape 393.138062, valid_acc 0.423555, test_loss 0.004413, ic 0.000630, icir 0.019619, ric -0.004526, ricir -0.092932, prec@10 0.492181, prec@30 0.480521, test_mae 0.032771, test_rmse 0.063480, test_mape 633.486511, test_acc 0.468490
Epoch 189, train_loss 0.001941, train_ic 0.004247, train_icir 0.079260, train_ric 0.004304, train_ricir 0.073278, train_mae 0.025822, train_rmse 0.038096, train_mape 287.451294, train_acc 0.537640, valid_loss 0.0039089868, valid_ic 0.004258, valid_icir 0.117752, valid_ric -0.002914, valid_ricir -0.084310, valid_mae 0.042170, valid_rmse 0.069589, valid_mape 482.062195, valid_acc 0.366984, test_loss 0.004960, ic 0.003222, icir 0.063455, ric 0.000672, ricir 0.016893, prec@10 0.499177, prec@30 0.506310, test_mae 0.036818, test_rmse 0.067007, test_mape 709.683960, test_acc 0.450547
Epoch 190, train_loss 0.001800, train_ic 0.004073, train_icir 0.061028, train_ric 0.006616, train_ricir 0.086176, train_mae 0.029308, train_rmse 0.038998, train_mape 205.499619, train_acc 0.559033, valid_loss 0.0027148150, valid_ic -0.008920, valid_icir -0.236054, valid_ric -0.004651, valid_ricir -0.075471, valid_mae 0.032415, valid_rmse 0.058190, valid_mape 393.277863, valid_acc 0.474275, test_loss 0.004099, ic 0.001974, icir 0.036054, ric 0.005141, ricir 0.076736, prec@10 0.504527, prec@30 0.496296, test_mae 0.031624, test_rmse 0.061467, test_mape 604.760010, test_acc 0.489278
Epoch 191, train_loss 0.001784, train_ic 0.003160, train_icir 0.044250, train_ric 0.005940, train_ricir 0.067846, train_mae 0.038448, train_rmse 0.046209, train_mape 659.173035, train_acc 0.312785, valid_loss 0.0041873706, valid_ic -0.008824, valid_icir -0.255401, valid_ric -0.002208, valid_ricir -0.027814, valid_mae 0.038725, valid_rmse 0.062923, valid_mape 612.820068, valid_acc 0.722019, test_loss 0.005546, ic 0.001344, icir 0.029893, ric 0.005055, ricir 0.072323, prec@10 0.498765, prec@30 0.485734, test_mae 0.042479, test_rmse 0.069197, test_mape 890.078613, test_acc 0.581838
Epoch 192, train_loss 0.001775, train_ic 0.001336, train_icir 0.025580, train_ric -0.003790, train_ricir -0.086436, train_mae 0.035201, train_rmse 0.047980, train_mape 199.954269, train_acc 0.575845, valid_loss 0.0046617602, valid_ic 0.010593, valid_icir 0.226093, valid_ric 0.000334, valid_ricir 0.006893, valid_mae 0.047494, valid_rmse 0.073734, valid_mape 527.848511, valid_acc 0.241161, test_loss 0.005482, ic 0.001682, icir 0.052702, ric -0.009681, ricir -0.196794, prec@10 0.504938, prec@30 0.496845, test_mae 0.040233, test_rmse 0.068400, test_mape 744.168457, test_acc 0.376368
Epoch 193, train_loss 0.001725, train_ic 0.002005, train_icir 0.040496, train_ric 0.002401, train_ricir 0.040625, train_mae 0.025066, train_rmse 0.037234, train_mape 335.123932, train_acc 0.516393, valid_loss 0.0036634861, valid_ic 0.007843, valid_icir 0.229146, valid_ric 0.002318, valid_ricir 0.074628, valid_mae 0.035589, valid_rmse 0.064135, valid_mape 410.041626, valid_acc 0.466959, test_loss 0.004663, ic 0.002096, icir 0.059603, ric -0.000949, ricir -0.030699, prec@10 0.520165, prec@30 0.495748, test_mae 0.032504, test_rmse 0.062681, test_mape 604.572571, test_acc 0.480306
Epoch 194, train_loss 0.001787, train_ic 0.001971, train_icir 0.041640, train_ric 0.002732, train_ricir 0.048264, train_mae 0.022388, train_rmse 0.033511, train_mape 410.501801, train_acc 0.460993, valid_loss 0.0040678475, valid_ic 0.007610, valid_icir 0.207141, valid_ric 0.001423, valid_ricir 0.049217, valid_mae 0.035531, valid_rmse 0.066402, valid_mape 383.060059, valid_acc 0.432334, test_loss 0.004871, ic 0.001673, icir 0.048438, ric -0.000438, ricir -0.015435, prec@10 0.523045, prec@30 0.492455, test_mae 0.031442, test_rmse 0.062810, test_mape 555.365479, test_acc 0.468709
Epoch 195, train_loss 0.001729, train_ic 0.003191, train_icir 0.044338, train_ric 0.008864, train_ricir 0.094664, train_mae 0.031225, train_rmse 0.041193, train_mape 174.215622, train_acc 0.520270, valid_loss 0.0030408700, valid_ic -0.001042, valid_icir -0.027035, valid_ric 0.000591, valid_ricir 0.007497, valid_mae 0.034970, valid_rmse 0.061463, valid_mape 416.748627, valid_acc 0.451841, test_loss 0.004241, ic 0.002806, icir 0.047677, ric 0.010236, ricir 0.123853, prec@10 0.493416, prec@30 0.485185, test_mae 0.031781, test_rmse 0.061558, test_mape 585.563171, test_acc 0.480306
Epoch 196, train_loss 0.001734, train_ic 0.003508, train_icir 0.071891, train_ric 0.000649, train_ricir 0.011920, train_mae 0.030924, train_rmse 0.040170, train_mape 618.411743, train_acc 0.335855, valid_loss 0.0064518642, valid_ic 0.011214, valid_icir 0.239780, valid_ric -0.002086, valid_ricir -0.064905, valid_mae 0.052825, valid_rmse 0.085170, valid_mape 584.278748, valid_acc 0.249939, test_loss 0.006657, ic 0.002721, icir 0.066654, ric -0.001321, ricir -0.036325, prec@10 0.493004, prec@30 0.479150, test_mae 0.042878, test_rmse 0.073480, test_mape 798.919556, test_acc 0.404814
Epoch 197, train_loss 0.002011, train_ic 0.002882, train_icir 0.051677, train_ric 0.005662, train_ricir 0.079839, train_mae 0.044104, train_rmse 0.051118, train_mape 267.403809, train_acc 0.259188, valid_loss 0.0039442036, valid_ic 0.007074, valid_icir 0.228958, valid_ric 0.003604, valid_ricir 0.091173, valid_mae 0.036018, valid_rmse 0.063917, valid_mape 447.635803, valid_acc 0.520361, test_loss 0.004965, ic 0.002006, icir 0.056463, ric 0.003537, ricir 0.087116, prec@10 0.499177, prec@30 0.489986, test_mae 0.034436, test_rmse 0.063618, test_mape 649.195435, test_acc 0.498468
Epoch 198, train_loss 0.001854, train_ic 0.003723, train_icir 0.071026, train_ric 0.002584, train_ricir 0.042828, train_mae 0.060452, train_rmse 0.071436, train_mape 20223.591797, train_acc 0.574703, valid_loss 0.0072079905, valid_ic 0.007701, valid_icir 0.226432, valid_ric 0.002476, valid_ricir 0.085275, valid_mae 0.079632, valid_rmse 0.094786, valid_mape 1058.615356, valid_acc 0.194587, test_loss 0.008069, ic 0.003380, icir 0.088205, ric 0.001763, ricir 0.062874, prec@10 0.506173, prec@30 0.490947, test_mae 0.071380, test_rmse 0.088674, test_mape 1484.488159, test_acc 0.368053
Epoch 199, train_loss 0.001729, train_ic 0.003135, train_icir 0.044092, train_ric 0.009124, train_ricir 0.104908, train_mae 0.030167, train_rmse 0.037927, train_mape 162.181351, train_acc 0.594509, valid_loss 0.0039295568, valid_ic 0.002390, valid_icir 0.064533, valid_ric 0.002157, valid_ricir 0.033750, valid_mae 0.045718, valid_rmse 0.070652, valid_mape 563.266052, valid_acc 0.337235, test_loss 0.005043, ic 0.003706, icir 0.070892, ric 0.009881, ricir 0.143789, prec@10 0.475720, prec@30 0.477503, test_mae 0.042326, test_rmse 0.069171, test_mape 866.311829, test_acc 0.436761
Epoch 200, train_loss 0.001797, train_ic 0.000134, train_icir 0.003025, train_ric 0.002564, train_ricir 0.048624, train_mae 0.022072, train_rmse 0.031355, train_mape 380.920166, train_acc 0.462920, valid_loss 0.0039509129, valid_ic 0.010161, valid_icir 0.256388, valid_ric 0.004361, valid_ricir 0.140640, valid_mae 0.036335, valid_rmse 0.066323, valid_mape 404.502258, valid_acc 0.453060, test_loss 0.004913, ic 0.001404, icir 0.049665, ric -0.001100, ricir -0.037729, prec@10 0.504115, prec@30 0.487380, test_mae 0.033221, test_rmse 0.064062, test_mape 597.168579, test_acc 0.473523
Best valid loss: 0
Best valid loss epoch: 124
Model saved to:  ../saved_models/Transformer/Transformer-CSI-2026-04-07-17-02-51
------- Test -----
{'IC': np.float64(0.0014036895270371256), 'ICIR': np.float64(0.0496653063470981), 'RIC': np.float64(-0.0011003241626459774), 'RICIR': np.float64(-0.037729231611923354), 'Prec@10': np.float64(0.5041152263374485), 'Prec@30': np.float64(0.4873799725651577), 'MAE': np.float32(0.033221297), 'MAPE': np.float32(597.1686), 'RMSE': np.float32(0.064062394), 'ACC': np.float64(0.4735229759299781)}
