Dataset:  CSI2259
Radom seed: 1234
GPU: 6
Learning rate: 0.001
Loss: MaskedMSELoss

---------- LSTM ----------
{
    "epochs": 200,
    "lookback_length": 16,
    "steps": 1,
    "lr": 0.0001,
    "clip_grad": 3.0,
    "data_args": {
        "dataset": "CSI2259",
        "batch_size": 1,
        "shuffle_train": true,
        "n_jobs": 4,
        "valid_year": 2017,
        "test_year": 2018,
        "window": 16,
        "steps": 1
    },
    "early_stop": 20,
    "runner": "csi",
    "loss": "mse",
    "model_args": {
        "d_feat": 1,
        "hidden_size": 64,
        "num_layers": 2,
        "dropout": 0.1
    }
}
Epoch 1, train_loss 0.178072, train_ic 0.010410, train_icir 0.101140, train_ric 0.035706, train_ricir 0.316977, train_mae 0.173526, train_rmse 0.289730, train_mape 3491.668213, train_acc 0.568393, valid_loss 0.0691775799, valid_ic -0.004328, valid_icir -0.051074, valid_ric 0.018756, valid_ricir 0.194533, valid_prec@10 0.487705, valid_prec@30 0.513934, valid_mae 0.131234, valid_rmse 0.253962, valid_mape 2867.669678, valid_acc 0.394865, test_loss 0.049353, ic 0.001121, icir 0.010662, ric 0.017699, ricir 0.168290, prec@10 0.394239, prec@30 0.459945, test_mae 0.076562, test_rmse 0.178851, test_mape 1437.080322, test_acc 0.489597
Epoch 120, train_loss 0.001418, train_ic 0.057355, train_icir 0.527400, train_ric 0.073121, train_ricir 0.602108, train_mae 0.050528, train_rmse 0.058899, train_mape 114.219223, train_acc 0.347942, valid_loss 0.0005990427, valid_ic 0.007567, valid_icir 0.112998, valid_ric 0.025963, valid_ricir 0.245507, valid_prec@10 0.538934, valid_prec@30 0.545082, valid_mae 0.012111, valid_rmse 0.021984, valid_mape 164.188248, valid_acc 0.598052, test_loss 0.001025, ic 0.006262, icir 0.102675, ric 0.021709, ricir 0.185377, prec@10 0.520988, prec@30 0.516324, test_mae 0.016114, test_rmse 0.028576, test_mape 189.703064, test_acc 0.535635
Epoch 121, train_loss 0.001381, train_ic 0.075353, train_icir 0.659963, train_ric 0.038485, train_ricir 0.282162, train_mae 0.016622, train_rmse 0.021767, train_mape 157.593292, train_acc 0.424081, valid_loss 0.0005817240, valid_ic 0.019353, valid_icir 0.408446, valid_ric 0.004453, valid_ricir 0.058277, valid_prec@10 0.601230, valid_prec@30 0.564071, valid_mae 0.011992, valid_rmse 0.021420, valid_mape 171.389801, valid_acc 0.573705, test_loss 0.000997, ic 0.006664, icir 0.159636, ric -0.017040, ricir -0.177255, prec@10 0.531276, prec@30 0.520988, test_mae 0.015386, test_rmse 0.028545, test_mape 156.628723, test_acc 0.449314
Epoch 122, train_loss 0.001360, train_ic 0.072120, train_icir 0.655688, train_ric 0.074488, train_ricir 0.608867, train_mae 0.026177, train_rmse 0.038648, train_mape 148.648590, train_acc 0.465693, valid_loss 0.0005483745, valid_ic 0.014547, valid_icir 0.276025, valid_ric 0.027718, valid_ricir 0.316197, valid_prec@10 0.513934, valid_prec@30 0.502732, valid_mae 0.011736, valid_rmse 0.021716, valid_mape 127.780327, valid_acc 0.564852, test_loss 0.000960, ic 0.010585, icir 0.225335, ric 0.014368, ricir 0.141504, prec@10 0.511934, prec@30 0.506173, test_mae 0.014582, test_rmse 0.027698, test_mape 136.530060, test_acc 0.516158
Epoch 123, train_loss 0.001366, train_ic 0.059140, train_icir 0.588248, train_ric 0.038081, train_ricir 0.344296, train_mae 0.015376, train_rmse 0.020134, train_mape 340.350464, train_acc 0.709163, valid_loss 0.0009076441, valid_ic 0.008881, valid_icir 0.216374, valid_ric 0.010142, valid_ricir 0.182750, valid_prec@10 0.573361, valid_prec@30 0.553279, valid_mae 0.016025, valid_rmse 0.023562, valid_mape 354.565613, valid_acc 0.684816, test_loss 0.001278, ic -0.000362, icir -0.010401, ric -0.011119, ricir -0.140251, prec@10 0.554733, prec@30 0.510562, test_mae 0.020473, test_rmse 0.031089, test_mape 320.285187, test_acc 0.534750
Epoch 124, train_loss 0.001404, train_ic 0.062291, train_icir 0.588947, train_ric 0.048306, train_ricir 0.403214, train_mae 0.050298, train_rmse 0.056673, train_mape 100.448273, train_acc 0.478088, valid_loss 0.0005581626, valid_ic 0.012616, valid_icir 0.296278, valid_ric 0.021396, valid_ricir 0.325590, valid_prec@10 0.597951, valid_prec@30 0.572678, valid_mae 0.014652, valid_rmse 0.023630, valid_mape 172.509628, valid_acc 0.332891, test_loss 0.000970, ic 0.003771, icir 0.108044, ric -0.003102, ricir -0.036800, prec@10 0.505761, prec@30 0.529904, test_mae 0.017621, test_rmse 0.029313, test_mape 183.509750, test_acc 0.409916
Epoch 125, train_loss 0.001374, train_ic 0.078477, train_icir 0.753692, train_ric 0.044115, train_ricir 0.382375, train_mae 0.019034, train_rmse 0.027274, train_mape 84.306458, train_acc 0.861443, valid_loss 0.0006753151, valid_ic 0.014391, valid_icir 0.349096, valid_ric 0.007852, valid_ricir 0.135307, valid_prec@10 0.582787, valid_prec@30 0.526230, valid_mae 0.012233, valid_rmse 0.021078, valid_mape 220.915085, valid_acc 0.679947, test_loss 0.001097, ic 0.008684, icir 0.241350, ric -0.004822, ricir -0.067273, prec@10 0.534156, prec@30 0.500823, test_mae 0.017208, test_rmse 0.029385, test_mape 235.886475, test_acc 0.533422
Epoch 126, train_loss 0.001390, train_ic 0.081527, train_icir 0.804967, train_ric 0.080535, train_ricir 0.698258, train_mae 0.010548, train_rmse 0.017581, train_mape 135.976944, train_acc 0.793271, valid_loss 0.0005749047, valid_ic 0.016005, valid_icir 0.363407, valid_ric 0.039855, valid_ricir 0.475830, valid_prec@10 0.585656, valid_prec@30 0.566393, valid_mae 0.010890, valid_rmse 0.020472, valid_mape 148.440323, valid_acc 0.674192, test_loss 0.001011, ic 0.008077, icir 0.216485, ric 0.021004, ricir 0.220462, prec@10 0.523868, prec@30 0.528944, test_mae 0.016181, test_rmse 0.028633, test_mape 187.263901, test_acc 0.535635
Epoch 127, train_loss 0.001370, train_ic 0.063421, train_icir 0.576246, train_ric 0.020449, train_ricir 0.165893, train_mae 0.021621, train_rmse 0.027542, train_mape 109.833351, train_acc 0.591855, valid_loss 0.0005529750, valid_ic 0.014800, valid_icir 0.337597, valid_ric 0.002926, valid_ricir 0.037494, valid_prec@10 0.570902, valid_prec@30 0.560929, valid_mae 0.014861, valid_rmse 0.023618, valid_mape 180.847168, valid_acc 0.299247, test_loss 0.000946, ic 0.007677, icir 0.227327, ric -0.009132, ricir -0.103203, prec@10 0.532922, prec@30 0.520576, test_mae 0.015938, test_rmse 0.028281, test_mape 161.210052, test_acc 0.407260
Epoch 128, train_loss 0.001378, train_ic 0.056096, train_icir 0.512517, train_ric 0.032195, train_ricir 0.272646, train_mae 0.030858, train_rmse 0.037749, train_mape 302.464447, train_acc 0.453298, valid_loss 0.0010176814, valid_ic 0.009015, valid_icir 0.226026, valid_ric 0.006033, valid_ricir 0.108055, valid_prec@10 0.577049, valid_prec@30 0.558470, valid_mae 0.017597, valid_rmse 0.024755, valid_mape 398.657440, valid_acc 0.683931, test_loss 0.001392, ic 0.000594, icir 0.016590, ric -0.014589, ricir -0.181512, prec@10 0.515638, prec@30 0.503704, test_mae 0.022470, test_rmse 0.033246, test_mape 370.330872, test_acc 0.534307
Epoch 129, train_loss 0.001373, train_ic 0.082645, train_icir 0.673397, train_ric 0.026835, train_ricir 0.185004, train_mae 0.018230, train_rmse 0.025449, train_mape 267.947815, train_acc 0.254095, valid_loss 0.0005461140, valid_ic 0.021375, valid_icir 0.397380, valid_ric -0.004496, valid_ricir -0.054405, valid_prec@10 0.575410, valid_prec@30 0.519262, valid_mae 0.014051, valid_rmse 0.023401, valid_mape 161.087372, valid_acc 0.261178, test_loss 0.000957, ic 0.015607, icir 0.354356, ric -0.012435, ricir -0.131190, prec@10 0.548971, prec@30 0.518519, test_mae 0.014906, test_rmse 0.028363, test_mape 140.234940, test_acc 0.441788
Epoch 130, train_loss 0.001384, train_ic 0.061977, train_icir 0.609350, train_ric 0.067028, train_ricir 0.589915, train_mae 0.028161, train_rmse 0.033097, train_mape 423.067993, train_acc 0.344843, valid_loss 0.0008966515, valid_ic 0.013332, valid_icir 0.279817, valid_ric 0.028883, valid_ricir 0.356182, valid_prec@10 0.524180, valid_prec@30 0.547951, valid_mae 0.016838, valid_rmse 0.023920, valid_mape 365.024292, valid_acc 0.685259, test_loss 0.001414, ic 0.004486, icir 0.104626, ric 0.015180, ricir 0.156897, prec@10 0.502881, prec@30 0.504664, test_mae 0.024959, test_rmse 0.034833, test_mape 405.238495, test_acc 0.534750
Epoch 131, train_loss 0.001404, train_ic 0.061038, train_icir 0.610600, train_ric 0.056236, train_ricir 0.540400, train_mae 0.046739, train_rmse 0.053040, train_mape 135.127167, train_acc 0.208499, valid_loss 0.0006263891, valid_ic 0.008519, valid_icir 0.160472, valid_ric 0.013860, valid_ricir 0.186410, valid_prec@10 0.573361, valid_prec@30 0.546585, valid_mae 0.012194, valid_rmse 0.021324, valid_mape 193.061264, valid_acc 0.627711, test_loss 0.001037, ic 0.004976, icir 0.134511, ric 0.000696, ricir 0.011177, prec@10 0.525926, prec@30 0.511523, test_mae 0.016860, test_rmse 0.028803, test_mape 217.698502, test_acc 0.501107
Epoch 132, train_loss 0.001335, train_ic 0.084607, train_icir 0.739096, train_ric 0.074157, train_ricir 0.571675, train_mae 0.070655, train_rmse 0.080353, train_mape 107.066902, train_acc 0.216910, valid_loss 0.0005712379, valid_ic 0.017498, valid_icir 0.339098, valid_ric 0.023814, valid_ricir 0.284803, valid_prec@10 0.569672, valid_prec@30 0.557240, valid_mae 0.011217, valid_rmse 0.020719, valid_mape 147.989380, valid_acc 0.657813, test_loss 0.001019, ic 0.009500, icir 0.199399, ric 0.010714, ricir 0.104852, prec@10 0.529630, prec@30 0.523182, test_mae 0.016290, test_rmse 0.028500, test_mape 189.071579, test_acc 0.540505
Epoch 133, train_loss 0.001352, train_ic 0.081339, train_icir 0.810326, train_ric 0.068491, train_ricir 0.581147, train_mae 0.026150, train_rmse 0.033214, train_mape 136.952698, train_acc 0.235060, valid_loss 0.0005527777, valid_ic 0.014291, valid_icir 0.344516, valid_ric 0.027601, valid_ricir 0.383684, valid_prec@10 0.580328, valid_prec@30 0.536749, valid_mae 0.010968, valid_rmse 0.020687, valid_mape 135.727997, valid_acc 0.651173, test_loss 0.000950, ic 0.004697, icir 0.150259, ric 0.003092, ricir 0.039653, prec@10 0.506996, prec@30 0.503429, test_mae 0.014854, test_rmse 0.027029, test_mape 156.567688, test_acc 0.524126
Epoch 134, train_loss 0.001360, train_ic 0.072272, train_icir 0.626996, train_ric 0.074960, train_ricir 0.585224, train_mae 0.013683, train_rmse 0.022709, train_mape 135.553665, train_acc 0.648074, valid_loss 0.0005713071, valid_ic 0.014823, valid_icir 0.264566, valid_ric 0.029057, valid_ricir 0.323087, valid_prec@10 0.563115, valid_prec@30 0.549044, valid_mae 0.011635, valid_rmse 0.021066, valid_mape 151.784821, valid_acc 0.625055, test_loss 0.001019, ic 0.008152, icir 0.149336, ric 0.016924, ricir 0.154342, prec@10 0.520165, prec@30 0.513443, test_mae 0.016696, test_rmse 0.028360, test_mape 196.440262, test_acc 0.536963
Epoch 135, train_loss 0.001370, train_ic 0.061806, train_icir 0.535455, train_ric 0.016971, train_ricir 0.127331, train_mae 0.013013, train_rmse 0.019518, train_mape 144.299942, train_acc 0.463922, valid_loss 0.0005515605, valid_ic 0.014608, valid_icir 0.329298, valid_ric -0.002072, valid_ricir -0.024304, valid_prec@10 0.568443, valid_prec@30 0.545765, valid_mae 0.013668, valid_rmse 0.022932, valid_mape 162.491226, valid_acc 0.334661, test_loss 0.000958, ic 0.010846, icir 0.283688, ric -0.013114, ricir -0.129653, prec@10 0.528807, prec@30 0.525103, test_mae 0.015449, test_rmse 0.028053, test_mape 147.739059, test_acc 0.405046
Epoch 136, train_loss 0.001354, train_ic 0.082213, train_icir 0.821520, train_ric 0.071043, train_ricir 0.617769, train_mae 0.032979, train_rmse 0.039552, train_mape 117.742584, train_acc 0.297034, valid_loss 0.0006261467, valid_ic 0.014100, valid_icir 0.281861, valid_ric 0.019976, valid_ricir 0.245728, valid_prec@10 0.581967, valid_prec@30 0.545219, valid_mae 0.011644, valid_rmse 0.021096, valid_mape 187.370819, valid_acc 0.662683, test_loss 0.001042, ic 0.004726, icir 0.122111, ric 0.001809, ricir 0.023874, prec@10 0.532922, prec@30 0.515638, test_mae 0.016853, test_rmse 0.028292, test_mape 215.515900, test_acc 0.509517
Epoch 137, train_loss 0.001349, train_ic 0.088255, train_icir 0.736295, train_ric 0.051231, train_ricir 0.369104, train_mae 0.015287, train_rmse 0.021208, train_mape 230.812408, train_acc 0.532537, valid_loss 0.0006516483, valid_ic 0.023561, valid_icir 0.465948, valid_ric 0.008301, valid_ricir 0.105261, valid_prec@10 0.581557, valid_prec@30 0.552186, valid_mae 0.012682, valid_rmse 0.021494, valid_mape 220.509460, valid_acc 0.678619, test_loss 0.001117, ic 0.016168, icir 0.359310, ric 0.000140, ricir 0.001525, prec@10 0.540741, prec@30 0.523457, test_mae 0.017729, test_rmse 0.029203, test_mape 230.609222, test_acc 0.538291
Epoch 138, train_loss 0.001359, train_ic 0.069891, train_icir 0.700447, train_ric 0.054084, train_ricir 0.526503, train_mae 0.016148, train_rmse 0.024024, train_mape 9715.890625, train_acc 0.432935, valid_loss 0.0006115206, valid_ic 0.016878, valid_icir 0.396699, valid_ric 0.024061, valid_ricir 0.453574, valid_prec@10 0.613115, valid_prec@30 0.595082, valid_mae 0.018564, valid_rmse 0.026438, valid_mape 264.637543, valid_acc 0.229305, test_loss 0.000988, ic 0.008868, icir 0.212648, ric 0.010901, ricir 0.144354, prec@10 0.544033, prec@30 0.546639, test_mae 0.016719, test_rmse 0.029157, test_mape 199.063858, test_acc 0.439132
Epoch 139, train_loss 0.001369, train_ic 0.066543, train_icir 0.534116, train_ric 0.008740, train_ricir 0.059615, train_mae 0.031847, train_rmse 0.042032, train_mape 176.198822, train_acc 0.390881, valid_loss 0.0007093578, valid_ic 0.018837, valid_icir 0.346990, valid_ric -0.014751, valid_ricir -0.153998, valid_prec@10 0.559016, valid_prec@30 0.522814, valid_mae 0.013115, valid_rmse 0.022197, valid_mape 243.239426, valid_acc 0.663568, test_loss 0.001119, ic 0.015405, icir 0.330083, ric -0.023506, ricir -0.226948, prec@10 0.539918, prec@30 0.504115, test_mae 0.016124, test_rmse 0.029317, test_mape 204.745773, test_acc 0.509960
Epoch 140, train_loss 0.001361, train_ic 0.039416, train_icir 0.343432, train_ric 0.070517, train_ricir 0.528638, train_mae 0.012430, train_rmse 0.016917, train_mape 355.031158, train_acc 0.572820, valid_loss 0.0006872074, valid_ic 0.005444, valid_icir 0.087493, valid_ric 0.045172, valid_ricir 0.398072, valid_prec@10 0.541803, valid_prec@30 0.540710, valid_mae 0.012231, valid_rmse 0.020845, valid_mape 228.069183, valid_acc 0.686144, test_loss 0.001112, ic -0.004777, icir -0.117723, ric 0.017349, ricir 0.163818, prec@10 0.481893, prec@30 0.476132, test_mae 0.018445, test_rmse 0.030514, test_mape 264.071716, test_acc 0.532979
Epoch 141, train_loss 0.001333, train_ic 0.074883, train_icir 0.675561, train_ric 0.022359, train_ricir 0.180120, train_mae 0.019866, train_rmse 0.028658, train_mape 138.656540, train_acc 0.361664, valid_loss 0.0005448181, valid_ic 0.014644, valid_icir 0.326750, valid_ric -0.007476, valid_ricir -0.135329, valid_prec@10 0.567623, valid_prec@30 0.519945, valid_mae 0.013457, valid_rmse 0.023040, valid_mape 149.661224, valid_acc 0.332005, test_loss 0.000939, ic 0.010326, icir 0.281728, ric -0.021513, ricir -0.291917, prec@10 0.533745, prec@30 0.501646, test_mae 0.014870, test_rmse 0.027921, test_mape 134.505219, test_acc 0.419212
Epoch 142, train_loss 0.001392, train_ic 0.073469, train_icir 0.664003, train_ric 0.017751, train_ricir 0.137690, train_mae 0.024338, train_rmse 0.031218, train_mape 161.022980, train_acc 0.371403, valid_loss 0.0005804992, valid_ic 0.014758, valid_icir 0.313101, valid_ric -0.015524, valid_ricir -0.231369, valid_prec@10 0.563115, valid_prec@30 0.520219, valid_mae 0.011464, valid_rmse 0.021187, valid_mape 146.322540, valid_acc 0.648960, test_loss 0.000999, ic 0.007579, icir 0.199928, ric -0.021226, ricir -0.263802, prec@10 0.525926, prec@30 0.500823, test_mae 0.014956, test_rmse 0.027559, test_mape 161.328369, test_acc 0.540947
Epoch 143, train_loss 0.001391, train_ic 0.078131, train_icir 0.833159, train_ric 0.079207, train_ricir 0.749488, train_mae 0.016631, train_rmse 0.024960, train_mape 181.205170, train_acc 0.565737, valid_loss 0.0006007841, valid_ic 0.011521, valid_icir 0.222951, valid_ric 0.033460, valid_ricir 0.363177, valid_prec@10 0.556148, valid_prec@30 0.544945, valid_mae 0.011248, valid_rmse 0.020556, valid_mape 173.871643, valid_acc 0.667109, test_loss 0.001012, ic 0.003781, icir 0.115303, ric 0.013099, ricir 0.166124, prec@10 0.520165, prec@30 0.503978, test_mae 0.016151, test_rmse 0.028304, test_mape 201.987366, test_acc 0.533422
Epoch 144, train_loss 0.001359, train_ic 0.095125, train_icir 0.927061, train_ric 0.074234, train_ricir 0.624566, train_mae 0.021971, train_rmse 0.033240, train_mape 130.832443, train_acc 0.396636, valid_loss 0.0005386944, valid_ic 0.019240, valid_icir 0.397889, valid_ric 0.025284, valid_ricir 0.316432, valid_prec@10 0.570902, valid_prec@30 0.543579, valid_mae 0.011017, valid_rmse 0.020946, valid_mape 121.417175, valid_acc 0.623727, test_loss 0.000950, ic 0.011249, icir 0.304587, ric 0.007724, ricir 0.092151, prec@10 0.519342, prec@30 0.513580, test_mae 0.014570, test_rmse 0.027060, test_mape 142.477097, test_acc 0.536521
Epoch 145, train_loss 0.001385, train_ic 0.058579, train_icir 0.499233, train_ric 0.032556, train_ricir 0.248218, train_mae 0.022177, train_rmse 0.029091, train_mape 153.276550, train_acc 0.332448, valid_loss 0.0005911597, valid_ic 0.008753, valid_icir 0.181442, valid_ric 0.005947, valid_ricir 0.086566, valid_prec@10 0.573770, valid_prec@30 0.542760, valid_mae 0.013032, valid_rmse 0.022050, valid_mape 179.981750, valid_acc 0.472776, test_loss 0.000987, ic -0.000792, icir -0.019903, ric -0.010330, ricir -0.114261, prec@10 0.528807, prec@30 0.513855, test_mae 0.016345, test_rmse 0.028632, test_mape 175.426178, test_acc 0.441346
Epoch 146, train_loss 0.001347, train_ic 0.093422, train_icir 0.857494, train_ric 0.069575, train_ricir 0.561860, train_mae 0.017147, train_rmse 0.024955, train_mape 210.151703, train_acc 0.376715, valid_loss 0.0005466247, valid_ic 0.018856, valid_icir 0.318678, valid_ric 0.016576, valid_ricir 0.192672, valid_prec@10 0.575820, valid_prec@30 0.534426, valid_mae 0.013694, valid_rmse 0.023142, valid_mape 156.291702, valid_acc 0.337760, test_loss 0.000940, ic 0.010163, icir 0.223425, ric -0.001850, ricir -0.020387, prec@10 0.521399, prec@30 0.512346, test_mae 0.014705, test_rmse 0.027778, test_mape 131.838257, test_acc 0.425852
Epoch 147, train_loss 0.001369, train_ic 0.078066, train_icir 0.739600, train_ric 0.050015, train_ricir 0.417396, train_mae 0.016315, train_rmse 0.022329, train_mape 217.329483, train_acc 0.444444, valid_loss 0.0006610987, valid_ic 0.015368, valid_icir 0.366143, valid_ric 0.013411, valid_ricir 0.225596, valid_prec@10 0.580328, valid_prec@30 0.551639, valid_mae 0.012164, valid_rmse 0.020800, valid_mape 221.645950, valid_acc 0.681275, test_loss 0.001061, ic 0.005595, icir 0.180855, ric -0.010014, ricir -0.133045, prec@10 0.521811, prec@30 0.503292, test_mae 0.016662, test_rmse 0.028883, test_mape 218.949768, test_acc 0.533865
Epoch 148, train_loss 0.001346, train_ic 0.055878, train_icir 0.548355, train_ric 0.079632, train_ricir 0.696873, train_mae 0.014295, train_rmse 0.022330, train_mape 144.078308, train_acc 0.456839, valid_loss 0.0005622459, valid_ic 0.010780, valid_icir 0.194233, valid_ric 0.043912, valid_ricir 0.446437, valid_prec@10 0.549180, valid_prec@30 0.557240, valid_mae 0.014357, valid_rmse 0.023447, valid_mape 175.091263, valid_acc 0.309872, test_loss 0.000946, ic 0.002567, icir 0.055646, ric 0.025034, ricir 0.236199, prec@10 0.486008, prec@30 0.504664, test_mae 0.014623, test_rmse 0.027436, test_mape 138.628464, test_acc 0.468792
Epoch 149, train_loss 0.001380, train_ic 0.053222, train_icir 0.470225, train_ric 0.044792, train_ricir 0.350175, train_mae 0.012262, train_rmse 0.018846, train_mape 152.254791, train_acc 0.597610, valid_loss 0.0005788877, valid_ic 0.013513, valid_icir 0.236185, valid_ric 0.024846, valid_ricir 0.277684, valid_prec@10 0.556148, valid_prec@30 0.569672, valid_mae 0.016572, valid_rmse 0.024723, valid_mape 221.892410, valid_acc 0.278884, test_loss 0.000982, ic 0.002203, icir 0.056919, ric 0.004680, ricir 0.047280, prec@10 0.510288, prec@30 0.512346, test_mae 0.016625, test_rmse 0.028791, test_mape 179.464233, test_acc 0.404604
Epoch 150, train_loss 0.001362, train_ic 0.074827, train_icir 0.755575, train_ric 0.080914, train_ricir 0.712274, train_mae 0.025367, train_rmse 0.035797, train_mape 126.920006, train_acc 0.641877, valid_loss 0.0005269084, valid_ic 0.014550, valid_icir 0.297496, valid_ric 0.041124, valid_ricir 0.448106, valid_prec@10 0.579098, valid_prec@30 0.563934, valid_mae 0.011680, valid_rmse 0.021361, valid_mape 123.344971, valid_acc 0.509960, test_loss 0.000943, ic 0.004131, icir 0.113295, ric 0.015830, ricir 0.176156, prec@10 0.516461, prec@30 0.525789, test_mae 0.014745, test_rmse 0.027886, test_mape 134.205902, test_acc 0.520142
Epoch 151, train_loss 0.001365, train_ic 0.067719, train_icir 0.629627, train_ric 0.031187, train_ricir 0.255836, train_mae 0.011233, train_rmse 0.017095, train_mape 101.315353, train_acc 0.872953, valid_loss 0.0006313176, valid_ic 0.013334, valid_icir 0.312666, valid_ric 0.008899, valid_ricir 0.133905, valid_prec@10 0.558197, valid_prec@30 0.550137, valid_mae 0.011502, valid_rmse 0.020908, valid_mape 185.541550, valid_acc 0.679062, test_loss 0.001046, ic 0.002598, icir 0.089122, ric -0.011694, ricir -0.144506, prec@10 0.546091, prec@30 0.511385, test_mae 0.016291, test_rmse 0.029142, test_mape 207.565643, test_acc 0.536963
Epoch 152, train_loss 0.001339, train_ic 0.079140, train_icir 0.778206, train_ric 0.042049, train_ricir 0.360430, train_mae 0.018144, train_rmse 0.022151, train_mape 259.163452, train_acc 0.267375, valid_loss 0.0006219843, valid_ic 0.019185, valid_icir 0.480729, valid_ric 0.014839, valid_ricir 0.245028, valid_prec@10 0.590164, valid_prec@30 0.586202, valid_mae 0.011692, valid_rmse 0.020801, valid_mape 199.631332, valid_acc 0.679504, test_loss 0.001038, ic 0.009257, icir 0.282208, ric -0.009188, ricir -0.130959, prec@10 0.523457, prec@30 0.524554, test_mae 0.015733, test_rmse 0.028799, test_mape 182.163879, test_acc 0.533422
Epoch 153, train_loss 0.001339, train_ic 0.090184, train_icir 0.889488, train_ric 0.064977, train_ricir 0.577580, train_mae 0.073129, train_rmse 0.079147, train_mape 97.603378, train_acc 0.704294, valid_loss 0.0005427919, valid_ic 0.016266, valid_icir 0.262552, valid_ric 0.009043, valid_ricir 0.107523, valid_prec@10 0.559836, valid_prec@30 0.513388, valid_mae 0.012621, valid_rmse 0.022400, valid_mape 137.604965, valid_acc 0.474546, test_loss 0.000943, ic 0.008939, icir 0.210171, ric -0.004563, ricir -0.061289, prec@10 0.524691, prec@30 0.504938, test_mae 0.014533, test_rmse 0.027235, test_mape 131.600861, test_acc 0.487826
Epoch 154, train_loss 0.001358, train_ic 0.077080, train_icir 0.769482, train_ric 0.044309, train_ricir 0.377547, train_mae 0.014716, train_rmse 0.022511, train_mape 146.693069, train_acc 0.644090, valid_loss 0.0005564063, valid_ic 0.011981, valid_icir 0.248151, valid_ric 0.008294, valid_ricir 0.123833, valid_prec@10 0.578279, valid_prec@30 0.548224, valid_mae 0.011053, valid_rmse 0.020794, valid_mape 134.876434, valid_acc 0.645861, test_loss 0.000957, ic 0.002988, icir 0.094925, ric -0.010879, ricir -0.159084, prec@10 0.515226, prec@30 0.501372, test_mae 0.014690, test_rmse 0.027322, test_mape 146.334595, test_acc 0.532537
Epoch 155, train_loss 0.001331, train_ic 0.071934, train_icir 0.609923, train_ric 0.065566, train_ricir 0.498698, train_mae 0.026119, train_rmse 0.032973, train_mape 177.282837, train_acc 0.373174, valid_loss 0.0006337327, valid_ic 0.015887, valid_icir 0.239999, valid_ric 0.020007, valid_ricir 0.213264, valid_prec@10 0.576230, valid_prec@30 0.562705, valid_mae 0.012545, valid_rmse 0.021330, valid_mape 207.080322, valid_acc 0.651616, test_loss 0.001119, ic 0.008503, icir 0.144044, ric 0.006825, ricir 0.060586, prec@10 0.517695, prec@30 0.519753, test_mae 0.018826, test_rmse 0.030490, test_mape 256.376190, test_acc 0.532094
Epoch 156, train_loss 0.001339, train_ic 0.087443, train_icir 0.739777, train_ric 0.055776, train_ricir 0.415179, train_mae 0.015258, train_rmse 0.023272, train_mape 132.478851, train_acc 0.474104, valid_loss 0.0005555309, valid_ic 0.019568, valid_icir 0.302375, valid_ric 0.002379, valid_ricir 0.026410, valid_prec@10 0.570902, valid_prec@30 0.510519, valid_mae 0.013525, valid_rmse 0.023248, valid_mape 159.342377, valid_acc 0.418769, test_loss 0.000985, ic 0.013846, icir 0.266154, ric -0.004683, ricir -0.049686, prec@10 0.543210, prec@30 0.509053, test_mae 0.014704, test_rmse 0.028233, test_mape 144.436127, test_acc 0.504205
Epoch 157, train_loss 0.001353, train_ic 0.083744, train_icir 0.788019, train_ric 0.074458, train_ricir 0.628567, train_mae 0.021379, train_rmse 0.030010, train_mape 149.401230, train_acc 0.351483, valid_loss 0.0005633457, valid_ic 0.018273, valid_icir 0.366733, valid_ric 0.028547, valid_ricir 0.375585, valid_prec@10 0.556967, valid_prec@30 0.555874, valid_mae 0.015980, valid_rmse 0.024577, valid_mape 209.983582, valid_acc 0.243028, test_loss 0.000955, ic 0.011046, icir 0.257665, ric 0.016092, ricir 0.172325, prec@10 0.514815, prec@30 0.516872, test_mae 0.014738, test_rmse 0.027865, test_mape 142.566757, test_acc 0.453298
Epoch 158, train_loss 0.001347, train_ic 0.069066, train_icir 0.649499, train_ric 0.034719, train_ricir 0.288783, train_mae 0.016367, train_rmse 0.023107, train_mape 124.593567, train_acc 0.525454, valid_loss 0.0005283344, valid_ic 0.012390, valid_icir 0.308257, valid_ric 0.008356, valid_ricir 0.124281, valid_prec@10 0.560656, valid_prec@30 0.540164, valid_mae 0.013149, valid_rmse 0.022518, valid_mape 142.233231, valid_acc 0.300575, test_loss 0.000931, ic 0.005845, icir 0.202358, ric -0.004530, ricir -0.055999, prec@10 0.524691, prec@30 0.517284, test_mae 0.014506, test_rmse 0.027522, test_mape 128.435547, test_acc 0.448871
Epoch 159, train_loss 0.001305, train_ic 0.086392, train_icir 0.774242, train_ric 0.076858, train_ricir 0.625974, train_mae 0.024358, train_rmse 0.030228, train_mape 196.940613, train_acc 0.238601, valid_loss 0.0005936358, valid_ic 0.017997, valid_icir 0.368362, valid_ric 0.024713, valid_ricir 0.317198, valid_prec@10 0.586885, valid_prec@30 0.552732, valid_mae 0.011471, valid_rmse 0.020714, valid_mape 175.825623, valid_acc 0.665781, test_loss 0.001029, ic 0.010029, icir 0.248404, ric 0.010312, ricir 0.115331, prec@10 0.522634, prec@30 0.533196, test_mae 0.016718, test_rmse 0.029076, test_mape 211.504959, test_acc 0.535193
