Dataset:  CSI
Radom seed: 1234
GPU: 7
Learning rate: 0.001
Loss: MaskedMSELoss

---------- LSTM ----------
{
    "epochs": 200,
    "lookback_length": 8,
    "steps": 1,
    "lr": 0.0001,
    "clip_grad": 3.0,
    "data_args": {
        "dataset": "CSI",
        "batch_size": 1,
        "shuffle_train": true,
        "n_jobs": 4,
        "valid_year": 2018,
        "test_year": 2019,
        "window": 8,
        "steps": 1
    },
    "early_stop": 20,
    "runner": "csi",
    "loss": "mse",
    "model_args": {
        "d_feat": 1,
        "hidden_size": 64,
        "num_layers": 2,
        "dropout": 0.1
    }
}
Epoch 162, train_loss 0.001175, train_ic 0.107210, train_icir 1.116354, train_ric 0.039360, train_ricir 0.418932, train_mae 0.014116, train_rmse 0.018988, train_mape 285.743652, train_acc 0.470137, valid_loss 0.0009601796, valid_ic 0.021096, valid_icir 0.553865, valid_ric 0.002886, valid_ricir 0.043305, valid_prec@10 0.608230, valid_prec@30 0.558711, valid_mae 0.016928, valid_rmse 0.024666, valid_mape 197.391861, valid_acc 0.487518, test_loss 0.000965, ic 0.016736, icir 0.513046, ric 0.006551, ricir 0.139985, prec@10 0.605328, prec@30 0.586202, test_mae 0.014716, test_rmse 0.024993, test_mape 218.247253, test_acc 0.569829
Epoch 163, train_loss 0.001194, train_ic 0.103049, train_icir 1.054130, train_ric 0.035440, train_ricir 0.353382, train_mae 0.033504, train_rmse 0.040877, train_mape 202.281219, train_acc 0.203255, valid_loss 0.0011100954, valid_ic 0.024315, valid_icir 0.508128, valid_ric 0.003078, valid_ricir 0.038692, valid_prec@10 0.619753, valid_prec@30 0.572702, valid_mae 0.019740, valid_rmse 0.027313, valid_mape 283.529816, valid_acc 0.493969, test_loss 0.001099, ic 0.018520, icir 0.501403, ric 0.006676, ricir 0.119636, prec@10 0.636066, prec@30 0.598497, test_mae 0.017006, test_rmse 0.026677, test_mape 308.844910, test_acc 0.580224
Epoch 164, train_loss 0.001213, train_ic 0.108491, train_icir 1.069090, train_ric 0.024713, train_ricir 0.229335, train_mae 0.016112, train_rmse 0.023876, train_mape 189.758301, train_acc 0.353822, valid_loss 0.0009081253, valid_ic 0.025736, valid_icir 0.513696, valid_ric -0.004585, valid_ricir -0.053953, valid_prec@10 0.617695, valid_prec@30 0.574897, valid_mae 0.016661, valid_rmse 0.024709, valid_mape 150.107666, valid_acc 0.443759, test_loss 0.001011, ic 0.013584, icir 0.324826, ric -0.005242, ricir -0.094690, prec@10 0.655328, prec@30 0.606421, test_mae 0.015932, test_rmse 0.027667, test_mape 169.476715, test_acc 0.423774
Epoch 165, train_loss 0.001175, train_ic 0.090684, train_icir 0.962318, train_ric 0.022244, train_ricir 0.242299, train_mae 0.013714, train_rmse 0.020279, train_mape 2493.409668, train_acc 0.458704, valid_loss 0.0009487356, valid_ic 0.017752, valid_icir 0.421552, valid_ric -0.004263, valid_ricir -0.060958, valid_prec@10 0.630864, valid_prec@30 0.571742, valid_mae 0.018747, valid_rmse 0.026024, valid_mape 210.047287, valid_acc 0.433941, test_loss 0.001051, ic 0.011352, icir 0.336425, ric -0.000141, ricir -0.003111, prec@10 0.660246, prec@30 0.610792, test_mae 0.019047, test_rmse 0.029243, test_mape 246.820831, test_acc 0.355011
Epoch 166, train_loss 0.001169, train_ic 0.099025, train_icir 0.931011, train_ric 0.021008, train_ricir 0.186106, train_mae 0.011721, train_rmse 0.018013, train_mape 171.418564, train_acc 0.553554, valid_loss 0.0009059017, valid_ic 0.020476, valid_icir 0.344997, valid_ric -0.006565, valid_ricir -0.064057, valid_prec@10 0.619342, valid_prec@30 0.572154, valid_mae 0.017012, valid_rmse 0.024748, valid_mape 163.520294, valid_acc 0.431978, test_loss 0.000963, ic 0.015433, icir 0.378853, ric -0.002909, ricir -0.040637, prec@10 0.633197, prec@30 0.599454, test_mae 0.015574, test_rmse 0.026190, test_mape 180.366745, test_acc 0.480544
Epoch 167, train_loss 0.001187, train_ic 0.116081, train_icir 1.148051, train_ric 0.034384, train_ricir 0.329857, train_mae 0.013721, train_rmse 0.020668, train_mape 207.362610, train_acc 0.481828, valid_loss 0.0009449946, valid_ic 0.026118, valid_icir 0.578097, valid_ric -0.000457, valid_ricir -0.005915, valid_prec@10 0.622634, valid_prec@30 0.565981, valid_mae 0.016529, valid_rmse 0.024338, valid_mape 180.880768, valid_acc 0.486957, test_loss 0.000959, ic 0.020788, icir 0.525693, ric 0.001807, ricir 0.032493, prec@10 0.646311, prec@30 0.600820, test_mae 0.014308, test_rmse 0.024903, test_mape 191.521820, test_acc 0.559701
Epoch 168, train_loss 0.001178, train_ic 0.075392, train_icir 0.839419, train_ric 0.033851, train_ricir 0.379899, train_mae 0.019484, train_rmse 0.025923, train_mape 151.871262, train_acc 0.689956, valid_loss 0.0011729563, valid_ic 0.011666, valid_icir 0.235518, valid_ric 0.009369, valid_ricir 0.122577, valid_prec@10 0.618930, valid_prec@30 0.551578, valid_mae 0.021730, valid_rmse 0.029196, valid_mape 327.137268, valid_acc 0.486957, test_loss 0.001169, ic 0.009055, icir 0.265605, ric 0.011914, ricir 0.215312, prec@10 0.656557, prec@30 0.603825, test_mae 0.018356, test_rmse 0.027889, test_mape 337.790710, test_acc 0.568763
Epoch 169, train_loss 0.001184, train_ic 0.092866, train_icir 0.963873, train_ric 0.027658, train_ricir 0.251552, train_mae 0.033523, train_rmse 0.042144, train_mape 145.783447, train_acc 0.243622, valid_loss 0.0009372244, valid_ic 0.018070, valid_icir 0.386485, valid_ric -0.000685, valid_ricir -0.007957, valid_prec@10 0.615226, valid_prec@30 0.569410, valid_mae 0.017847, valid_rmse 0.025492, valid_mape 188.735703, valid_acc 0.453296, test_loss 0.001055, ic 0.009785, icir 0.264306, ric 0.003491, ricir 0.059655, prec@10 0.651230, prec@30 0.605328, test_mae 0.017670, test_rmse 0.028722, test_mape 208.866211, test_acc 0.388060
Epoch 170, train_loss 0.001199, train_ic 0.097717, train_icir 0.943385, train_ric 0.017124, train_ricir 0.160160, train_mae 0.020266, train_rmse 0.028057, train_mape 194.967529, train_acc 0.462485, valid_loss 0.0009394013, valid_ic 0.024522, valid_icir 0.415051, valid_ric -0.007115, valid_ricir -0.079655, valid_prec@10 0.616872, valid_prec@30 0.582030, valid_mae 0.018521, valid_rmse 0.026195, valid_mape 191.369095, valid_acc 0.438990, test_loss 0.001038, ic 0.017001, icir 0.378339, ric -0.008176, ricir -0.137784, prec@10 0.659016, prec@30 0.603825, test_mae 0.017755, test_rmse 0.028404, test_mape 211.061783, test_acc 0.391791
Epoch 171, train_loss 0.001170, train_ic 0.078042, train_icir 0.775459, train_ric 0.032391, train_ricir 0.286780, train_mae 0.017106, train_rmse 0.024239, train_mape 211.755707, train_acc 0.403345, valid_loss 0.0009448022, valid_ic 0.010978, valid_icir 0.179042, valid_ric 0.004342, valid_ricir 0.041853, valid_prec@10 0.581893, valid_prec@30 0.540192, valid_mae 0.018199, valid_rmse 0.025582, valid_mape 188.719421, valid_acc 0.434502, test_loss 0.001028, ic 0.014339, icir 0.366196, ric 0.012834, ricir 0.166735, prec@10 0.643033, prec@30 0.590164, test_mae 0.018576, test_rmse 0.028603, test_mape 235.110733, test_acc 0.366738
Epoch 172, train_loss 0.001173, train_ic 0.078547, train_icir 0.739578, train_ric 0.016969, train_ricir 0.149617, train_mae 0.050637, train_rmse 0.062893, train_mape 124.626495, train_acc 0.335609, valid_loss 0.0009119776, valid_ic 0.013560, valid_icir 0.212625, valid_ric -0.000272, valid_ricir -0.002512, valid_prec@10 0.610288, valid_prec@30 0.541015, valid_mae 0.017618, valid_rmse 0.025243, valid_mape 172.424942, valid_acc 0.419635, test_loss 0.000965, ic 0.014683, icir 0.355960, ric 0.006340, ricir 0.080260, prec@10 0.649180, prec@30 0.588388, test_mae 0.016109, test_rmse 0.026468, test_mape 186.504471, test_acc 0.460288
Epoch 173, train_loss 0.001166, train_ic 0.108175, train_icir 1.128378, train_ric 0.033672, train_ricir 0.339230, train_mae 0.017151, train_rmse 0.022284, train_mape 317.641052, train_acc 0.376529, valid_loss 0.0010457848, valid_ic 0.022408, valid_icir 0.497360, valid_ric -0.004055, valid_ricir -0.057887, valid_prec@10 0.625103, valid_prec@30 0.583402, valid_mae 0.018322, valid_rmse 0.026113, valid_mape 231.432846, valid_acc 0.493128, test_loss 0.001071, ic 0.013048, icir 0.312478, ric -0.005137, ricir -0.108170, prec@10 0.655738, prec@30 0.599317, test_mae 0.016495, test_rmse 0.026489, test_mape 270.978058, test_acc 0.569829
Epoch 174, train_loss 0.001188, train_ic 0.094935, train_icir 0.844200, train_ric 0.011570, train_ricir 0.090564, train_mae 0.037390, train_rmse 0.042371, train_mape 247.674255, train_acc 0.076229, valid_loss 0.0011471894, valid_ic 0.024854, valid_icir 0.386342, valid_ric -0.010661, valid_ricir -0.098184, valid_prec@10 0.613580, valid_prec@30 0.571193, valid_mae 0.024369, valid_rmse 0.030862, valid_mape 361.391022, valid_acc 0.433661, test_loss 0.001286, ic 0.015664, icir 0.359354, ric -0.005698, ricir -0.076096, prec@10 0.651639, prec@30 0.600000, test_mae 0.024428, test_rmse 0.033601, test_mape 376.202240, test_acc 0.352345
Epoch 175, train_loss 0.001187, train_ic 0.085060, train_icir 0.955184, train_ric 0.037089, train_ricir 0.406544, train_mae 0.015366, train_rmse 0.022200, train_mape 216.386658, train_acc 0.636619, valid_loss 0.0010435079, valid_ic 0.014548, valid_icir 0.347724, valid_ric 0.007879, valid_ricir 0.105080, valid_prec@10 0.604938, valid_prec@30 0.564609, valid_mae 0.018968, valid_rmse 0.026516, valid_mape 256.788818, valid_acc 0.489201, test_loss 0.001046, ic 0.011705, icir 0.362139, ric 0.013732, ricir 0.245141, prec@10 0.643852, prec@30 0.603962, test_mae 0.016060, test_rmse 0.025942, test_mape 265.981049, test_acc 0.570096
Epoch 176, train_loss 0.001197, train_ic 0.108689, train_icir 1.060474, train_ric 0.033610, train_ricir 0.286025, train_mae 0.026176, train_rmse 0.032325, train_mape 182.190521, train_acc 0.172688, valid_loss 0.0009037759, valid_ic 0.026185, valid_icir 0.491159, valid_ric 0.001287, valid_ricir 0.013147, valid_prec@10 0.619342, valid_prec@30 0.580384, valid_mae 0.017642, valid_rmse 0.025100, valid_mape 181.488876, valid_acc 0.430575, test_loss 0.000982, ic 0.020083, icir 0.503504, ric 0.001919, ricir 0.028546, prec@10 0.647951, prec@30 0.609836, test_mae 0.016925, test_rmse 0.027233, test_mape 194.479736, test_acc 0.362473
Epoch 177, train_loss 0.001189, train_ic 0.092512, train_icir 0.918124, train_ric 0.030706, train_ricir 0.280093, train_mae 0.015202, train_rmse 0.021630, train_mape 178.861740, train_acc 0.349090, valid_loss 0.0009282327, valid_ic 0.022955, valid_icir 0.416806, valid_ric 0.006041, valid_ricir 0.068057, valid_prec@10 0.616872, valid_prec@30 0.573800, valid_mae 0.018033, valid_rmse 0.025571, valid_mape 181.267151, valid_acc 0.453015, test_loss 0.000998, ic 0.019496, icir 0.517830, ric 0.006928, ricir 0.113224, prec@10 0.632377, prec@30 0.605738, test_mae 0.017400, test_rmse 0.027506, test_mape 205.270798, test_acc 0.393657
Epoch 178, train_loss 0.001181, train_ic 0.062006, train_icir 0.637526, train_ric 0.029530, train_ricir 0.259213, train_mae 0.027262, train_rmse 0.039300, train_mape 193.820938, train_acc 0.533880, valid_loss 0.0010326999, valid_ic 0.005999, valid_icir 0.111034, valid_ric 0.010210, valid_ricir 0.100027, valid_prec@10 0.602058, valid_prec@30 0.535528, valid_mae 0.019145, valid_rmse 0.026930, valid_mape 254.299500, valid_acc 0.486676, test_loss 0.001051, ic 0.005794, icir 0.161939, ric 0.017621, ricir 0.224111, prec@10 0.646311, prec@30 0.590984, test_mae 0.016195, test_rmse 0.026554, test_mape 262.679871, test_acc 0.561301
Epoch 179, train_loss 0.001189, train_ic 0.097507, train_icir 1.110376, train_ric 0.047066, train_ricir 0.554570, train_mae 0.015525, train_rmse 0.023596, train_mape 168.426544, train_acc 0.276617, valid_loss 0.0008723540, valid_ic 0.016827, valid_icir 0.483172, valid_ric 0.014482, valid_ricir 0.230030, valid_prec@10 0.600412, valid_prec@30 0.565158, valid_mae 0.015821, valid_rmse 0.023595, valid_mape 132.466431, valid_acc 0.458065, test_loss 0.000940, ic 0.011123, icir 0.333097, ric 0.017993, ricir 0.391940, prec@10 0.656557, prec@30 0.605874, test_mae 0.015573, test_rmse 0.026492, test_mape 162.341949, test_acc 0.382996
Epoch 180, train_loss 0.001175, train_ic 0.102067, train_icir 0.945226, train_ric 0.019387, train_ricir 0.163327, train_mae 0.039397, train_rmse 0.045488, train_mape 308.658234, train_acc 0.087510, valid_loss 0.0012352647, valid_ic 0.027010, valid_icir 0.460522, valid_ric -0.010000, valid_ricir -0.100482, valid_prec@10 0.595473, valid_prec@30 0.554458, valid_mae 0.026907, valid_rmse 0.033075, valid_mape 416.159546, valid_acc 0.427770, test_loss 0.001366, ic 0.021789, icir 0.519116, ric -0.006695, ricir -0.098039, prec@10 0.584426, prec@30 0.561885, test_mae 0.026906, test_rmse 0.035103, test_mape 437.465729, test_acc 0.348348
Epoch 181, train_loss 0.001201, train_ic 0.096839, train_icir 0.999341, train_ric 0.030265, train_ricir 0.319340, train_mae 0.013643, train_rmse 0.020159, train_mape 185.390060, train_acc 0.445656, valid_loss 0.0009310290, valid_ic 0.025995, valid_icir 0.553673, valid_ric -0.000143, valid_ricir -0.002634, valid_prec@10 0.634568, valid_prec@30 0.579424, valid_mae 0.016716, valid_rmse 0.024496, valid_mape 167.737579, valid_acc 0.473212, test_loss 0.000982, ic 0.014316, icir 0.290300, ric -0.001662, ricir -0.033115, prec@10 0.665574, prec@30 0.613934, test_mae 0.014877, test_rmse 0.025749, test_mape 175.496475, test_acc 0.540512
Epoch 182, train_loss 0.001197, train_ic 0.106331, train_icir 1.054194, train_ric 0.025252, train_ricir 0.231771, train_mae 0.018434, train_rmse 0.025266, train_mape 356.067047, train_acc 0.359962, valid_loss 0.0009804497, valid_ic 0.027048, valid_icir 0.557488, valid_ric -0.004132, valid_ricir -0.052981, valid_prec@10 0.623457, valid_prec@30 0.572291, valid_mae 0.019998, valid_rmse 0.027030, valid_mape 254.680283, valid_acc 0.436185, test_loss 0.001080, ic 0.016772, icir 0.431318, ric -0.004528, ricir -0.091213, prec@10 0.655738, prec@30 0.610383, test_mae 0.019955, test_rmse 0.029649, test_mape 276.141388, test_acc 0.355277
Epoch 183, train_loss 0.001169, train_ic 0.088038, train_icir 0.743802, train_ric 0.014430, train_ricir 0.113236, train_mae 0.011903, train_rmse 0.018383, train_mape 230.267975, train_acc 0.566438, valid_loss 0.0009482914, valid_ic 0.021790, valid_icir 0.279858, valid_ric -0.003968, valid_ricir -0.033485, valid_prec@10 0.594650, valid_prec@30 0.558711, valid_mae 0.017769, valid_rmse 0.025248, valid_mape 200.026917, valid_acc 0.427489, test_loss 0.000973, ic 0.022133, icir 0.423332, ric 0.002569, ricir 0.027924, prec@10 0.582377, prec@30 0.565437, test_mae 0.015839, test_rmse 0.025727, test_mape 221.446518, test_acc 0.497335
Epoch 184, train_loss 0.001163, train_ic 0.096684, train_icir 0.989907, train_ric 0.044050, train_ricir 0.402876, train_mae 0.016515, train_rmse 0.025397, train_mape 137.899658, train_acc 0.546091, valid_loss 0.0009215502, valid_ic 0.016616, valid_icir 0.396137, valid_ric 0.006848, valid_ricir 0.083888, valid_prec@10 0.609465, valid_prec@30 0.572565, valid_mae 0.016745, valid_rmse 0.024650, valid_mape 154.025635, valid_acc 0.460309, test_loss 0.001053, ic 0.007251, icir 0.189805, ric 0.012391, ricir 0.218349, prec@10 0.649590, prec@30 0.606421, test_mae 0.016550, test_rmse 0.028568, test_mape 183.136688, test_acc 0.404851
Epoch 185, train_loss 0.001173, train_ic 0.095911, train_icir 0.951285, train_ric 0.027814, train_ricir 0.249598, train_mae 0.015629, train_rmse 0.023318, train_mape 169.944916, train_acc 0.352726, valid_loss 0.0009430617, valid_ic 0.021995, valid_icir 0.446315, valid_ric 0.004625, valid_ricir 0.052194, valid_prec@10 0.627572, valid_prec@30 0.575034, valid_mae 0.017290, valid_rmse 0.025478, valid_mape 161.661545, valid_acc 0.450210, test_loss 0.001079, ic 0.011062, icir 0.279794, ric 0.006584, ricir 0.104625, prec@10 0.654918, prec@30 0.612432, test_mae 0.016523, test_rmse 0.028667, test_mape 186.164169, test_acc 0.438433
Epoch 186, train_loss 0.001180, train_ic 0.092563, train_icir 0.935895, train_ric 0.034711, train_ricir 0.350780, train_mae 0.017139, train_rmse 0.025155, train_mape 157.122177, train_acc 0.478155, valid_loss 0.0009000849, valid_ic 0.025385, valid_icir 0.580367, valid_ric 0.007758, valid_ricir 0.111631, valid_prec@10 0.605761, valid_prec@30 0.574211, valid_mae 0.016567, valid_rmse 0.024200, valid_mape 160.044556, valid_acc 0.446844, test_loss 0.000941, ic 0.016975, icir 0.524336, ric 0.011166, ricir 0.232058, prec@10 0.644672, prec@30 0.605191, test_mae 0.014784, test_rmse 0.025443, test_mape 168.610672, test_acc 0.512260
Epoch 187, train_loss 0.001163, train_ic 0.093409, train_icir 0.840756, train_ric 0.026392, train_ricir 0.215931, train_mae 0.022692, train_rmse 0.028881, train_mape 109.404083, train_acc 0.545877, valid_loss 0.0009109317, valid_ic 0.022798, valid_icir 0.319806, valid_ric 0.001826, valid_ricir 0.015639, valid_prec@10 0.577778, valid_prec@30 0.537860, valid_mae 0.017764, valid_rmse 0.025239, valid_mape 173.498611, valid_acc 0.428050, test_loss 0.000957, ic 0.024931, icir 0.509779, ric 0.006912, ricir 0.076830, prec@10 0.588934, prec@30 0.560929, test_mae 0.016219, test_rmse 0.026269, test_mape 184.966461, test_acc 0.449627
Epoch 188, train_loss 0.001158, train_ic 0.091855, train_icir 0.886990, train_ric 0.049207, train_ricir 0.438467, train_mae 0.044072, train_rmse 0.053278, train_mape 96.632843, train_acc 0.701761, valid_loss 0.0008982737, valid_ic 0.012459, valid_icir 0.222401, valid_ric 0.016598, valid_ricir 0.161578, valid_prec@10 0.581893, valid_prec@30 0.537723, valid_mae 0.016781, valid_rmse 0.024458, valid_mape 157.778732, valid_acc 0.441234, test_loss 0.000950, ic 0.014521, icir 0.367720, ric 0.019613, ricir 0.248649, prec@10 0.632787, prec@30 0.590437, test_mae 0.015637, test_rmse 0.026227, test_mape 172.473114, test_acc 0.452559
Epoch 189, train_loss 0.001172, train_ic 0.084395, train_icir 0.835980, train_ric 0.046201, train_ricir 0.418196, train_mae 0.015460, train_rmse 0.020887, train_mape 235.226486, train_acc 0.376860, valid_loss 0.0009225096, valid_ic 0.017019, valid_icir 0.303307, valid_ric 0.013772, valid_ricir 0.138124, valid_prec@10 0.596708, valid_prec@30 0.545816, valid_mae 0.017436, valid_rmse 0.024864, valid_mape 193.559692, valid_acc 0.455540, test_loss 0.000943, ic 0.017495, icir 0.475846, ric 0.020486, ricir 0.262822, prec@10 0.602459, prec@30 0.567623, test_mae 0.015028, test_rmse 0.025231, test_mape 195.717300, test_acc 0.528518
Epoch 190, train_loss 0.001168, train_ic 0.103168, train_icir 1.144504, train_ric 0.052463, train_ricir 0.589870, train_mae 0.022100, train_rmse 0.028167, train_mape 262.087891, train_acc 0.451370, valid_loss 0.0011302088, valid_ic 0.020293, valid_icir 0.554044, valid_ric 0.011411, valid_ricir 0.189892, valid_prec@10 0.610700, valid_prec@30 0.570782, valid_mae 0.020609, valid_rmse 0.027867, valid_mape 295.921387, valid_acc 0.502384, test_loss 0.001142, ic 0.011944, icir 0.337537, ric 0.015706, ricir 0.365768, prec@10 0.656148, prec@30 0.610792, test_mae 0.017555, test_rmse 0.027233, test_mape 310.121277, test_acc 0.592217
Epoch 191, train_loss 0.001163, train_ic 0.088385, train_icir 0.900093, train_ric 0.037266, train_ricir 0.353700, train_mae 0.022281, train_rmse 0.027518, train_mape 254.126617, train_acc 0.161205, valid_loss 0.0010388233, valid_ic 0.023594, valid_icir 0.431450, valid_ric 0.009152, valid_ricir 0.108978, valid_prec@10 0.623045, valid_prec@30 0.565706, valid_mae 0.021125, valid_rmse 0.028443, valid_mape 264.565308, valid_acc 0.443198, test_loss 0.001153, ic 0.015561, icir 0.430103, ric 0.007121, ricir 0.130024, prec@10 0.668033, prec@30 0.602186, test_mae 0.021140, test_rmse 0.030922, test_mape 294.971893, test_acc 0.360341
Epoch 192, train_loss 0.001177, train_ic 0.086717, train_icir 0.994493, train_ric 0.032395, train_ricir 0.364038, train_mae 0.019404, train_rmse 0.027625, train_mape 327.334778, train_acc 0.440838, valid_loss 0.0010334817, valid_ic 0.018831, valid_icir 0.464660, valid_ric 0.004624, valid_ricir 0.067681, valid_prec@10 0.619342, valid_prec@30 0.583265, valid_mae 0.020754, valid_rmse 0.027838, valid_mape 263.849030, valid_acc 0.444881, test_loss 0.001151, ic 0.012640, icir 0.359287, ric 0.005146, ricir 0.111951, prec@10 0.659426, prec@30 0.610929, test_mae 0.021990, test_rmse 0.031308, test_mape 322.897339, test_acc 0.361407
Epoch 193, train_loss 0.001169, train_ic 0.095990, train_icir 0.916428, train_ric 0.030813, train_ricir 0.273745, train_mae 0.017408, train_rmse 0.024822, train_mape 197.434235, train_acc 0.272176, valid_loss 0.0009218167, valid_ic 0.019994, valid_icir 0.332114, valid_ric 0.001699, valid_ricir 0.016366, valid_prec@10 0.602469, valid_prec@30 0.559259, valid_mae 0.018202, valid_rmse 0.025465, valid_mape 183.739853, valid_acc 0.426928, test_loss 0.000995, ic 0.020141, icir 0.519938, ric 0.007431, ricir 0.100108, prec@10 0.578689, prec@30 0.587295, test_mae 0.017950, test_rmse 0.027805, test_mape 215.391022, test_acc 0.357676
Epoch 194, train_loss 0.001162, train_ic 0.089631, train_icir 0.920138, train_ric 0.036348, train_ricir 0.352535, train_mae 0.015049, train_rmse 0.021718, train_mape 331.232727, train_acc 0.613663, valid_loss 0.0010546720, valid_ic 0.017339, valid_icir 0.334888, valid_ric 0.006271, valid_ricir 0.066810, valid_prec@10 0.619342, valid_prec@30 0.560494, valid_mae 0.019200, valid_rmse 0.026803, valid_mape 264.452393, valid_acc 0.487237, test_loss 0.001087, ic 0.012398, icir 0.348239, ric 0.010435, ricir 0.153553, prec@10 0.665984, prec@30 0.603552, test_mae 0.016324, test_rmse 0.026909, test_mape 275.996429, test_acc 0.568230
Epoch 195, train_loss 0.001184, train_ic 0.086913, train_icir 0.838664, train_ric 0.024118, train_ricir 0.216568, train_mae 0.014354, train_rmse 0.018561, train_mape 284.254883, train_acc 0.367109, valid_loss 0.0009607429, valid_ic 0.010260, valid_icir 0.172983, valid_ric 0.000162, valid_ricir 0.001564, valid_prec@10 0.600823, valid_prec@30 0.543896, valid_mae 0.017693, valid_rmse 0.025344, valid_mape 207.074234, valid_acc 0.475175, test_loss 0.000981, ic 0.013682, icir 0.337252, ric 0.009474, ricir 0.118991, prec@10 0.640164, prec@30 0.595492, test_mae 0.015409, test_rmse 0.025487, test_mape 220.854523, test_acc 0.539979
Epoch 196, train_loss 0.001148, train_ic 0.090137, train_icir 0.820585, train_ric 0.031585, train_ricir 0.275082, train_mae 0.016736, train_rmse 0.023799, train_mape 185.087570, train_acc 0.382572, valid_loss 0.0009544335, valid_ic 0.026648, valid_icir 0.440380, valid_ric 0.001360, valid_ricir 0.016660, valid_prec@10 0.614403, valid_prec@30 0.565432, valid_mae 0.016936, valid_rmse 0.024532, valid_mape 174.677765, valid_acc 0.492286, test_loss 0.001004, ic 0.010533, icir 0.203064, ric -0.000844, ricir -0.012144, prec@10 0.652459, prec@30 0.610246, test_mae 0.014917, test_rmse 0.025913, test_mape 182.641418, test_acc 0.562100
Epoch 197, train_loss 0.001178, train_ic 0.082624, train_icir 0.763075, train_ric 0.025946, train_ricir 0.232880, train_mae 0.028559, train_rmse 0.034791, train_mape 349.455658, train_acc 0.132834, valid_loss 0.0010811285, valid_ic 0.017924, valid_icir 0.254214, valid_ric 0.000459, valid_ricir 0.004351, valid_prec@10 0.586831, valid_prec@30 0.542936, valid_mae 0.022730, valid_rmse 0.029765, valid_mape 285.683105, valid_acc 0.425806, test_loss 0.001194, ic 0.020767, icir 0.442249, ric 0.005344, ricir 0.068118, prec@10 0.597541, prec@30 0.555055, test_mae 0.022956, test_rmse 0.032132, test_mape 332.474396, test_acc 0.347814
Epoch 198, train_loss 0.001155, train_ic 0.081334, train_icir 0.903653, train_ric 0.053005, train_ricir 0.556712, train_mae 0.025478, train_rmse 0.036453, train_mape 97.877853, train_acc 0.679483, valid_loss 0.0009424405, valid_ic 0.014310, valid_icir 0.288982, valid_ric 0.011912, valid_ricir 0.163320, valid_prec@10 0.577366, valid_prec@30 0.536900, valid_mae 0.016883, valid_rmse 0.024381, valid_mape 186.321411, valid_acc 0.493128, test_loss 0.000963, ic 0.008235, icir 0.200977, ric 0.012936, ricir 0.220340, prec@10 0.628689, prec@30 0.593443, test_mae 0.015171, test_rmse 0.025333, test_mape 210.087799, test_acc 0.549041
Epoch 199, train_loss 0.001182, train_ic 0.098337, train_icir 1.036513, train_ric 0.035651, train_ricir 0.355912, train_mae 0.020474, train_rmse 0.026574, train_mape 332.206543, train_acc 0.212754, valid_loss 0.0009839744, valid_ic 0.016550, valid_icir 0.332179, valid_ric 0.002112, valid_ricir 0.023320, valid_prec@10 0.612757, valid_prec@30 0.553361, valid_mae 0.020065, valid_rmse 0.027010, valid_mape 247.263458, valid_acc 0.430295, test_loss 0.001096, ic 0.014174, icir 0.365407, ric 0.003342, ricir 0.052549, prec@10 0.658197, prec@30 0.594536, test_mae 0.020956, test_rmse 0.030331, test_mape 300.066437, test_acc 0.346215
Epoch 200, train_loss 0.001196, train_ic 0.109290, train_icir 1.074340, train_ric 0.027001, train_ricir 0.247255, train_mae 0.034874, train_rmse 0.043200, train_mape 97.730560, train_acc 0.829632, valid_loss 0.0009518759, valid_ic 0.026687, valid_icir 0.569659, valid_ric -0.006266, valid_ricir -0.079447, valid_prec@10 0.629218, valid_prec@30 0.580933, valid_mae 0.019232, valid_rmse 0.026252, valid_mape 233.605499, valid_acc 0.438429, test_loss 0.001041, ic 0.018861, icir 0.500958, ric -0.003308, ricir -0.065876, prec@10 0.656557, prec@30 0.608743, test_mae 0.018972, test_rmse 0.028716, test_mape 248.039429, test_acc 0.357676
Best valid loss: 0
Best valid loss epoch: 179
Model saved to:  ../saved_models/LSTM/LSTM-CSI-2026-04-16-16-25-32
------- Test -----
{'IC': np.float64(0.01886140315274647), 'ICIR': np.float64(0.5009582164454391), 'RIC': np.float64(-0.0033081724837476594), 'RICIR': np.float64(-0.0658761468603443), 'Prec@10': np.float64(0.6565573770491804), 'Prec@30': np.float64(0.608743169398907), 'MAE': np.float32(0.018971844), 'MAPE': np.float32(248.03943), 'RMSE': np.float32(0.028716095), 'ACC': np.float64(0.35767590618336886)}
