Dataset:  CSI2259
Radom seed: 1234
GPU: 5
Learning rate: 0.001
Loss: MaskedMSELoss

---------- LSTM ----------
{
    "epochs": 200,
    "lookback_length": 32,
    "steps": 1,
    "lr": 0.0001,
    "clip_grad": 3.0,
    "data_args": {
        "dataset": "CSI2259",
        "batch_size": 1,
        "shuffle_train": true,
        "n_jobs": 4,
        "valid_year": 2019,
        "test_year": 2020,
        "window": 32,
        "steps": 1
    },
    "early_stop": 20,
    "runner": "csi",
    "loss": "mse",
    "model_args": {
        "d_feat": 1,
        "hidden_size": 64,
        "num_layers": 2,
        "dropout": 0.1
    }
}
Epoch 155, train_loss 0.001057, train_ic 0.051425, train_icir 0.479613, train_ric 0.039803, train_ricir 0.342805, train_mae 0.013857, train_rmse 0.020049, train_mape 169.266479, train_acc 0.679504, valid_loss 0.0010049491, valid_ic 0.007478, valid_icir 0.127886, valid_ric -0.000085, valid_ricir -0.001029, valid_prec@10 0.590574, valid_prec@30 0.558607, valid_mae 0.017527, valid_rmse 0.028801, valid_mape 244.938034, valid_acc 0.332448, test_loss 0.001461, ic 0.001422, icir 0.022291, ric 0.003337, ricir 0.030415, prec@10 0.582305, prec@30 0.567353, test_mae 0.026493, test_rmse 0.042381, test_mape 234.433228, test_acc 0.227977
Epoch 156, train_loss 0.001065, train_ic 0.049343, train_icir 0.603128, train_ric 0.030238, train_ricir 0.315286, train_mae 0.032751, train_rmse 0.037750, train_mape 481.988617, train_acc 0.301018, valid_loss 0.0015621621, valid_ic 0.015723, valid_icir 0.439025, valid_ric 0.009065, valid_ricir 0.160981, valid_prec@10 0.574590, valid_prec@30 0.539208, valid_mae 0.032843, valid_rmse 0.039651, valid_mape 580.546204, valid_acc 0.325365, test_loss 0.001937, ic 0.008383, icir 0.223634, ric 0.006470, ricir 0.085857, prec@10 0.579424, prec@30 0.546639, test_mae 0.039997, test_rmse 0.050441, test_mape 445.841034, test_acc 0.214697
Epoch 157, train_loss 0.001100, train_ic 0.047706, train_icir 0.538676, train_ric 0.043096, train_ricir 0.409304, train_mae 0.010101, train_rmse 0.016156, train_mape 123.539474, train_acc 0.521470, valid_loss 0.0008509607, valid_ic 0.011643, valid_icir 0.344510, valid_ric 0.018870, valid_ricir 0.264784, valid_prec@10 0.563934, valid_prec@30 0.532514, valid_mae 0.014280, valid_rmse 0.025160, valid_mape 150.889191, valid_acc 0.401062, test_loss 0.001229, ic 0.006483, icir 0.195781, ric 0.010174, ricir 0.110389, prec@10 0.558436, prec@30 0.535528, test_mae 0.019871, test_rmse 0.035842, test_mape 144.676941, test_acc 0.427623
Epoch 158, train_loss 0.001065, train_ic 0.054418, train_icir 0.596994, train_ric 0.042090, train_ricir 0.395327, train_mae 0.021071, train_rmse 0.029832, train_mape 142.053146, train_acc 0.356795, valid_loss 0.0008526703, valid_ic 0.011813, valid_icir 0.344492, valid_ric 0.011959, valid_ricir 0.182413, valid_prec@10 0.591803, valid_prec@30 0.549727, valid_mae 0.013207, valid_rmse 0.024161, valid_mape 149.071823, valid_acc 0.580788, test_loss 0.001256, ic 0.011017, icir 0.364898, ric 0.014261, ricir 0.175164, prec@10 0.568313, prec@30 0.557750, test_mae 0.018397, test_rmse 0.034081, test_mape 139.957428, test_acc 0.540947
Epoch 159, train_loss 0.001070, train_ic 0.059437, train_icir 0.620714, train_ric 0.025404, train_ricir 0.228645, train_mae 0.014491, train_rmse 0.020198, train_mape 303.830627, train_acc 0.656928, valid_loss 0.0010443190, valid_ic 0.019860, valid_icir 0.476514, valid_ric -0.005538, valid_ricir -0.076596, valid_prec@10 0.561066, valid_prec@30 0.553005, valid_mae 0.016908, valid_rmse 0.026291, valid_mape 317.146851, valid_acc 0.605578, test_loss 0.001485, ic 0.018295, icir 0.437785, ric 0.007060, ricir 0.075181, prec@10 0.567490, prec@30 0.546502, test_mae 0.017811, test_rmse 0.032950, test_mape 230.834778, test_acc 0.716246
Epoch 160, train_loss 0.001063, train_ic 0.041889, train_icir 0.382680, train_ric 0.008756, train_ricir 0.070229, train_mae 0.035235, train_rmse 0.211348, train_mape 161.761780, train_acc 0.322709, valid_loss 0.0009186148, valid_ic 0.018712, valid_icir 0.342907, valid_ric -0.004286, valid_ricir -0.047395, valid_prec@10 0.570902, valid_prec@30 0.550410, valid_mae 0.014970, valid_rmse 0.025390, valid_mape 208.535263, valid_acc 0.469677, test_loss 0.001331, ic 0.020891, icir 0.315536, ric 0.003231, ricir 0.026340, prec@10 0.555144, prec@30 0.549383, test_mae 0.018734, test_rmse 0.034295, test_mape 178.184799, test_acc 0.527224
Epoch 161, train_loss 0.001063, train_ic 0.065154, train_icir 0.759324, train_ric 0.049187, train_ricir 0.521827, train_mae 0.012288, train_rmse 0.019335, train_mape 185.731750, train_acc 0.649402, valid_loss 0.0008978524, valid_ic 0.015423, valid_icir 0.410410, valid_ric 0.017096, valid_ricir 0.287734, valid_prec@10 0.579508, valid_prec@30 0.545902, valid_mae 0.013790, valid_rmse 0.024125, valid_mape 192.288956, valid_acc 0.606020, test_loss 0.001279, ic 0.008274, icir 0.260517, ric 0.012616, ricir 0.232067, prec@10 0.582716, prec@30 0.553361, test_mae 0.017196, test_rmse 0.033445, test_mape 166.032013, test_acc 0.706950
Early stopping -----
Epoch 162, train_loss 0.001057, train_ic 0.064908, train_icir 0.715830, train_ric 0.060481, train_ricir 0.587846, train_mae 0.022466, train_rmse 0.029610, train_mape 197.180130, train_acc 0.204073, valid_loss 0.0008894620, valid_ic 0.015210, valid_icir 0.419886, valid_ric 0.022798, valid_ricir 0.361288, valid_prec@10 0.581557, valid_prec@30 0.555464, valid_mae 0.013847, valid_rmse 0.023566, valid_mape 200.936096, valid_acc 0.606020, test_loss 0.001254, ic 0.008371, icir 0.249285, ric 0.021732, ricir 0.305190, prec@10 0.574486, prec@30 0.553909, test_mae 0.017138, test_rmse 0.032962, test_mape 156.309143, test_acc 0.697654
Epoch 163, train_loss 0.001068, train_ic 0.059367, train_icir 0.723390, train_ric 0.055093, train_ricir 0.586701, train_mae 0.013584, train_rmse 0.017288, train_mape 320.887695, train_acc 0.456839, valid_loss 0.0009238985, valid_ic 0.013232, valid_icir 0.382778, valid_ric 0.018914, valid_ricir 0.313939, valid_prec@10 0.554508, valid_prec@30 0.548361, valid_mae 0.014577, valid_rmse 0.023739, valid_mape 231.214767, valid_acc 0.610890, test_loss 0.001300, ic 0.006691, icir 0.204651, ric 0.018080, ricir 0.318587, prec@10 0.549794, prec@30 0.549108, test_mae 0.017212, test_rmse 0.032919, test_mape 170.760590, test_acc 0.701638
Epoch 164, train_loss 0.001070, train_ic 0.049692, train_icir 0.544499, train_ric 0.055574, train_ricir 0.572468, train_mae 0.057183, train_rmse 0.063367, train_mape 194.636566, train_acc 0.045153, valid_loss 0.0012696316, valid_ic 0.013060, valid_icir 0.273280, valid_ric 0.022441, valid_ricir 0.309321, valid_prec@10 0.574180, valid_prec@30 0.561749, valid_mae 0.026407, valid_rmse 0.034670, valid_mape 450.623566, valid_acc 0.329349, test_loss 0.001619, ic 0.004116, icir 0.090981, ric 0.018037, ricir 0.237437, prec@10 0.564198, prec@30 0.553498, test_mae 0.033215, test_rmse 0.045352, test_mape 351.968323, test_acc 0.216025
Epoch 165, train_loss 0.001056, train_ic 0.049754, train_icir 0.478250, train_ric 0.065886, train_ricir 0.536650, train_mae 0.024397, train_rmse 0.031709, train_mape 119.035088, train_acc 0.448429, valid_loss 0.0008727119, valid_ic 0.011736, valid_icir 0.200984, valid_ric 0.027837, valid_ricir 0.282166, valid_prec@10 0.575820, valid_prec@30 0.557240, valid_mae 0.014260, valid_rmse 0.025330, valid_mape 161.524414, valid_acc 0.490483, test_loss 0.001264, ic 0.001848, icir 0.035642, ric 0.019835, ricir 0.202696, prec@10 0.565021, prec@30 0.551852, test_mae 0.019755, test_rmse 0.036018, test_mape 147.133881, test_acc 0.558654
Epoch 166, train_loss 0.001058, train_ic 0.061067, train_icir 0.538579, train_ric 0.030466, train_ricir 0.238382, train_mae 0.025066, train_rmse 0.029701, train_mape 289.249329, train_acc 0.235502, valid_loss 0.0012051496, valid_ic 0.015495, valid_icir 0.242872, valid_ric -0.004166, valid_ricir -0.044311, valid_prec@10 0.582787, valid_prec@30 0.571858, valid_mae 0.019779, valid_rmse 0.028835, valid_mape 350.410309, valid_acc 0.605578, test_loss 0.001633, ic 0.014491, icir 0.226610, ric 0.007567, ricir 0.063167, prec@10 0.561317, prec@30 0.550069, test_mae 0.021571, test_rmse 0.036339, test_mape 248.479172, test_acc 0.698097
Epoch 167, train_loss 0.001065, train_ic 0.052262, train_icir 0.500078, train_ric 0.014604, train_ricir 0.123766, train_mae 0.018004, train_rmse 0.025655, train_mape 97.595230, train_acc 0.915449, valid_loss 0.0016180889, valid_ic 0.019574, valid_icir 0.420543, valid_ric -0.005292, valid_ricir -0.069080, valid_prec@10 0.569672, valid_prec@30 0.544536, valid_mae 0.032989, valid_rmse 0.039680, valid_mape 566.476562, valid_acc 0.328907, test_loss 0.001924, ic 0.019265, icir 0.388828, ric 0.003826, ricir 0.037151, prec@10 0.573663, prec@30 0.553772, test_mae 0.039713, test_rmse 0.049502, test_mape 441.865814, test_acc 0.219566
Epoch 168, train_loss 0.001056, train_ic 0.059081, train_icir 0.569916, train_ric 0.042165, train_ricir 0.368967, train_mae 0.026818, train_rmse 0.032896, train_mape 118.913330, train_acc 0.598052, valid_loss 0.0008709029, valid_ic 0.014574, valid_icir 0.267461, valid_ric 0.007631, valid_ricir 0.088934, valid_prec@10 0.586066, valid_prec@30 0.549863, valid_mae 0.014537, valid_rmse 0.025374, valid_mape 164.916809, valid_acc 0.455954, test_loss 0.001245, ic 0.007262, icir 0.138806, ric 0.010448, ricir 0.101508, prec@10 0.576132, prec@30 0.564609, test_mae 0.021184, test_rmse 0.036848, test_mape 153.750961, test_acc 0.419212
Epoch 169, train_loss 0.001055, train_ic 0.063819, train_icir 0.705280, train_ric 0.035468, train_ricir 0.344181, train_mae 0.020119, train_rmse 0.031218, train_mape 128.670212, train_acc 0.551571, valid_loss 0.0008415203, valid_ic 0.015219, valid_icir 0.426587, valid_ric 0.002732, valid_ricir 0.045801, valid_prec@10 0.572951, valid_prec@30 0.538388, valid_mae 0.013846, valid_rmse 0.024291, valid_mape 140.299408, valid_acc 0.387782, test_loss 0.001203, ic 0.013884, icir 0.408574, ric 0.012309, ricir 0.161243, prec@10 0.573251, prec@30 0.543896, test_mae 0.019867, test_rmse 0.034863, test_mape 138.107422, test_acc 0.365649
Epoch 170, train_loss 0.001058, train_ic 0.068838, train_icir 0.727487, train_ric 0.054029, train_ricir 0.520093, train_mae 0.015195, train_rmse 0.023482, train_mape 127.815857, train_acc 0.570606, valid_loss 0.0008640771, valid_ic 0.013196, valid_icir 0.309076, valid_ric 0.011061, valid_ricir 0.156560, valid_prec@10 0.586885, valid_prec@30 0.566393, valid_mae 0.013358, valid_rmse 0.023619, valid_mape 164.746384, valid_acc 0.608234, test_loss 0.001253, ic 0.008185, icir 0.224607, ric 0.013439, ricir 0.177169, prec@10 0.576955, prec@30 0.558985, test_mae 0.018018, test_rmse 0.033503, test_mape 136.629791, test_acc 0.655600
Epoch 171, train_loss 0.001058, train_ic 0.066805, train_icir 0.683353, train_ric 0.053383, train_ricir 0.498562, train_mae 0.039648, train_rmse 0.047996, train_mape 112.121117, train_acc 0.294821, valid_loss 0.0008511569, valid_ic 0.012867, valid_icir 0.260314, valid_ric 0.010783, valid_ricir 0.141099, valid_prec@10 0.589344, valid_prec@30 0.563661, valid_mae 0.014011, valid_rmse 0.024769, valid_mape 145.526901, valid_acc 0.435591, test_loss 0.001227, ic 0.007285, icir 0.169117, ric 0.008779, ricir 0.106532, prec@10 0.585185, prec@30 0.562963, test_mae 0.021183, test_rmse 0.036216, test_mape 157.521957, test_acc 0.314741
Epoch 172, train_loss 0.001056, train_ic 0.062228, train_icir 0.662479, train_ric 0.057581, train_ricir 0.519974, train_mae 0.012588, train_rmse 0.017695, train_mape 137.306091, train_acc 0.699867, valid_loss 0.0008655415, valid_ic 0.016046, valid_icir 0.366177, valid_ric 0.022650, valid_ricir 0.296439, valid_prec@10 0.568852, valid_prec@30 0.550273, valid_mae 0.015131, valid_rmse 0.025326, valid_mape 172.949860, valid_acc 0.346614, test_loss 0.001226, ic 0.009032, icir 0.241328, ric 0.017458, ricir 0.204333, prec@10 0.567901, prec@30 0.546365, test_mae 0.021635, test_rmse 0.036561, test_mape 177.999847, test_acc 0.317840
Epoch 173, train_loss 0.001054, train_ic 0.071535, train_icir 0.808587, train_ric 0.036481, train_ricir 0.377600, train_mae 0.017730, train_rmse 0.026953, train_mape 140.667389, train_acc 0.387340, valid_loss 0.0008423734, valid_ic 0.019731, valid_icir 0.452069, valid_ric 0.000864, valid_ricir 0.015712, valid_prec@10 0.581967, valid_prec@30 0.558743, valid_mae 0.013576, valid_rmse 0.024421, valid_mape 135.751205, valid_acc 0.504205, test_loss 0.001219, ic 0.014754, icir 0.367692, ric 0.008400, ricir 0.131857, prec@10 0.572428, prec@30 0.561728, test_mae 0.019001, test_rmse 0.034604, test_mape 127.766609, test_acc 0.517043
Epoch 174, train_loss 0.001054, train_ic 0.055751, train_icir 0.574861, train_ric 0.054112, train_ricir 0.502468, train_mae 0.019411, train_rmse 0.027338, train_mape 170.820648, train_acc 0.309429, valid_loss 0.0008861872, valid_ic 0.011057, valid_icir 0.222881, valid_ric 0.017539, valid_ricir 0.212671, valid_prec@10 0.572131, valid_prec@30 0.573361, valid_mae 0.014819, valid_rmse 0.025615, valid_mape 167.016449, valid_acc 0.448429, test_loss 0.001264, ic 0.004677, icir 0.110671, ric 0.017015, ricir 0.190508, prec@10 0.558848, prec@30 0.550754, test_mae 0.021220, test_rmse 0.035888, test_mape 154.521988, test_acc 0.381142
Epoch 175, train_loss 0.001040, train_ic 0.059884, train_icir 0.585546, train_ric 0.023208, train_ricir 0.201425, train_mae 0.017960, train_rmse 0.025253, train_mape 144.508011, train_acc 0.495795, valid_loss 0.0008933962, valid_ic 0.015856, valid_icir 0.297357, valid_ric -0.009878, valid_ricir -0.125587, valid_prec@10 0.575820, valid_prec@30 0.544126, valid_mae 0.016046, valid_rmse 0.026242, valid_mape 199.978058, valid_acc 0.340416, test_loss 0.001264, ic 0.010154, icir 0.203939, ric -0.004231, ricir -0.042533, prec@10 0.572016, prec@30 0.558573, test_mae 0.023901, test_rmse 0.038235, test_mape 199.784836, test_acc 0.239044
Epoch 176, train_loss 0.001060, train_ic 0.059868, train_icir 0.702454, train_ric 0.025578, train_ricir 0.288981, train_mae 0.033772, train_rmse 0.038205, train_mape 110.248055, train_acc 0.319168, valid_loss 0.0008531669, valid_ic 0.016141, valid_icir 0.428993, valid_ric -0.002638, valid_ricir -0.066859, valid_prec@10 0.583197, valid_prec@30 0.567623, valid_mae 0.014407, valid_rmse 0.024907, valid_mape 152.316330, valid_acc 0.385569, test_loss 0.001235, ic 0.010893, icir 0.298001, ric 0.003120, ricir 0.065852, prec@10 0.571605, prec@30 0.562003, test_mae 0.021254, test_rmse 0.036115, test_mape 151.774872, test_acc 0.312970
Epoch 177, train_loss 0.001044, train_ic 0.057266, train_icir 0.606003, train_ric 0.052834, train_ricir 0.492989, train_mae 0.050855, train_rmse 0.058960, train_mape 175.074905, train_acc 0.121293, valid_loss 0.0011011477, valid_ic 0.012856, valid_icir 0.264751, valid_ric 0.017758, valid_ricir 0.216941, valid_prec@10 0.578279, valid_prec@30 0.572814, valid_mae 0.018099, valid_rmse 0.026351, valid_mape 320.541016, valid_acc 0.608234, test_loss 0.001510, ic 0.004651, icir 0.102171, ric 0.016768, ricir 0.173252, prec@10 0.563374, prec@30 0.549657, test_mae 0.020043, test_rmse 0.034255, test_mape 236.329788, test_acc 0.710049
Epoch 178, train_loss 0.001053, train_ic 0.049309, train_icir 0.568335, train_ric 0.045614, train_ricir 0.458178, train_mae 0.015008, train_rmse 0.022108, train_mape 198.868637, train_acc 0.682160, valid_loss 0.0011570184, valid_ic 0.011653, valid_icir 0.288015, valid_ric 0.016175, valid_ricir 0.305565, valid_prec@10 0.571721, valid_prec@30 0.569536, valid_mae 0.023132, valid_rmse 0.032198, valid_mape 356.017487, valid_acc 0.343958, test_loss 0.001572, ic 0.006547, icir 0.197375, ric 0.012406, ricir 0.219713, prec@10 0.550617, prec@30 0.546091, test_mae 0.029853, test_rmse 0.042424, test_mape 295.519196, test_acc 0.234174
Epoch 179, train_loss 0.001047, train_ic 0.062526, train_icir 0.656000, train_ric 0.017308, train_ricir 0.169291, train_mae 0.052652, train_rmse 0.061406, train_mape 109.129417, train_acc 0.505533, valid_loss 0.0008369688, valid_ic 0.017238, valid_icir 0.344327, valid_ric -0.010589, valid_ricir -0.188760, valid_prec@10 0.579098, valid_prec@30 0.534563, valid_mae 0.013112, valid_rmse 0.023585, valid_mape 134.626678, valid_acc 0.569721, test_loss 0.001206, ic 0.012840, icir 0.270401, ric -0.005178, ricir -0.071216, prec@10 0.589300, prec@30 0.554595, test_mae 0.018761, test_rmse 0.034561, test_mape 139.852081, test_acc 0.564409
Epoch 180, train_loss 0.001039, train_ic 0.063031, train_icir 0.743092, train_ric 0.049210, train_ricir 0.539685, train_mae 0.014213, train_rmse 0.020317, train_mape 196.689026, train_acc 0.437804, valid_loss 0.0008981275, valid_ic 0.017515, valid_icir 0.451245, valid_ric 0.014435, valid_ricir 0.270019, valid_prec@10 0.578689, valid_prec@30 0.552049, valid_mae 0.016402, valid_rmse 0.026273, valid_mape 206.758377, valid_acc 0.339531, test_loss 0.001259, ic 0.012390, icir 0.345386, ric 0.017739, ricir 0.305929, prec@10 0.567078, prec@30 0.557888, test_mae 0.023716, test_rmse 0.037708, test_mape 195.723907, test_acc 0.249668
Epoch 181, train_loss 0.001061, train_ic 0.057388, train_icir 0.652908, train_ric 0.023260, train_ricir 0.247088, train_mae 0.024006, train_rmse 0.030852, train_mape 139.410324, train_acc 0.724214, valid_loss 0.0010979639, valid_ic 0.018624, valid_icir 0.528567, valid_ric 0.004071, valid_ricir 0.087148, valid_prec@10 0.577869, valid_prec@30 0.564617, valid_mae 0.023312, valid_rmse 0.031633, valid_mape 365.981232, valid_acc 0.331120, test_loss 0.001444, ic 0.011983, icir 0.341037, ric 0.009075, ricir 0.177853, prec@10 0.558025, prec@30 0.564335, test_mae 0.030084, test_rmse 0.042267, test_mape 299.920929, test_acc 0.221337
Epoch 182, train_loss 0.001054, train_ic 0.065573, train_icir 0.706251, train_ric 0.051175, train_ricir 0.509806, train_mae 0.014143, train_rmse 0.021278, train_mape 151.807938, train_acc 0.605578, valid_loss 0.0008935534, valid_ic 0.017957, valid_icir 0.410746, valid_ric 0.015818, valid_ricir 0.224725, valid_prec@10 0.593033, valid_prec@30 0.578005, valid_mae 0.014193, valid_rmse 0.023728, valid_mape 202.352142, valid_acc 0.608676, test_loss 0.001274, ic 0.009520, icir 0.258972, ric 0.020345, ricir 0.283661, prec@10 0.562551, prec@30 0.560219, test_mae 0.017818, test_rmse 0.033525, test_mape 173.880249, test_acc 0.691014
Epoch 183, train_loss 0.001048, train_ic 0.069402, train_icir 0.765272, train_ric 0.046080, train_ricir 0.453672, train_mae 0.035475, train_rmse 0.042421, train_mape 105.073044, train_acc 0.554228, valid_loss 0.0008343831, valid_ic 0.019739, valid_icir 0.533821, valid_ric 0.009658, valid_ricir 0.175638, valid_prec@10 0.587295, valid_prec@30 0.556967, valid_mae 0.013898, valid_rmse 0.024160, valid_mape 138.873520, valid_acc 0.397078, test_loss 0.001191, ic 0.014124, icir 0.397632, ric 0.011132, ricir 0.153359, prec@10 0.571605, prec@30 0.562277, test_mae 0.020002, test_rmse 0.035054, test_mape 156.812073, test_acc 0.385126
Epoch 184, train_loss 0.001037, train_ic 0.046812, train_icir 0.435645, train_ric 0.004950, train_ricir 0.040673, train_mae 0.016032, train_rmse 0.022297, train_mape 204.666306, train_acc 0.496237, valid_loss 0.0009530650, valid_ic 0.015017, valid_icir 0.287251, valid_ric -0.015151, valid_ricir -0.188163, valid_prec@10 0.567213, valid_prec@30 0.541257, valid_mae 0.018775, valid_rmse 0.027884, valid_mape 245.313339, valid_acc 0.347499, test_loss 0.001323, ic 0.017003, icir 0.289040, ric -0.006614, ricir -0.061162, prec@10 0.589300, prec@30 0.540466, test_mae 0.025235, test_rmse 0.038336, test_mape 224.764343, test_acc 0.292165
Epoch 185, train_loss 0.001062, train_ic 0.063003, train_icir 0.654270, train_ric 0.027533, train_ricir 0.243802, train_mae 0.012529, train_rmse 0.018983, train_mape 144.278793, train_acc 0.496237, valid_loss 0.0008702597, valid_ic 0.016924, valid_icir 0.382409, valid_ric -0.008797, valid_ricir -0.140681, valid_prec@10 0.561066, valid_prec@30 0.530601, valid_mae 0.014945, valid_rmse 0.024918, valid_mape 163.084473, valid_acc 0.392652, test_loss 0.001233, ic 0.017244, icir 0.373084, ric 0.002362, ricir 0.029351, prec@10 0.581070, prec@30 0.555556, test_mae 0.022033, test_rmse 0.036376, test_mape 172.858719, test_acc 0.344400
Epoch 186, train_loss 0.001041, train_ic 0.065701, train_icir 0.736153, train_ric 0.038365, train_ricir 0.386981, train_mae 0.025401, train_rmse 0.036708, train_mape 122.005699, train_acc 0.418769, valid_loss 0.0008251214, valid_ic 0.016191, valid_icir 0.446615, valid_ric 0.009388, valid_ricir 0.170393, valid_prec@10 0.573361, valid_prec@30 0.559699, valid_mae 0.013283, valid_rmse 0.023890, valid_mape 128.412949, valid_acc 0.486941, test_loss 0.001192, ic 0.012075, icir 0.370496, ric 0.010998, ricir 0.173050, prec@10 0.575720, prec@30 0.556241, test_mae 0.019128, test_rmse 0.034129, test_mape 129.139771, test_acc 0.413015
Epoch 187, train_loss 0.001045, train_ic 0.065958, train_icir 0.719286, train_ric 0.028001, train_ricir 0.268876, train_mae 0.031219, train_rmse 0.042366, train_mape 124.317535, train_acc 0.516600, valid_loss 0.0008431464, valid_ic 0.019962, valid_icir 0.508616, valid_ric 0.001021, valid_ricir 0.020009, valid_prec@10 0.569672, valid_prec@30 0.560383, valid_mae 0.013569, valid_rmse 0.024296, valid_mape 147.447144, valid_acc 0.518814, test_loss 0.001213, ic 0.015489, icir 0.393946, ric 0.007674, ricir 0.119769, prec@10 0.570370, prec@30 0.564060, test_mae 0.019105, test_rmse 0.034529, test_mape 139.254456, test_acc 0.545374
Epoch 188, train_loss 0.001031, train_ic 0.065224, train_icir 0.676367, train_ric 0.028067, train_ricir 0.257845, train_mae 0.017150, train_rmse 0.024036, train_mape 122.129265, train_acc 0.498008, valid_loss 0.0008687355, valid_ic 0.019793, valid_icir 0.502678, valid_ric 0.001864, valid_ricir 0.033289, valid_prec@10 0.574180, valid_prec@30 0.561749, valid_mae 0.015955, valid_rmse 0.025638, valid_mape 183.996964, valid_acc 0.350155, test_loss 0.001219, ic 0.014910, icir 0.372117, ric 0.004489, ricir 0.058725, prec@10 0.586831, prec@30 0.560494, test_mae 0.021859, test_rmse 0.035850, test_mape 173.387711, test_acc 0.312970
Epoch 189, train_loss 0.001050, train_ic 0.053699, train_icir 0.550716, train_ric 0.021784, train_ricir 0.192419, train_mae 0.016080, train_rmse 0.021772, train_mape 170.639786, train_acc 0.399292, valid_loss 0.0009031271, valid_ic 0.016322, valid_icir 0.401159, valid_ric 0.001037, valid_ricir 0.013013, valid_prec@10 0.552459, valid_prec@30 0.543306, valid_mae 0.014399, valid_rmse 0.024119, valid_mape 235.516266, valid_acc 0.609562, test_loss 0.001291, ic 0.015643, icir 0.376800, ric 0.005266, ricir 0.056034, prec@10 0.572428, prec@30 0.550617, test_mae 0.016965, test_rmse 0.032128, test_mape 166.103943, test_acc 0.691899
Epoch 190, train_loss 0.001049, train_ic 0.046628, train_icir 0.413579, train_ric 0.043033, train_ricir 0.342155, train_mae 0.048740, train_rmse 0.057412, train_mape 440.990540, train_acc 0.168659, valid_loss 0.0017766498, valid_ic 0.004941, valid_icir 0.071919, valid_ric 0.001504, valid_ricir 0.015571, valid_prec@10 0.576230, valid_prec@30 0.566257, valid_mae 0.033003, valid_rmse 0.041707, valid_mape 615.045715, valid_acc 0.328464, test_loss 0.002350, ic 0.000916, icir 0.011683, ric 0.005984, ricir 0.048111, prec@10 0.556379, prec@30 0.558985, test_mae 0.043475, test_rmse 0.056485, test_mape 511.055817, test_acc 0.216025
Epoch 191, train_loss 0.001040, train_ic 0.076312, train_icir 0.799299, train_ric 0.058831, train_ricir 0.525714, train_mae 0.016191, train_rmse 0.023240, train_mape 257.878815, train_acc 0.319168, valid_loss 0.0009055877, valid_ic 0.017592, valid_icir 0.389985, valid_ric 0.009587, valid_ricir 0.138663, valid_prec@10 0.578689, valid_prec@30 0.547268, valid_mae 0.017734, valid_rmse 0.027049, valid_mape 232.457565, valid_acc 0.326251, test_loss 0.001252, ic 0.013553, icir 0.387908, ric 0.012351, ricir 0.165681, prec@10 0.576955, prec@30 0.558299, test_mae 0.024246, test_rmse 0.037349, test_mape 201.123383, test_acc 0.237273
Epoch 192, train_loss 0.001037, train_ic 0.067574, train_icir 0.781373, train_ric 0.037210, train_ricir 0.420108, train_mae 0.047524, train_rmse 0.054710, train_mape 100.290535, train_acc 0.642762, valid_loss 0.0008274178, valid_ic 0.017385, valid_icir 0.437489, valid_ric 0.006504, valid_ricir 0.132482, valid_prec@10 0.588525, valid_prec@30 0.563251, valid_mae 0.013770, valid_rmse 0.024249, valid_mape 134.162857, valid_acc 0.424967, test_loss 0.001186, ic 0.011967, icir 0.341493, ric 0.008405, ricir 0.173708, prec@10 0.577778, prec@30 0.568999, test_mae 0.019804, test_rmse 0.034411, test_mape 132.162735, test_acc 0.389996
Epoch 193, train_loss 0.001037, train_ic 0.072224, train_icir 0.787260, train_ric 0.049209, train_ricir 0.458904, train_mae 0.021814, train_rmse 0.029677, train_mape 253.283386, train_acc 0.519256, valid_loss 0.0009485532, valid_ic 0.020757, valid_icir 0.518379, valid_ric 0.010152, valid_ricir 0.139475, valid_prec@10 0.584836, valid_prec@30 0.558607, valid_mae 0.015140, valid_rmse 0.023990, valid_mape 259.870636, valid_acc 0.605135, test_loss 0.001321, ic 0.014137, icir 0.402871, ric 0.013565, ricir 0.151697, prec@10 0.569136, prec@30 0.560357, test_mae 0.017173, test_rmse 0.031760, test_mape 183.067764, test_acc 0.711377
Epoch 194, train_loss 0.001025, train_ic 0.067058, train_icir 0.715134, train_ric 0.045778, train_ricir 0.440839, train_mae 0.017781, train_rmse 0.023896, train_mape 114.036156, train_acc 0.444002, valid_loss 0.0008530631, valid_ic 0.012793, valid_icir 0.261301, valid_ric -0.002562, valid_ricir -0.040135, valid_prec@10 0.593033, valid_prec@30 0.554645, valid_mae 0.013610, valid_rmse 0.024330, valid_mape 133.310455, valid_acc 0.501992, test_loss 0.001236, ic 0.009430, icir 0.233635, ric 0.005003, ricir 0.072547, prec@10 0.586420, prec@30 0.560082, test_mae 0.020943, test_rmse 0.035815, test_mape 154.772903, test_acc 0.377158
Epoch 195, train_loss 0.001045, train_ic 0.055814, train_icir 0.537210, train_ric 0.016364, train_ricir 0.137421, train_mae 0.011430, train_rmse 0.017416, train_mape 140.410568, train_acc 0.757415, valid_loss 0.0009193800, valid_ic 0.017466, valid_icir 0.344974, valid_ric -0.005948, valid_ricir -0.075039, valid_prec@10 0.569672, valid_prec@30 0.539481, valid_mae 0.014595, valid_rmse 0.023679, valid_mape 236.027771, valid_acc 0.589641, test_loss 0.001285, ic 0.013691, icir 0.252697, ric -0.004405, ricir -0.040903, prec@10 0.579012, prec@30 0.549246, test_mae 0.016767, test_rmse 0.032254, test_mape 165.932144, test_acc 0.702966
