Dataset:  CSI
Radom seed: 1234
GPU: 7
Learning rate: 0.001
Loss: MaskedMSELoss

---------- GRU ----------
{
    "epochs": 200,
    "lookback_length": 16,
    "steps": 1,
    "lr": 0.0001,
    "clip_grad": 3.0,
    "data_args": {
        "dataset": "CSI",
        "batch_size": 1,
        "shuffle_train": true,
        "n_jobs": 4,
        "valid_year": 2022,
        "test_year": 2023,
        "window": 32,
        "steps": 1
    },
    "early_stop": 20,
    "runner": "csi",
    "loss": "mse",
    "model_args": {
        "d_feat": 1,
        "hidden_size": 64,
        "num_layers": 2,
        "dropout": 0.1
    }
}
Epoch 128, train_loss 0.001550, train_ic 0.006495, train_icir 0.076116, train_ric 0.012506, train_ricir 0.115268, train_mae 0.030029, train_rmse 0.036417, train_mape 519.527466, train_acc 0.718707, valid_loss 0.0028994401, valid_ic 0.007758, valid_icir 0.152051, valid_ric 0.020999, valid_ricir 0.198795, valid_mae 0.043101, valid_rmse 0.051632, valid_mape 765.649963, valid_acc 0.298891, test_loss 0.002385, ic -0.003230, icir -0.055102, ric 0.011929, ricir 0.116903, prec@10 0.439256, prec@30 0.449311, test_mae 0.050974, test_rmse 0.058684, test_mape 660.691284, test_acc 0.164270
Epoch 129, train_loss 0.001913, train_ic -0.002271, train_icir -0.040935, train_ric -0.000742, train_ricir -0.009972, train_mae 0.030383, train_rmse 0.041239, train_mape 406.590118, train_acc 0.474930, valid_loss 0.0028162768, valid_ic -0.002163, valid_icir -0.058079, valid_ric 0.004652, valid_ricir 0.079085, valid_mae 0.034011, valid_rmse 0.046701, valid_mape 580.527710, valid_acc 0.352095, test_loss 0.002151, ic -0.007958, icir -0.245861, ric -0.005070, ricir -0.090975, prec@10 0.456612, prec@30 0.452342, test_mae 0.041645, test_rmse 0.051457, test_mape 534.264099, test_acc 0.227103
Epoch 130, train_loss 0.002668, train_ic -0.014906, train_icir -0.197380, train_ric 0.011507, train_ricir 0.129110, train_mae 0.035209, train_rmse 0.041573, train_mape 582.212341, train_acc 0.696332, valid_loss 0.0042378237, valid_ic -0.002410, valid_icir -0.056595, valid_ric 0.010540, valid_ricir 0.140620, valid_mae 0.051327, valid_rmse 0.061986, valid_mape 889.578735, valid_acc 0.296836, test_loss 0.003441, ic -0.008191, icir -0.172330, ric 0.001551, ricir 0.021653, prec@10 0.439256, prec@30 0.454821, test_mae 0.065547, test_rmse 0.072513, test_mape 905.144043, test_acc 0.170376
Epoch 131, train_loss 0.002676, train_ic -0.007340, train_icir -0.124677, train_ric -0.012919, train_ricir -0.179604, train_mae 0.049822, train_rmse 0.057596, train_mape 959.481079, train_acc 0.316061, valid_loss 0.0039528291, valid_ic -0.007117, valid_icir -0.117265, valid_ric -0.012146, valid_ricir -0.163923, valid_mae 0.051547, valid_rmse 0.061886, valid_mape 914.691284, valid_acc 0.298480, test_loss 0.003370, ic -0.011411, icir -0.232132, ric -0.018620, ricir -0.305979, prec@10 0.442149, prec@30 0.450000, test_mae 0.059942, test_rmse 0.069436, test_mape 866.708069, test_acc 0.220012
Epoch 132, train_loss 0.005459, train_ic -0.016524, train_icir -0.170422, train_ric 0.016793, train_ricir 0.154937, train_mae 0.069874, train_rmse 0.095360, train_mape 27444.031250, train_acc 0.345229, valid_loss 0.0064254325, valid_ic -0.001265, valid_icir -0.019081, valid_ric 0.010637, valid_ricir 0.101306, valid_mae 0.053757, valid_rmse 0.071958, valid_mape 928.316406, valid_acc 0.335251, test_loss 0.005066, ic -0.000283, icir -0.004289, ric 0.008965, ricir 0.098652, prec@10 0.433058, prec@30 0.461983, test_mae 0.068617, test_rmse 0.081216, test_mape 1056.155151, test_acc 0.229663
Epoch 133, train_loss 0.004610, train_ic -0.017935, train_icir -0.165486, train_ric 0.031513, train_ricir 0.274015, train_mae 0.070196, train_rmse 0.086176, train_mape 808.242676, train_acc 0.177866, valid_loss 0.0041285398, valid_ic 0.001772, valid_icir 0.023997, valid_ric 0.030524, valid_ricir 0.328936, valid_mae 0.032951, valid_rmse 0.050499, valid_mape 571.521851, valid_acc 0.494659, test_loss 0.002940, ic -0.003182, icir -0.044663, ric 0.022543, ricir 0.277613, prec@10 0.461157, prec@30 0.475482, test_mae 0.043105, test_rmse 0.057189, test_mape 620.759705, test_acc 0.323813
Epoch 134, train_loss 0.004332, train_ic -0.017543, train_icir -0.172273, train_ric 0.029954, train_ricir 0.275011, train_mae 0.056817, train_rmse 0.080020, train_mape 337.307678, train_acc 0.424865, valid_loss 0.0049696635, valid_ic 0.002549, valid_icir 0.036596, valid_ric 0.032077, valid_ricir 0.366382, valid_mae 0.037195, valid_rmse 0.055638, valid_mape 669.871521, valid_acc 0.501849, test_loss 0.003550, ic -0.002245, icir -0.032318, ric 0.026635, ricir 0.327331, prec@10 0.439256, prec@30 0.447796, test_mae 0.047867, test_rmse 0.062584, test_mape 715.129211, test_acc 0.319677
Epoch 135, train_loss 0.004359, train_ic -0.014532, train_icir -0.180609, train_ric 0.018356, train_ricir 0.220165, train_mae 0.042331, train_rmse 0.053302, train_mape 1006.801025, train_acc 0.405079, valid_loss 0.0047969488, valid_ic 0.003636, valid_icir 0.057088, valid_ric 0.027226, valid_ricir 0.359513, valid_mae 0.044926, valid_rmse 0.060696, valid_mape 853.844177, valid_acc 0.426459, test_loss 0.003882, ic -0.000286, icir -0.004686, ric 0.023615, ricir 0.343405, prec@10 0.465289, prec@30 0.482507, test_mae 0.059267, test_rmse 0.072763, test_mape 835.943420, test_acc 0.240693
Epoch 136, train_loss 0.004430, train_ic -0.018427, train_icir -0.182482, train_ric 0.025014, train_ricir 0.233601, train_mae 0.058233, train_rmse 0.068590, train_mape 668.057007, train_acc 0.156656, valid_loss 0.0049466551, valid_ic 0.001836, valid_icir 0.025718, valid_ric 0.030214, valid_ricir 0.337638, valid_mae 0.047395, valid_rmse 0.060187, valid_mape 893.003357, valid_acc 0.382498, test_loss 0.004036, ic -0.006814, icir -0.096904, ric 0.019061, ricir 0.236388, prec@10 0.423140, prec@30 0.448347, test_mae 0.066616, test_rmse 0.077104, test_mape 968.301758, test_acc 0.206618
Epoch 137, train_loss 0.003552, train_ic -0.019143, train_icir -0.197045, train_ric 0.025082, train_ricir 0.238072, train_mae 0.061818, train_rmse 0.070236, train_mape 1216.517700, train_acc 0.252286, valid_loss 0.0052764132, valid_ic -0.006476, valid_icir -0.083962, valid_ric 0.016417, valid_ricir 0.175091, valid_mae 0.051947, valid_rmse 0.063454, valid_mape 894.558899, valid_acc 0.308751, test_loss 0.004338, ic -0.008586, icir -0.124782, ric 0.007568, ricir 0.095858, prec@10 0.457025, prec@30 0.458953, test_mae 0.068596, test_rmse 0.077199, test_mape 991.010254, test_acc 0.207800
Epoch 138, train_loss 0.003486, train_ic -0.015835, train_icir -0.187517, train_ric 0.020525, train_ricir 0.230526, train_mae 0.054431, train_rmse 0.063317, train_mape 569.532532, train_acc 0.757978, valid_loss 0.0050426669, valid_ic -0.004807, valid_icir -0.068810, valid_ric 0.013047, valid_ricir 0.165607, valid_mae 0.049225, valid_rmse 0.060950, valid_mape 867.378601, valid_acc 0.329499, test_loss 0.004058, ic -0.010034, icir -0.157212, ric 0.001715, ricir 0.026144, prec@10 0.464876, prec@30 0.470248, test_mae 0.064037, test_rmse 0.073510, test_mape 910.423401, test_acc 0.224148
Epoch 139, train_loss 0.004022, train_ic -0.019014, train_icir -0.194677, train_ric 0.023812, train_ricir 0.214623, train_mae 0.058236, train_rmse 0.065735, train_mape 1053.496216, train_acc 0.250205, valid_loss 0.0044958227, valid_ic -0.007905, valid_icir -0.095799, valid_ric 0.014365, valid_ricir 0.139573, valid_mae 0.044202, valid_rmse 0.056893, valid_mape 771.494385, valid_acc 0.303821, test_loss 0.003514, ic -0.011828, icir -0.161938, ric 0.004547, ricir 0.050808, prec@10 0.443388, prec@30 0.454683, test_mae 0.059055, test_rmse 0.067692, test_mape 859.815979, test_acc 0.232027
Epoch 140, train_loss 0.003876, train_ic -0.019206, train_icir -0.198381, train_ric 0.023393, train_ricir 0.222241, train_mae 0.048065, train_rmse 0.054491, train_mape 910.251404, train_acc 0.626456, valid_loss 0.0051834308, valid_ic -0.002617, valid_icir -0.034923, valid_ric 0.020263, valid_ricir 0.208916, valid_mae 0.051049, valid_rmse 0.062402, valid_mape 906.362427, valid_acc 0.301972, test_loss 0.004241, ic -0.005382, icir -0.077462, ric 0.014761, ricir 0.179828, prec@10 0.441736, prec@30 0.457713, test_mae 0.069016, test_rmse 0.077206, test_mape 1019.750488, test_acc 0.193027
Epoch 141, train_loss 0.003757, train_ic -0.016119, train_icir -0.173220, train_ric 0.024561, train_ricir 0.241987, train_mae 0.052259, train_rmse 0.070488, train_mape 580.471375, train_acc 0.482387, valid_loss 0.0055668090, valid_ic 0.001993, valid_icir 0.032361, valid_ric 0.026547, valid_ricir 0.309533, valid_mae 0.049897, valid_rmse 0.065483, valid_mape 928.441528, valid_acc 0.323131, test_loss 0.004500, ic -0.004277, icir -0.068617, ric 0.016613, ricir 0.220343, prec@10 0.454959, prec@30 0.459780, test_mae 0.066522, test_rmse 0.078522, test_mape 987.846008, test_acc 0.194800
Epoch 142, train_loss 0.004255, train_ic -0.012920, train_icir -0.163643, train_ric 0.015607, train_ricir 0.190331, train_mae 0.067182, train_rmse 0.076304, train_mape 405.944641, train_acc 0.192798, valid_loss 0.0072297462, valid_ic -0.004545, valid_icir -0.057908, valid_ric 0.010171, valid_ricir 0.131061, valid_mae 0.063163, valid_rmse 0.075089, valid_mape 1170.565796, valid_acc 0.297247, test_loss 0.006287, ic -0.011886, icir -0.185283, ric -0.001633, ricir -0.026550, prec@10 0.428512, prec@30 0.453306, test_mae 0.079444, test_rmse 0.091304, test_mape 1162.916382, test_acc 0.234981
Epoch 143, train_loss 0.003848, train_ic -0.011165, train_icir -0.128736, train_ric 0.021519, train_ricir 0.237420, train_mae 0.041104, train_rmse 0.057927, train_mape 232.004425, train_acc 0.881646, valid_loss 0.0074465414, valid_ic -0.000036, valid_icir -0.000512, valid_ric 0.018823, valid_ricir 0.224416, valid_mae 0.066417, valid_rmse 0.078790, valid_mape 1231.244141, valid_acc 0.293961, test_loss 0.006580, ic -0.004553, icir -0.073502, ric 0.012759, ricir 0.193604, prec@10 0.432231, prec@30 0.442562, test_mae 0.081755, test_rmse 0.090251, test_mape 1229.420410, test_acc 0.196376
Epoch 144, train_loss 0.004425, train_ic -0.011306, train_icir -0.137893, train_ric 0.017521, train_ricir 0.200727, train_mae 0.074663, train_rmse 0.083768, train_mape 1729.662354, train_acc 0.459450, valid_loss 0.0085882062, valid_ic -0.002725, valid_icir -0.038372, valid_ric 0.016676, valid_ricir 0.218396, valid_mae 0.071989, valid_rmse 0.084002, valid_mape 1337.596924, valid_acc 0.309367, test_loss 0.007995, ic -0.009972, icir -0.160471, ric 0.005883, ricir 0.090648, prec@10 0.453306, prec@30 0.456474, test_mae 0.090672, test_rmse 0.101402, test_mape 1351.152344, test_acc 0.205830
Epoch 145, train_loss 0.004176, train_ic -0.009721, train_icir -0.118269, train_ric 0.016046, train_ricir 0.184627, train_mae 0.073647, train_rmse 0.080749, train_mape 1624.368896, train_acc 0.397935, valid_loss 0.0104682570, valid_ic -0.000389, valid_icir -0.006428, valid_ric 0.014887, valid_ricir 0.196525, valid_mae 0.083291, valid_rmse 0.095491, valid_mape 1562.262695, valid_acc 0.297453, test_loss 0.009797, ic -0.008319, icir -0.141591, ric 0.002392, ricir 0.036255, prec@10 0.466942, prec@30 0.464463, test_mae 0.102838, test_rmse 0.112623, test_mape 1491.170166, test_acc 0.181209
Epoch 146, train_loss 0.003072, train_ic -0.012350, train_icir -0.147675, train_ric 0.020276, train_ricir 0.230531, train_mae 0.049619, train_rmse 0.064845, train_mape 830.142212, train_acc 0.439217, valid_loss 0.0044174110, valid_ic 0.000235, valid_icir 0.003754, valid_ric 0.020245, valid_ricir 0.258476, valid_mae 0.046670, valid_rmse 0.058364, valid_mape 836.657593, valid_acc 0.306902, test_loss 0.003782, ic -0.008085, icir -0.132384, ric 0.007952, ricir 0.114284, prec@10 0.454959, prec@30 0.458402, test_mae 0.064227, test_rmse 0.073782, test_mape 886.277649, test_acc 0.183376
Epoch 147, train_loss 0.003098, train_ic -0.012803, train_icir -0.160025, train_ric 0.017836, train_ricir 0.210459, train_mae 0.080056, train_rmse 0.088028, train_mape 1153.886353, train_acc 0.550810, valid_loss 0.0073945111, valid_ic -0.002247, valid_icir -0.039540, valid_ric 0.014368, valid_ricir 0.200869, valid_mae 0.072707, valid_rmse 0.081889, valid_mape 1321.359131, valid_acc 0.296836, test_loss 0.006711, ic -0.007989, icir -0.144315, ric 0.002707, ricir 0.043835, prec@10 0.461983, prec@30 0.461433, test_mae 0.089646, test_rmse 0.096527, test_mape 1298.615601, test_acc 0.179240
Epoch 148, train_loss 0.003137, train_ic -0.009550, train_icir -0.111386, train_ric 0.020415, train_ricir 0.221153, train_mae 0.106673, train_rmse 0.124597, train_mape 1272.737305, train_acc 0.309614, valid_loss 0.0105748901, valid_ic 0.000607, valid_icir 0.009983, valid_ric 0.020445, valid_ricir 0.264773, valid_mae 0.082159, valid_rmse 0.095817, valid_mape 1569.884155, valid_acc 0.311011, test_loss 0.010065, ic -0.006841, icir -0.115734, ric 0.011788, ricir 0.171822, prec@10 0.446694, prec@30 0.443939, test_mae 0.100884, test_rmse 0.111947, test_mape 1522.264893, test_acc 0.180028
Epoch 149, train_loss 0.004664, train_ic -0.008205, train_icir -0.094870, train_ric 0.020351, train_ricir 0.216361, train_mae 0.054721, train_rmse 0.067322, train_mape 1300.532471, train_acc 0.453830, valid_loss 0.0055150366, valid_ic 0.002858, valid_icir 0.046789, valid_ric 0.022016, valid_ricir 0.279481, valid_mae 0.049079, valid_rmse 0.063644, valid_mape 922.185120, valid_acc 0.390715, test_loss 0.005033, ic -0.006396, icir -0.107474, ric 0.010376, ricir 0.141668, prec@10 0.465702, prec@30 0.455234, test_mae 0.065795, test_rmse 0.079928, test_mape 936.944214, test_acc 0.230057
Epoch 150, train_loss 0.003512, train_ic -0.011144, train_icir -0.128289, train_ric 0.021502, train_ricir 0.239550, train_mae 0.078070, train_rmse 0.091656, train_mape 1069.697388, train_acc 0.354350, valid_loss 0.0079082588, valid_ic -0.001850, valid_icir -0.024856, valid_ric 0.019182, valid_ricir 0.239303, valid_mae 0.070614, valid_rmse 0.080537, valid_mape 1315.554077, valid_acc 0.296426, test_loss 0.007313, ic -0.007945, icir -0.120597, ric 0.007566, ricir 0.111610, prec@10 0.454545, prec@30 0.459229, test_mae 0.090291, test_rmse 0.098811, test_mape 1270.545776, test_acc 0.181997
Epoch 151, train_loss 0.003366, train_ic -0.009125, train_icir -0.112483, train_ric 0.017286, train_ricir 0.202255, train_mae 0.056312, train_rmse 0.068341, train_mape 555.683960, train_acc 0.814098, valid_loss 0.0092405972, valid_ic 0.006410, valid_icir 0.106317, valid_ric 0.023172, valid_ricir 0.291547, valid_mae 0.074253, valid_rmse 0.088969, valid_mape 1442.092163, valid_acc 0.320666, test_loss 0.008717, ic -0.004019, icir -0.071037, ric 0.012111, ricir 0.169805, prec@10 0.457025, prec@30 0.463361, test_mae 0.092499, test_rmse 0.104933, test_mape 1387.919800, test_acc 0.177467
Epoch 152, train_loss 0.003455, train_ic -0.005818, train_icir -0.069438, train_ric 0.015060, train_ricir 0.162046, train_mae 0.074227, train_rmse 0.092853, train_mape 1090.747559, train_acc 0.734493, valid_loss 0.0137742955, valid_ic 0.006727, valid_icir 0.101074, valid_ric 0.021825, valid_ricir 0.235573, valid_mae 0.093513, valid_rmse 0.109918, valid_mape 1870.262939, valid_acc 0.359080, test_loss 0.013273, ic -0.007515, icir -0.111959, ric 0.008346, ricir 0.096510, prec@10 0.424793, prec@30 0.455234, test_mae 0.111871, test_rmse 0.126544, test_mape 1629.107422, test_acc 0.175694
Epoch 153, train_loss 0.002986, train_ic -0.010751, train_icir -0.138180, train_ric 0.017777, train_ricir 0.219429, train_mae 0.058860, train_rmse 0.082483, train_mape 773.779297, train_acc 0.586966, valid_loss 0.0064800961, valid_ic 0.003811, valid_icir 0.066373, valid_ric 0.021129, valid_ricir 0.288841, valid_mae 0.053549, valid_rmse 0.068028, valid_mape 1035.806763, valid_acc 0.367913, test_loss 0.005616, ic -0.002899, icir -0.052565, ric 0.014457, ricir 0.219885, prec@10 0.453306, prec@30 0.474931, test_mae 0.069524, test_rmse 0.083348, test_mape 1031.041138, test_acc 0.224936
Epoch 154, train_loss 0.002995, train_ic -0.009496, train_icir -0.112240, train_ric 0.016680, train_ricir 0.185029, train_mae 0.082280, train_rmse 0.096651, train_mape 1675.680786, train_acc 0.589149, valid_loss 0.0119657860, valid_ic 0.005591, valid_icir 0.087738, valid_ric 0.021428, valid_ricir 0.258194, valid_mae 0.090842, valid_rmse 0.103261, valid_mape 1799.833130, valid_acc 0.340592, test_loss 0.011481, ic -0.008144, icir -0.125632, ric 0.008942, ricir 0.116722, prec@10 0.459917, prec@30 0.506198, test_mae 0.109148, test_rmse 0.119655, test_mape 1622.828247, test_acc 0.165058
Epoch 155, train_loss 0.002719, train_ic -0.011008, train_icir -0.163795, train_ric 0.009370, train_ricir 0.144666, train_mae 0.064196, train_rmse 0.076681, train_mape 1030.914062, train_acc 0.329651, valid_loss 0.0061563749, valid_ic -0.007408, valid_icir -0.113387, valid_ric 0.002747, valid_ricir 0.039419, valid_mae 0.064342, valid_rmse 0.074736, valid_mape 1175.735718, valid_acc 0.297247, test_loss 0.005535, ic -0.013035, icir -0.227723, ric -0.009456, ricir -0.163586, prec@10 0.458264, prec@30 0.461433, test_mae 0.076750, test_rmse 0.085172, test_mape 1069.459961, test_acc 0.201300
Epoch 156, train_loss 0.003050, train_ic -0.009308, train_icir -0.097108, train_ric 0.019537, train_ricir 0.191470, train_mae 0.051568, train_rmse 0.068401, train_mape 1259.012573, train_acc 0.419804, valid_loss 0.0086757612, valid_ic 0.010571, valid_icir 0.117927, valid_ric 0.030489, valid_ricir 0.278385, valid_mae 0.057547, valid_rmse 0.086438, valid_mape 1151.270142, valid_acc 0.430772, test_loss 0.007972, ic 0.005915, icir 0.083900, ric 0.023950, ricir 0.252372, prec@10 0.457851, prec@30 0.461708, test_mae 0.072979, test_rmse 0.097093, test_mape 1181.844727, test_acc 0.220209
Epoch 157, train_loss 0.003839, train_ic -0.011209, train_icir -0.133452, train_ric 0.017655, train_ricir 0.186503, train_mae 0.062876, train_rmse 0.073069, train_mape 1550.051880, train_acc 0.371141, valid_loss 0.0067891536, valid_ic 0.004599, valid_icir 0.075788, valid_ric 0.026083, valid_ricir 0.290821, valid_mae 0.059350, valid_rmse 0.076183, valid_mape 1171.404663, valid_acc 0.395440, test_loss 0.006047, ic -0.005019, icir -0.084491, ric 0.015207, ricir 0.180970, prec@10 0.455372, prec@30 0.461983, test_mae 0.075256, test_rmse 0.089947, test_mape 1098.108398, test_acc 0.226709
Epoch 158, train_loss 0.003941, train_ic -0.011807, train_icir -0.152382, train_ric 0.021140, train_ricir 0.258695, train_mae 0.075165, train_rmse 0.083746, train_mape 1695.622070, train_acc 0.174088, valid_loss 0.0071975517, valid_ic -0.000244, valid_icir -0.004497, valid_ric 0.023946, valid_ricir 0.360237, valid_mae 0.064325, valid_rmse 0.077557, valid_mape 1211.399414, valid_acc 0.326623, test_loss 0.006630, ic -0.004020, icir -0.076172, ric 0.018720, ricir 0.302494, prec@10 0.430165, prec@30 0.453030, test_mae 0.082909, test_rmse 0.093695, test_mape 1204.547241, test_acc 0.195588
Epoch 159, train_loss 0.005815, train_ic -0.010514, train_icir -0.116003, train_ric 0.023739, train_ricir 0.252778, train_mae 0.052722, train_rmse 0.068723, train_mape 283.609131, train_acc 0.883909, valid_loss 0.0112285505, valid_ic 0.000419, valid_icir 0.005825, valid_ric 0.020738, valid_ricir 0.248702, valid_mae 0.080693, valid_rmse 0.095081, valid_mape 1455.573975, valid_acc 0.300740, test_loss 0.010338, ic -0.005517, icir -0.080544, ric 0.012103, ricir 0.173483, prec@10 0.443388, prec@30 0.451102, test_mae 0.100287, test_rmse 0.111605, test_mape 1453.504028, test_acc 0.185937
Epoch 160, train_loss 0.004739, train_ic -0.013272, train_icir -0.145038, train_ric 0.018844, train_ricir 0.200315, train_mae 0.060838, train_rmse 0.080002, train_mape 33770.550781, train_acc 0.603469, valid_loss 0.0071979910, valid_ic -0.002059, valid_icir -0.025949, valid_ric 0.014145, valid_ricir 0.158285, valid_mae 0.064346, valid_rmse 0.076133, valid_mape 1145.208618, valid_acc 0.300123, test_loss 0.006422, ic -0.006854, icir -0.096107, ric 0.005802, ricir 0.081840, prec@10 0.443388, prec@30 0.458953, test_mae 0.081584, test_rmse 0.091487, test_mape 1190.102905, test_acc 0.198345
Epoch 161, train_loss 0.004358, train_ic -0.012662, train_icir -0.134513, train_ric 0.021581, train_ricir 0.215902, train_mae 0.047232, train_rmse 0.067504, train_mape 759.189819, train_acc 0.477430, valid_loss 0.0054138849, valid_ic 0.001310, valid_icir 0.018858, valid_ric 0.022646, valid_ricir 0.266953, valid_mae 0.043290, valid_rmse 0.060023, valid_mape 743.864746, valid_acc 0.451520, test_loss 0.004101, ic 0.001466, icir 0.022818, ric 0.023503, ricir 0.329235, prec@10 0.437603, prec@30 0.449862, test_mae 0.050704, test_rmse 0.064307, test_mape 756.208435, test_acc 0.349616
Epoch 162, train_loss 0.004647, train_ic -0.013700, train_icir -0.161913, train_ric 0.024230, train_ricir 0.272020, train_mae 0.067034, train_rmse 0.076694, train_mape 1077.641357, train_acc 0.391493, valid_loss 0.0078356278, valid_ic 0.001149, valid_icir 0.019506, valid_ric 0.028156, valid_ricir 0.407841, valid_mae 0.065854, valid_rmse 0.079225, valid_mape 1210.016479, valid_acc 0.326417, test_loss 0.007063, ic -0.002296, icir -0.043505, ric 0.021821, ricir 0.369851, prec@10 0.438017, prec@30 0.447934, test_mae 0.084796, test_rmse 0.095417, test_mape 1235.607178, test_acc 0.202482
Epoch 163, train_loss 0.005263, train_ic -0.013222, train_icir -0.132689, train_ric 0.023410, train_ricir 0.232169, train_mae 0.044119, train_rmse 0.053413, train_mape 599.420227, train_acc 0.711676, valid_loss 0.0082899285, valid_ic 0.010358, valid_icir 0.120178, valid_ric 0.034116, valid_ricir 0.338302, valid_mae 0.061229, valid_rmse 0.076720, valid_mape 1148.436279, valid_acc 0.313681, test_loss 0.007200, ic 0.005206, icir 0.072588, ric 0.028775, ricir 0.336304, prec@10 0.437603, prec@30 0.459366, test_mae 0.081952, test_rmse 0.094261, test_mape 1260.087769, test_acc 0.167422
Epoch 164, train_loss 0.003874, train_ic -0.008254, train_icir -0.089286, train_ric 0.017395, train_ricir 0.176031, train_mae 0.083750, train_rmse 0.102435, train_mape 874.607727, train_acc 0.145403, valid_loss 0.0097009013, valid_ic 0.007918, valid_icir 0.126167, valid_ric 0.024092, valid_ricir 0.274724, valid_mae 0.068532, valid_rmse 0.084916, valid_mape 1319.207397, valid_acc 0.306286, test_loss 0.008655, ic -0.001563, icir -0.024761, ric 0.013387, ricir 0.163305, prec@10 0.453719, prec@30 0.463223, test_mae 0.086307, test_rmse 0.100220, test_mape 1271.178345, test_acc 0.185740
Epoch 165, train_loss 0.003995, train_ic -0.008291, train_icir -0.111637, train_ric 0.016036, train_ricir 0.208009, train_mae 0.085673, train_rmse 0.096244, train_mape 1527.326904, train_acc 0.417309, valid_loss 0.0114831609, valid_ic 0.004260, valid_icir 0.085568, valid_ric 0.018042, valid_ricir 0.283689, valid_mae 0.082144, valid_rmse 0.095015, valid_mape 1561.421631, valid_acc 0.297042, test_loss 0.010285, ic -0.004884, icir -0.098594, ric 0.005234, ricir 0.094947, prec@10 0.472314, prec@30 0.473003, test_mae 0.098549, test_rmse 0.109800, test_mape 1486.179199, test_acc 0.197361
Epoch 166, train_loss 0.003907, train_ic -0.007852, train_icir -0.104136, train_ric 0.014805, train_ricir 0.192551, train_mae 0.106539, train_rmse 0.118647, train_mape 1677.717407, train_acc 0.445539, valid_loss 0.0161389693, valid_ic 0.006952, valid_icir 0.129837, valid_ric 0.015919, valid_ricir 0.273507, valid_mae 0.096856, valid_rmse 0.115200, valid_mape 1842.277100, valid_acc 0.303615, test_loss 0.014556, ic 0.000292, icir 0.006394, ric 0.005049, ricir 0.096861, prec@10 0.460744, prec@30 0.456887, test_mae 0.113938, test_rmse 0.127238, test_mape 1805.275146, test_acc 0.172149
Epoch 167, train_loss 0.003774, train_ic -0.008178, train_icir -0.112157, train_ric 0.009518, train_ricir 0.136287, train_mae 0.105227, train_rmse 0.115264, train_mape 1991.647705, train_acc 0.476499, valid_loss 0.0139549343, valid_ic -0.007750, valid_icir -0.094691, valid_ric -0.000602, valid_ricir -0.007219, valid_mae 0.097761, valid_rmse 0.109415, valid_mape 1788.864380, valid_acc 0.300740, test_loss 0.012721, ic -0.012148, icir -0.182838, ric -0.012001, ricir -0.180082, prec@10 0.445041, prec@30 0.452066, test_mae 0.113519, test_rmse 0.124074, test_mape 1628.466797, test_acc 0.184558
Epoch 168, train_loss 0.004040, train_ic -0.012710, train_icir -0.160274, train_ric 0.018518, train_ricir 0.232822, train_mae 0.076579, train_rmse 0.083302, train_mape 1396.235229, train_acc 0.538523, valid_loss 0.0112853579, valid_ic 0.003676, valid_icir 0.061563, valid_ric 0.022955, valid_ricir 0.332073, valid_mae 0.090912, valid_rmse 0.100721, valid_mape 1748.663696, valid_acc 0.304643, test_loss 0.010674, ic -0.005542, icir -0.096045, ric 0.013887, ricir 0.223040, prec@10 0.451653, prec@30 0.460468, test_mae 0.110461, test_rmse 0.118814, test_mape 1641.190308, test_acc 0.168210
Epoch 169, train_loss 0.003848, train_ic -0.010160, train_icir -0.152518, train_ric 0.014589, train_ricir 0.220056, train_mae 0.104156, train_rmse 0.114101, train_mape 1991.885010, train_acc 0.683900, valid_loss 0.0184432090, valid_ic 0.001682, valid_icir 0.034873, valid_ric 0.016904, valid_ricir 0.298060, valid_mae 0.119361, valid_rmse 0.130941, valid_mape 2284.376221, valid_acc 0.301767, test_loss 0.017829, ic -0.007904, icir -0.165458, ric 0.006752, ricir 0.134460, prec@10 0.449587, prec@30 0.459366, test_mae 0.138348, test_rmse 0.148578, test_mape 2093.810059, test_acc 0.167028
Epoch 170, train_loss 0.005330, train_ic -0.006828, train_icir -0.079691, train_ric 0.017171, train_ricir 0.185274, train_mae 0.086391, train_rmse 0.105506, train_mape 809.083252, train_acc 0.545651, valid_loss 0.0138485795, valid_ic 0.008512, valid_icir 0.126902, valid_ric 0.025976, valid_ricir 0.276375, valid_mae 0.088437, valid_rmse 0.109334, valid_mape 1802.044312, valid_acc 0.353944, test_loss 0.013439, ic -0.004064, icir -0.063688, ric 0.015111, ricir 0.175632, prec@10 0.437603, prec@30 0.450551, test_mae 0.108158, test_rmse 0.127869, test_mape 1617.049561, test_acc 0.197164
Epoch 171, train_loss 0.003687, train_ic -0.009557, train_icir -0.132402, train_ric 0.013638, train_ricir 0.170929, train_mae 0.092846, train_rmse 0.105547, train_mape 2464.139893, train_acc 0.502334, valid_loss 0.0119903942, valid_ic 0.001914, valid_icir 0.036944, valid_ric 0.016882, valid_ricir 0.231265, valid_mae 0.090257, valid_rmse 0.104790, valid_mape 1774.939697, valid_acc 0.323952, test_loss 0.011647, ic -0.013172, icir -0.246730, ric 0.001733, ricir 0.025288, prec@10 0.400826, prec@30 0.449311, test_mae 0.109165, test_rmse 0.122793, test_mape 1561.260010, test_acc 0.181012
