Dataset:  CSI
Radom seed: 1234
GPU: 7
Learning rate: 0.001
Loss: MaskedMSELoss

---------- GRU ----------
{
    "epochs": 200,
    "lookback_length": 16,
    "steps": 1,
    "lr": 0.0001,
    "clip_grad": 3.0,
    "data_args": {
        "dataset": "CSI",
        "batch_size": 1,
        "shuffle_train": true,
        "n_jobs": 4,
        "valid_year": 2019,
        "test_year": 2020,
        "window": 16,
        "steps": 1
    },
    "early_stop": 20,
    "runner": "csi",
    "loss": "mse",
    "model_args": {
        "d_feat": 1,
        "hidden_size": 64,
        "num_layers": 2,
        "dropout": 0.1
    }
}
Epoch 130, train_loss 0.001249, train_ic 0.050822, train_icir 0.544858, train_ric 0.040301, train_ricir 0.340178, train_mae 0.060944, train_rmse 0.072828, train_mape 176.845215, train_acc 0.226015, valid_loss 0.0013755096, valid_ic 0.006495, valid_icir 0.155085, valid_ric -0.001960, valid_ricir -0.025472, valid_mae 0.021358, valid_rmse 0.033091, valid_mape 404.476318, valid_acc 0.595353, test_loss 0.002544, ic 0.000162, icir 0.003792, ric 0.002660, ricir 0.028809, prec@10 0.569136, prec@30 0.530590, test_mae 0.023788, test_rmse 0.054109, test_mape 322.907654, test_acc 0.735674
Epoch 131, train_loss 0.001208, train_ic 0.055925, train_icir 0.636452, train_ric 0.047093, train_ricir 0.406631, train_mae 0.054229, train_rmse 0.059027, train_mape 152.846848, train_acc 0.064723, valid_loss 0.0013723746, valid_ic 0.008790, valid_icir 0.267584, valid_ric 0.012103, valid_ricir 0.176374, valid_mae 0.025925, valid_rmse 0.037539, valid_mape 430.966461, valid_acc 0.349359, test_loss 0.002493, ic 0.000127, icir 0.003922, ric 0.013891, ricir 0.181239, prec@10 0.578601, prec@30 0.584911, test_mae 0.034851, test_rmse 0.060055, test_mape 364.687042, test_acc 0.201902
Epoch 132, train_loss 0.001261, train_ic 0.033166, train_icir 0.306822, train_ric 0.034284, train_ricir 0.269222, train_mae 0.019963, train_rmse 0.028474, train_mape 304.517029, train_acc 0.513408, valid_loss 0.0013316939, valid_ic -0.000382, valid_icir -0.006198, valid_ric 0.003427, valid_ricir 0.035558, valid_mae 0.022690, valid_rmse 0.036182, valid_mape 369.049805, valid_acc 0.418803, test_loss 0.002571, ic -0.008535, icir -0.132722, ric 0.003254, ricir 0.024916, prec@10 0.632099, prec@30 0.590123, test_mae 0.036076, test_rmse 0.061894, test_mape 401.254639, test_acc 0.263838
Epoch 133, train_loss 0.001255, train_ic 0.045121, train_icir 0.437796, train_ric 0.036825, train_ricir 0.287587, train_mae 0.020511, train_rmse 0.029286, train_mape 187.418808, train_acc 0.495467, valid_loss 0.0012204542, valid_ic 0.001422, valid_icir 0.026674, valid_ric -0.000504, valid_ricir -0.005226, valid_mae 0.018540, valid_rmse 0.031312, valid_mape 294.432678, valid_acc 0.580395, test_loss 0.002385, ic -0.003771, icir -0.071989, ric 0.003766, ricir 0.030357, prec@10 0.663786, prec@30 0.603429, test_mae 0.024596, test_rmse 0.054404, test_mape 273.865784, test_acc 0.653743
Epoch 134, train_loss 0.001296, train_ic 0.047346, train_icir 0.561843, train_ric -0.004180, train_ricir -0.035887, train_mae 0.024583, train_rmse 0.030267, train_mape 194.601028, train_acc 0.108215, valid_loss 0.0010952663, valid_ic 0.009671, valid_icir 0.293032, valid_ric -0.016216, valid_ricir -0.243637, valid_mae 0.017029, valid_rmse 0.031556, valid_mape 201.414581, valid_acc 0.365385, test_loss 0.002278, ic 0.001472, icir 0.050506, ric -0.001649, ricir -0.024490, prec@10 0.565021, prec@30 0.577641, test_mae 0.027148, test_rmse 0.055904, test_mape 245.357040, test_acc 0.268959
Epoch 135, train_loss 0.001244, train_ic 0.048117, train_icir 0.497949, train_ric 0.044966, train_ricir 0.349200, train_mae 0.017382, train_rmse 0.024834, train_mape 130.816025, train_acc 0.593706, valid_loss 0.0011267125, valid_ic 0.014317, valid_icir 0.373589, valid_ric 0.025621, valid_ricir 0.325233, valid_mae 0.018628, valid_rmse 0.032688, valid_mape 239.842010, valid_acc 0.355235, test_loss 0.002266, ic 0.004341, icir 0.113758, ric 0.025567, ricir 0.270565, prec@10 0.518519, prec@30 0.531139, test_mae 0.025621, test_rmse 0.055140, test_mape 236.149017, test_acc 0.417215
Epoch 136, train_loss 0.001225, train_ic 0.029317, train_icir 0.281397, train_ric 0.033856, train_ricir 0.260278, train_mae 0.029263, train_rmse 0.036224, train_mape 599.913818, train_acc 0.530634, valid_loss 0.0016566235, valid_ic -0.002168, valid_icir -0.037129, valid_ric 0.006621, valid_ricir 0.069712, valid_mae 0.029799, valid_rmse 0.041226, valid_mape 530.590515, valid_acc 0.362447, test_loss 0.002879, ic -0.011696, icir -0.207845, ric -0.000673, ricir -0.005566, prec@10 0.648971, prec@30 0.595062, test_mae 0.043442, test_rmse 0.065724, test_mape 508.333527, test_acc 0.199220
Epoch 137, train_loss 0.001244, train_ic 0.035446, train_icir 0.307765, train_ric 0.033864, train_ricir 0.250805, train_mae 0.016007, train_rmse 0.024620, train_mape 247.378799, train_acc 0.486697, valid_loss 0.0012630148, valid_ic 0.007147, valid_icir 0.105768, valid_ric 0.013999, valid_ricir 0.136453, valid_mae 0.018301, valid_rmse 0.031643, valid_mape 257.904968, valid_acc 0.554220, test_loss 0.002419, ic -0.004971, icir -0.076461, ric 0.011726, ricir 0.088448, prec@10 0.597119, prec@30 0.580521, test_mae 0.026516, test_rmse 0.055176, test_mape 296.557007, test_acc 0.593514
Epoch 138, train_loss 0.001255, train_ic 0.047848, train_icir 0.500320, train_ric 0.010712, train_ricir 0.088557, train_mae 0.018597, train_rmse 0.027304, train_mape 138.289780, train_acc 0.493539, valid_loss 0.0011001856, valid_ic 0.016715, valid_icir 0.412781, valid_ric -0.002520, valid_ricir -0.034983, valid_mae 0.016886, valid_rmse 0.031618, valid_mape 185.777969, valid_acc 0.408921, test_loss 0.002281, ic 0.009993, icir 0.260091, ric 0.006734, ricir 0.073941, prec@10 0.577366, prec@30 0.553361, test_mae 0.024056, test_rmse 0.054078, test_mape 223.851639, test_acc 0.541819
Epoch 139, train_loss 0.001257, train_ic 0.026173, train_icir 0.281728, train_ric 0.053384, train_ricir 0.444883, train_mae 0.021066, train_rmse 0.029604, train_mape 2750.260254, train_acc 0.575647, valid_loss 0.0010663538, valid_ic 0.000553, valid_icir 0.013912, valid_ric 0.020666, valid_ricir 0.255136, valid_mae 0.015104, valid_rmse 0.029866, valid_mape 185.689575, valid_acc 0.578526, test_loss 0.002232, ic -0.008106, icir -0.194765, ric 0.007076, ricir 0.078441, prec@10 0.567490, prec@30 0.572702, test_mae 0.023020, test_rmse 0.053389, test_mape 220.292038, test_acc 0.616435
Epoch 140, train_loss 0.001234, train_ic 0.028155, train_icir 0.234859, train_ric 0.022287, train_ricir 0.158442, train_mae 0.052767, train_rmse 0.061109, train_mape 89.013496, train_acc 0.562001, valid_loss 0.0012861538, valid_ic -0.004486, valid_icir -0.065057, valid_ric -0.004946, valid_ricir -0.047974, valid_mae 0.021388, valid_rmse 0.034654, valid_mape 341.284943, valid_acc 0.454594, test_loss 0.002497, ic -0.011260, icir -0.157246, ric -0.006954, ricir -0.048164, prec@10 0.645267, prec@30 0.593553, test_mae 0.035824, test_rmse 0.060924, test_mape 386.519989, test_acc 0.287735
Epoch 141, train_loss 0.001246, train_ic 0.039561, train_icir 0.488123, train_ric 0.036165, train_ricir 0.334931, train_mae 0.015820, train_rmse 0.024935, train_mape 81.452850, train_acc 0.875283, valid_loss 0.0010859370, valid_ic 0.007354, valid_icir 0.232594, valid_ric 0.004281, valid_ricir 0.064991, valid_mae 0.016054, valid_rmse 0.029616, valid_mape 251.065399, valid_acc 0.587340, test_loss 0.002223, ic 0.001681, icir 0.050946, ric 0.009804, ricir 0.139969, prec@10 0.550206, prec@30 0.530590, test_mae 0.020962, test_rmse 0.051848, test_mape 221.197632, test_acc 0.708851
Epoch 142, train_loss 0.001226, train_ic 0.057915, train_icir 0.568001, train_ric 0.013390, train_ricir 0.106366, train_mae 0.014752, train_rmse 0.021716, train_mape 294.062897, train_acc 0.458219, valid_loss 0.0010941889, valid_ic 0.009831, valid_icir 0.186315, valid_ric -0.022044, valid_ricir -0.251954, valid_mae 0.016531, valid_rmse 0.030720, valid_mape 196.508270, valid_acc 0.409722, test_loss 0.002217, ic 0.002095, icir 0.041787, ric -0.009958, ricir -0.085844, prec@10 0.605350, prec@30 0.580658, test_mae 0.030200, test_rmse 0.057155, test_mape 282.561371, test_acc 0.287735
Epoch 143, train_loss 0.001237, train_ic 0.038561, train_icir 0.375078, train_ric -0.008798, train_ricir -0.068735, train_mae 0.036204, train_rmse 0.044691, train_mape 230.907623, train_acc 0.486256, valid_loss 0.0011014289, valid_ic 0.013105, valid_icir 0.287444, valid_ric -0.015779, valid_ricir -0.190336, valid_mae 0.016631, valid_rmse 0.030010, valid_mape 250.511978, valid_acc 0.535524, test_loss 0.002221, ic 0.008356, icir 0.212734, ric -0.003802, ricir -0.043909, prec@10 0.588889, prec@30 0.553498, test_mae 0.022383, test_rmse 0.052418, test_mape 236.081573, test_acc 0.646184
Epoch 144, train_loss 0.001230, train_ic 0.051553, train_icir 0.472352, train_ric 0.036071, train_ricir 0.272443, train_mae 0.020557, train_rmse 0.026927, train_mape 327.557770, train_acc 0.261042, valid_loss 0.0011412262, valid_ic 0.008957, valid_icir 0.162702, valid_ric 0.002655, valid_ricir 0.027337, valid_mae 0.018579, valid_rmse 0.032181, valid_mape 262.107300, valid_acc 0.403579, test_loss 0.002255, ic 0.000016, icir 0.000302, ric 0.007679, ricir 0.063889, prec@10 0.566255, prec@30 0.583402, test_mae 0.029344, test_rmse 0.056065, test_mape 285.345612, test_acc 0.274323
Epoch 145, train_loss 0.001262, train_ic 0.038405, train_icir 0.505034, train_ric 0.053603, train_ricir 0.546659, train_mae 0.031862, train_rmse 0.038712, train_mape 169.546387, train_acc 0.084041, valid_loss 0.0011257786, valid_ic 0.004770, valid_icir 0.180059, valid_ric 0.027142, valid_ricir 0.456240, valid_mae 0.019195, valid_rmse 0.032407, valid_mape 261.299744, valid_acc 0.355502, test_loss 0.002207, ic -0.003523, icir -0.108177, ric 0.015626, ricir 0.224060, prec@10 0.530453, prec@30 0.523731, test_mae 0.029104, test_rmse 0.055565, test_mape 274.996033, test_acc 0.218239
Epoch 146, train_loss 0.001259, train_ic 0.037043, train_icir 0.451261, train_ric 0.022612, train_ricir 0.221944, train_mae 0.012808, train_rmse 0.018793, train_mape 224.382568, train_acc 0.696718, valid_loss 0.0011674655, valid_ic 0.004355, valid_icir 0.152974, valid_ric 0.005133, valid_ricir 0.090950, valid_mae 0.020735, valid_rmse 0.033214, valid_mape 303.197601, valid_acc 0.351496, test_loss 0.002244, ic -0.003482, icir -0.121002, ric -0.001408, ricir -0.021002, prec@10 0.570370, prec@30 0.549383, test_mae 0.032301, test_rmse 0.057111, test_mape 328.239960, test_acc 0.213606
Epoch 147, train_loss 0.001228, train_ic 0.048500, train_icir 0.469152, train_ric 0.045016, train_ricir 0.364602, train_mae 0.018909, train_rmse 0.025042, train_mape 218.210602, train_acc 0.692040, valid_loss 0.0013521353, valid_ic 0.007051, valid_icir 0.115880, valid_ric 0.008483, valid_ricir 0.088870, valid_mae 0.023251, valid_rmse 0.035980, valid_mape 381.887115, valid_acc 0.387553, test_loss 0.002448, ic -0.003236, icir -0.060346, ric 0.008644, ricir 0.077772, prec@10 0.600412, prec@30 0.590123, test_mae 0.034779, test_rmse 0.059008, test_mape 366.494293, test_acc 0.227993
Epoch 148, train_loss 0.001244, train_ic 0.036034, train_icir 0.380653, train_ric 0.047870, train_ricir 0.399970, train_mae 0.028523, train_rmse 0.037574, train_mape 160.991714, train_acc 0.679727, valid_loss 0.0013401583, valid_ic 0.000035, valid_icir 0.000803, valid_ric 0.013434, valid_ricir 0.157976, valid_mae 0.024586, valid_rmse 0.036182, valid_mape 409.944214, valid_acc 0.355769, test_loss 0.002420, ic -0.006574, icir -0.145227, ric 0.008423, ricir 0.083141, prec@10 0.597942, prec@30 0.588752, test_mae 0.036725, test_rmse 0.059937, test_mape 401.463074, test_acc 0.198244
Early stopping -----
Epoch 149, train_loss 0.001205, train_ic 0.034576, train_icir 0.341438, train_ric 0.030502, train_ricir 0.241261, train_mae 0.023332, train_rmse 0.030483, train_mape 466.234009, train_acc 0.356104, valid_loss 0.0013006806, valid_ic -0.002718, valid_icir -0.053936, valid_ric 0.003588, valid_ricir 0.040002, valid_mae 0.023296, valid_rmse 0.035767, valid_mape 377.120514, valid_acc 0.362981, test_loss 0.002449, ic -0.009815, icir -0.195886, ric 0.001149, ricir 0.009901, prec@10 0.641152, prec@30 0.594376, test_mae 0.035538, test_rmse 0.059408, test_mape 384.912811, test_acc 0.205803
Epoch 150, train_loss 0.001224, train_ic 0.036699, train_icir 0.361703, train_ric 0.043370, train_ricir 0.343430, train_mae 0.014680, train_rmse 0.024740, train_mape 347.862183, train_acc 0.450720, valid_loss 0.0010766003, valid_ic 0.001215, valid_icir 0.023182, valid_ric 0.011467, valid_ricir 0.120390, valid_mae 0.016816, valid_rmse 0.030800, valid_mape 221.430878, valid_acc 0.448718, test_loss 0.002197, ic -0.007456, icir -0.139480, ric 0.004628, ricir 0.038691, prec@10 0.608642, prec@30 0.583539, test_mae 0.027947, test_rmse 0.055368, test_mape 263.461273, test_acc 0.316996
Epoch 151, train_loss 0.001251, train_ic 0.053846, train_icir 0.640211, train_ric 0.010126, train_ricir 0.096573, train_mae 0.024741, train_rmse 0.034136, train_mape 156.124741, train_acc 0.610719, valid_loss 0.0010506283, valid_ic 0.011929, valid_icir 0.332420, valid_ric -0.014799, valid_ricir -0.241315, valid_mae 0.017489, valid_rmse 0.030712, valid_mape 213.665039, valid_acc 0.349092, test_loss 0.002122, ic 0.003811, icir 0.105167, ric -0.003901, ricir -0.062214, prec@10 0.581481, prec@30 0.563923, test_mae 0.028119, test_rmse 0.054545, test_mape 259.756622, test_acc 0.222385
Epoch 152, train_loss 0.001236, train_ic 0.053032, train_icir 0.456166, train_ric 0.025395, train_ricir 0.181905, train_mae 0.019919, train_rmse 0.029474, train_mape 239.505219, train_acc 0.547050, valid_loss 0.0011118779, valid_ic 0.009687, valid_icir 0.156039, valid_ric -0.002412, valid_ricir -0.023740, valid_mae 0.018069, valid_rmse 0.031521, valid_mape 254.309433, valid_acc 0.463408, test_loss 0.002185, ic -0.000506, icir -0.009104, ric 0.002632, ricir 0.020045, prec@10 0.641975, prec@30 0.606722, test_mae 0.028262, test_rmse 0.054813, test_mape 267.511841, test_acc 0.334553
Epoch 153, train_loss 0.001220, train_ic 0.056865, train_icir 0.604999, train_ric 0.022546, train_ricir 0.182297, train_mae 0.026941, train_rmse 0.034755, train_mape 97.826340, train_acc 0.809793, valid_loss 0.0011084336, valid_ic 0.012929, valid_icir 0.357789, valid_ric -0.005146, valid_ricir -0.070105, valid_mae 0.019612, valid_rmse 0.031988, valid_mape 258.921783, valid_acc 0.352297, test_loss 0.002149, ic 0.004683, icir 0.132988, ric 0.000799, ricir 0.008366, prec@10 0.577778, prec@30 0.548560, test_mae 0.028926, test_rmse 0.054639, test_mape 275.192627, test_acc 0.250427
Epoch 154, train_loss 0.001206, train_ic 0.018266, train_icir 0.194028, train_ric 0.045702, train_ricir 0.399052, train_mae 0.015371, train_rmse 0.022415, train_mape 184.841675, train_acc 0.401257, valid_loss 0.0010408903, valid_ic 0.000464, valid_icir 0.010924, valid_ric 0.024600, valid_ricir 0.316352, valid_mae 0.014993, valid_rmse 0.028864, valid_mape 189.130707, valid_acc 0.557692, test_loss 0.002119, ic -0.008833, icir -0.180729, ric 0.007795, ricir 0.084777, prec@10 0.481893, prec@30 0.476680, test_mae 0.023236, test_rmse 0.052147, test_mape 220.023468, test_acc 0.609364
Epoch 155, train_loss 0.001228, train_ic 0.049966, train_icir 0.628688, train_ric 0.048870, train_ricir 0.477397, train_mae 0.018858, train_rmse 0.027847, train_mape 122.136772, train_acc 0.786364, valid_loss 0.0010812579, valid_ic 0.010723, valid_icir 0.401619, valid_ric 0.021177, valid_ricir 0.399313, valid_mae 0.018312, valid_rmse 0.031435, valid_mape 228.959915, valid_acc 0.352831, test_loss 0.002127, ic 0.003315, icir 0.107406, ric 0.021144, ricir 0.274134, prec@10 0.540329, prec@30 0.535940, test_mae 0.027606, test_rmse 0.053690, test_mape 249.233841, test_acc 0.226530
Epoch 156, train_loss 0.001192, train_ic 0.054387, train_icir 0.614694, train_ric 0.052548, train_ricir 0.467246, train_mae 0.013391, train_rmse 0.022979, train_mape 121.088730, train_acc 0.564530, valid_loss 0.0010081946, valid_ic 0.013267, valid_icir 0.388312, valid_ric 0.015678, valid_ricir 0.248587, valid_mae 0.014629, valid_rmse 0.029172, valid_mape 152.258087, valid_acc 0.496261, test_loss 0.002089, ic 0.005134, icir 0.157153, ric 0.015534, ricir 0.188165, prec@10 0.541564, prec@30 0.533059, test_mae 0.021944, test_rmse 0.050787, test_mape 198.662918, test_acc 0.595952
Epoch 157, train_loss 0.001251, train_ic 0.036330, train_icir 0.322285, train_ric 0.051850, train_ricir 0.392851, train_mae 0.027650, train_rmse 0.037012, train_mape 427.602631, train_acc 0.575036, valid_loss 0.0015531092, valid_ic 0.001386, valid_icir 0.021166, valid_ric 0.016176, valid_ricir 0.158158, valid_mae 0.029178, valid_rmse 0.039967, valid_mape 529.215759, valid_acc 0.369658, test_loss 0.002597, ic -0.008689, icir -0.140544, ric 0.009962, ricir 0.083322, prec@10 0.596296, prec@30 0.580796, test_mae 0.037842, test_rmse 0.060360, test_mape 428.864441, test_acc 0.211168
Epoch 158, train_loss 0.001217, train_ic 0.041721, train_icir 0.394865, train_ric 0.042962, train_ricir 0.336153, train_mae 0.029032, train_rmse 0.035596, train_mape 300.012482, train_acc 0.204528, valid_loss 0.0013360186, valid_ic 0.002643, valid_icir 0.042520, valid_ric 0.010066, valid_ricir 0.103523, valid_mae 0.024629, valid_rmse 0.036302, valid_mape 420.013855, valid_acc 0.385150, test_loss 0.002412, ic -0.008944, icir -0.156999, ric 0.007256, ricir 0.062063, prec@10 0.635802, prec@30 0.593827, test_mae 0.034537, test_rmse 0.058070, test_mape 370.186951, test_acc 0.237015
Epoch 159, train_loss 0.001227, train_ic 0.053960, train_icir 0.502242, train_ric 0.048395, train_ricir 0.377237, train_mae 0.019096, train_rmse 0.025861, train_mape 331.846985, train_acc 0.292197, valid_loss 0.0010603209, valid_ic 0.015267, valid_icir 0.272409, valid_ric 0.012564, valid_ricir 0.132083, valid_mae 0.016013, valid_rmse 0.029795, valid_mape 198.941284, valid_acc 0.476496, test_loss 0.002085, ic 0.003611, icir 0.068911, ric 0.017003, ricir 0.150824, prec@10 0.545267, prec@30 0.539232, test_mae 0.024243, test_rmse 0.052029, test_mape 222.216537, test_acc 0.479395
Epoch 160, train_loss 0.001212, train_ic 0.050964, train_icir 0.576447, train_ric 0.042131, train_ricir 0.368459, train_mae 0.021664, train_rmse 0.028977, train_mape 330.734192, train_acc 0.442792, valid_loss 0.0012156973, valid_ic 0.015140, valid_icir 0.452309, valid_ric 0.015056, valid_ricir 0.222753, valid_mae 0.018768, valid_rmse 0.030004, valid_mape 347.902466, valid_acc 0.594284, test_loss 0.002267, ic 0.004153, icir 0.121765, ric 0.019574, ricir 0.260976, prec@10 0.532099, prec@30 0.530453, test_mae 0.021797, test_rmse 0.049579, test_mape 328.104126, test_acc 0.748354
Epoch 161, train_loss 0.001207, train_ic 0.043152, train_icir 0.349820, train_ric 0.025724, train_ricir 0.175359, train_mae 0.041946, train_rmse 0.056967, train_mape 201.901062, train_acc 0.400074, valid_loss 0.0014590834, valid_ic 0.002081, valid_icir 0.030495, valid_ric -0.002882, valid_ricir -0.027134, valid_mae 0.026118, valid_rmse 0.037860, valid_mape 454.604187, valid_acc 0.388355, test_loss 0.002569, ic -0.006457, icir -0.096594, ric 0.000283, ricir 0.001948, prec@10 0.653086, prec@30 0.599177, test_mae 0.038479, test_rmse 0.060673, test_mape 428.048798, test_acc 0.218483
Epoch 162, train_loss 0.001210, train_ic 0.046368, train_icir 0.539739, train_ric 0.052081, train_ricir 0.481414, train_mae 0.012089, train_rmse 0.020376, train_mape 216.792038, train_acc 0.561669, valid_loss 0.0009864119, valid_ic 0.010552, valid_icir 0.289566, valid_ric 0.024687, valid_ricir 0.322066, valid_mae 0.014135, valid_rmse 0.027761, valid_mape 153.741806, valid_acc 0.563835, test_loss 0.001994, ic -0.000182, icir -0.005005, ric 0.018666, ricir 0.234296, prec@10 0.548148, prec@30 0.528395, test_mae 0.021351, test_rmse 0.049985, test_mape 195.004456, test_acc 0.662277
Epoch 163, train_loss 0.001240, train_ic 0.035950, train_icir 0.329243, train_ric 0.042858, train_ricir 0.329989, train_mae 0.015332, train_rmse 0.023317, train_mape 236.065643, train_acc 0.489778, valid_loss 0.0012136730, valid_ic 0.003667, valid_icir 0.057687, valid_ric 0.012180, valid_ricir 0.124487, valid_mae 0.018446, valid_rmse 0.031021, valid_mape 250.949524, valid_acc 0.540865, test_loss 0.002307, ic -0.008441, icir -0.137576, ric 0.006892, ricir 0.057335, prec@10 0.545679, prec@30 0.569136, test_mae 0.025843, test_rmse 0.052701, test_mape 268.763794, test_acc 0.636186
Epoch 164, train_loss 0.001249, train_ic 0.053948, train_icir 0.520482, train_ric 0.037980, train_ricir 0.309403, train_mae 0.032424, train_rmse 0.042865, train_mape 168.513397, train_acc 0.260788, valid_loss 0.0010174528, valid_ic 0.011816, valid_icir 0.226900, valid_ric 0.001592, valid_ricir 0.017568, valid_mae 0.015658, valid_rmse 0.029069, valid_mape 189.507812, valid_acc 0.481571, test_loss 0.002032, ic 0.001289, icir 0.027310, ric 0.005586, ricir 0.049910, prec@10 0.574074, prec@30 0.566667, test_mae 0.025110, test_rmse 0.051880, test_mape 226.355530, test_acc 0.386735
Epoch 165, train_loss 0.001199, train_ic 0.044824, train_icir 0.448090, train_ric 0.064779, train_ricir 0.503845, train_mae 0.019683, train_rmse 0.026326, train_mape 3456.025391, train_acc 0.208896, valid_loss 0.0010722459, valid_ic 0.012805, valid_icir 0.335985, valid_ric 0.036523, valid_ricir 0.422137, valid_mae 0.018418, valid_rmse 0.031247, valid_mape 248.029297, valid_acc 0.351229, test_loss 0.002061, ic 0.000866, icir 0.023124, ric 0.023920, ricir 0.237418, prec@10 0.520576, prec@30 0.521262, test_mae 0.026059, test_rmse 0.052311, test_mape 237.364243, test_acc 0.293831
Epoch 166, train_loss 0.001216, train_ic 0.044471, train_icir 0.432494, train_ric 0.050826, train_ricir 0.414995, train_mae 0.014571, train_rmse 0.022574, train_mape 227.289444, train_acc 0.453345, valid_loss 0.0010331307, valid_ic 0.002922, valid_icir 0.055004, valid_ric 0.010484, valid_ricir 0.114370, valid_mae 0.015505, valid_rmse 0.028767, valid_mape 188.853180, valid_acc 0.508547, test_loss 0.002032, ic -0.005599, icir -0.113790, ric 0.007484, ricir 0.068415, prec@10 0.519342, prec@30 0.559534, test_mae 0.025753, test_rmse 0.051850, test_mape 236.526306, test_acc 0.386247
Epoch 167, train_loss 0.001209, train_ic 0.053628, train_icir 0.625230, train_ric 0.028353, train_ricir 0.285577, train_mae 0.015544, train_rmse 0.023702, train_mape 213.333038, train_acc 0.492758, valid_loss 0.0011026769, valid_ic 0.017915, valid_icir 0.486480, valid_ric 0.002897, valid_ricir 0.061872, valid_mae 0.018230, valid_rmse 0.031371, valid_mape 223.183777, valid_acc 0.394765, test_loss 0.002133, ic 0.011413, icir 0.319528, ric 0.013690, ricir 0.257672, prec@10 0.547325, prec@30 0.547051, test_mae 0.027960, test_rmse 0.053392, test_mape 267.653046, test_acc 0.366008
Epoch 168, train_loss 0.001217, train_ic 0.059291, train_icir 0.631756, train_ric 0.044286, train_ricir 0.393935, train_mae 0.015904, train_rmse 0.021836, train_mape 181.048660, train_acc 0.370945, valid_loss 0.0010163989, valid_ic 0.012726, valid_icir 0.275154, valid_ric 0.011759, valid_ricir 0.150459, valid_mae 0.014847, valid_rmse 0.028494, valid_mape 161.844543, valid_acc 0.531517, test_loss 0.002022, ic 0.001003, icir 0.022582, ric 0.016425, ricir 0.186609, prec@10 0.636214, prec@30 0.594787, test_mae 0.023178, test_rmse 0.050783, test_mape 210.115219, test_acc 0.566691
Epoch 169, train_loss 0.001197, train_ic 0.041986, train_icir 0.411006, train_ric 0.037750, train_ricir 0.299989, train_mae 0.022331, train_rmse 0.029470, train_mape 143.234863, train_acc 0.555172, valid_loss 0.0010197812, valid_ic 0.005034, valid_icir 0.098979, valid_ric 0.003399, valid_ricir 0.037072, valid_mae 0.015661, valid_rmse 0.028686, valid_mape 189.214981, valid_acc 0.480235, test_loss 0.002008, ic -0.001790, icir -0.039954, ric 0.005253, ricir 0.047548, prec@10 0.577778, prec@30 0.553224, test_mae 0.026603, test_rmse 0.052088, test_mape 244.348862, test_acc 0.353816
Epoch 170, train_loss 0.001198, train_ic 0.035223, train_icir 0.343870, train_ric 0.064572, train_ricir 0.511806, train_mae 0.025764, train_rmse 0.033444, train_mape 158.062714, train_acc 0.278456, valid_loss 0.0009922661, valid_ic 0.004791, valid_icir 0.105517, valid_ric 0.035363, valid_ricir 0.378975, valid_mae 0.014335, valid_rmse 0.027932, valid_mape 154.775970, valid_acc 0.537393, test_loss 0.001964, ic -0.004974, icir -0.107822, ric 0.021952, ricir 0.225125, prec@10 0.469136, prec@30 0.486557, test_mae 0.021906, test_rmse 0.049810, test_mape 194.430618, test_acc 0.616679
Epoch 171, train_loss 0.001186, train_ic 0.047822, train_icir 0.434906, train_ric 0.033362, train_ricir 0.253475, train_mae 0.013172, train_rmse 0.019511, train_mape 230.458878, train_acc 0.397846, valid_loss 0.0011475137, valid_ic 0.003719, valid_icir 0.064725, valid_ric 0.002126, valid_ricir 0.023283, valid_mae 0.016528, valid_rmse 0.030592, valid_mape 197.021927, valid_acc 0.456998, test_loss 0.002200, ic -0.003813, icir -0.069174, ric 0.008919, ricir 0.074657, prec@10 0.648148, prec@30 0.596433, test_mae 0.029863, test_rmse 0.054273, test_mape 284.412537, test_acc 0.309437
Epoch 172, train_loss 0.001206, train_ic 0.039365, train_icir 0.413540, train_ric 0.038702, train_ricir 0.343119, train_mae 0.014856, train_rmse 0.021087, train_mape 157.849243, train_acc 0.650585, valid_loss 0.0010231243, valid_ic 0.008477, valid_icir 0.192814, valid_ric 0.010908, valid_ricir 0.129843, valid_mae 0.016239, valid_rmse 0.029382, valid_mape 195.365997, valid_acc 0.391827, test_loss 0.002005, ic -0.002501, icir -0.056320, ric 0.007864, ricir 0.075261, prec@10 0.559259, prec@30 0.543210, test_mae 0.027156, test_rmse 0.052411, test_mape 249.533890, test_acc 0.280663
Epoch 173, train_loss 0.001210, train_ic 0.047958, train_icir 0.539584, train_ric 0.027755, train_ricir 0.266101, train_mae 0.018425, train_rmse 0.026505, train_mape 197.440384, train_acc 0.369590, valid_loss 0.0010374770, valid_ic 0.008162, valid_icir 0.189855, valid_ric -0.001490, valid_ricir -0.021937, valid_mae 0.016792, valid_rmse 0.029471, valid_mape 219.100601, valid_acc 0.462340, test_loss 0.002016, ic 0.001318, icir 0.038615, ric 0.002435, ricir 0.033067, prec@10 0.577778, prec@30 0.558848, test_mae 0.025276, test_rmse 0.051138, test_mape 228.233765, test_acc 0.406974
