Dataset:  CSI
Radom seed: 1234
GPU: 7
Learning rate: 0.001
Loss: MaskedMSELoss

---------- LSTM ----------
{
    "epochs": 200,
    "lookback_length": 16,
    "steps": 1,
    "lr": 0.0001,
    "clip_grad": 3.0,
    "data_args": {
        "dataset": "CSI",
        "batch_size": 1,
        "shuffle_train": true,
        "n_jobs": 4,
        "valid_year": 2024,
        "test_year": 2025,
        "window": 32,
        "steps": 1
    },
    "early_stop": 20,
    "runner": "csi",
    "loss": "mse",
    "model_args": {
        "d_feat": 1,
        "hidden_size": 64,
        "num_layers": 2,
        "dropout": 0.1
    }
}
Epoch 165, train_loss 0.001005, train_ic 0.046456, train_icir 0.588912, train_ric 0.014368, train_ricir 0.156633, train_mae 0.013685, train_rmse 0.039885, train_mape 151.102722, train_acc 0.436855, valid_loss 0.0014160921, valid_ic 0.033704, valid_icir 0.378295, valid_ric 0.004623, valid_ricir 0.039419, valid_mae 0.033576, valid_rmse 0.040345, valid_mape 140.528107, valid_acc 0.310628, test_loss 0.000999, ic 0.020711, icir 0.451405, ric -0.000328, ricir -0.004404, prec@10 0.548148, prec@30 0.533333, test_mae 0.017643, test_rmse 0.030616, test_mape 597.333313, test_acc 0.481797
Epoch 166, train_loss 0.001018, train_ic 0.027278, train_icir 0.366790, train_ric 0.016421, train_ricir 0.163205, train_mae 0.036030, train_rmse 0.042719, train_mape 247.533798, train_acc 0.238359, valid_loss 0.0015932874, valid_ic 0.012650, valid_icir 0.181483, valid_ric -0.003214, valid_ricir -0.026710, valid_mae 0.044686, valid_rmse 0.050240, valid_mape 222.300003, valid_acc 0.144842, test_loss 0.001180, ic 0.007854, icir 0.169997, ric 0.007017, ricir 0.078422, prec@10 0.548971, prec@30 0.519753, test_mae 0.023050, test_rmse 0.033507, test_mape 4102.452148, test_acc 0.465143
Epoch 167, train_loss 0.001001, train_ic 0.034387, train_icir 0.351856, train_ric 0.025391, train_ricir 0.190591, train_mae 0.015047, train_rmse 0.022088, train_mape 128.736969, train_acc 0.647076, valid_loss 0.0014336174, valid_ic 0.017300, valid_icir 0.184441, valid_ric -0.003546, valid_ricir -0.023143, valid_mae 0.035767, valid_rmse 0.042342, valid_mape 150.976898, valid_acc 0.206694, test_loss 0.001007, ic 0.017038, icir 0.270655, ric 0.011555, ricir 0.087314, prec@10 0.489300, prec@30 0.498354, test_mae 0.018092, test_rmse 0.031048, test_mape 953.252869, test_acc 0.476762
Epoch 168, train_loss 0.001019, train_ic 0.045049, train_icir 0.635359, train_ric 0.021153, train_ricir 0.260716, train_mae 0.023578, train_rmse 0.033228, train_mape 100.037720, train_acc 0.850546, valid_loss 0.0014421838, valid_ic 0.027141, valid_icir 0.343331, valid_ric 0.008141, valid_ricir 0.076177, valid_mae 0.038660, valid_rmse 0.044599, valid_mape 173.591446, valid_acc 0.166177, test_loss 0.001031, ic 0.018372, icir 0.503537, ric 0.009871, ricir 0.189803, prec@10 0.545679, prec@30 0.541289, test_mae 0.019758, test_rmse 0.031484, test_mape 2589.936523, test_acc 0.469210
Epoch 169, train_loss 0.001015, train_ic 0.046487, train_icir 0.584452, train_ric 0.004627, train_ricir 0.046435, train_mae 0.018520, train_rmse 0.033150, train_mape 2930.562500, train_acc 0.595908, valid_loss 0.0014334086, valid_ic 0.032080, valid_icir 0.358116, valid_ric -0.002313, valid_ricir -0.017957, valid_mae 0.025496, valid_rmse 0.033095, valid_mape 112.666580, valid_acc 0.838912, test_loss 0.001045, ic 0.020072, icir 0.443832, ric -0.007795, ricir -0.102598, prec@10 0.542387, prec@30 0.535254, test_mae 0.018300, test_rmse 0.031287, test_mape 1957.994995, test_acc 0.496321
Epoch 170, train_loss 0.001011, train_ic 0.036363, train_icir 0.499393, train_ric 0.015684, train_ricir 0.185526, train_mae 0.013841, train_rmse 0.021269, train_mape 12492.625977, train_acc 0.575305, valid_loss 0.0014063837, valid_ic 0.021251, valid_icir 0.269196, valid_ric 0.001814, valid_ricir 0.016535, valid_mae 0.036798, valid_rmse 0.043007, valid_mape 160.473450, valid_acc 0.181640, test_loss 0.001021, ic 0.012663, icir 0.289194, ric 0.004847, ricir 0.062078, prec@10 0.523457, prec@30 0.507545, test_mae 0.019115, test_rmse 0.031418, test_mape 2458.163086, test_acc 0.469597
Epoch 171, train_loss 0.001004, train_ic 0.031275, train_icir 0.455261, train_ric 0.021423, train_ricir 0.255394, train_mae 0.011640, train_rmse 0.018053, train_mape 173.313721, train_acc 0.424242, valid_loss 0.0013812918, valid_ic 0.018973, valid_icir 0.299750, valid_ric 0.003835, valid_ricir 0.041193, valid_mae 0.034628, valid_rmse 0.040793, valid_mape 141.933121, valid_acc 0.205911, test_loss 0.000977, ic 0.011296, icir 0.271371, ric 0.010544, ricir 0.137947, prec@10 0.565432, prec@30 0.543347, test_mae 0.016965, test_rmse 0.030298, test_mape 531.130676, test_acc 0.488962
Epoch 172, train_loss 0.001018, train_ic 0.039704, train_icir 0.631086, train_ric 0.016021, train_ricir 0.233586, train_mae 0.019448, train_rmse 0.027987, train_mape 125.121841, train_acc 0.590643, valid_loss 0.0013693503, valid_ic 0.025137, valid_icir 0.364016, valid_ric 0.006326, valid_ricir 0.068881, valid_mae 0.031042, valid_rmse 0.037724, valid_mape 123.189835, valid_acc 0.392640, test_loss 0.000978, ic 0.012590, icir 0.306325, ric 0.003210, ricir 0.075395, prec@10 0.527572, prec@30 0.531001, test_mae 0.016905, test_rmse 0.030740, test_mape 643.922546, test_acc 0.474632
Epoch 173, train_loss 0.001007, train_ic 0.039735, train_icir 0.527766, train_ric 0.025202, train_ricir 0.265308, train_mae 0.014616, train_rmse 0.021238, train_mape 129.372696, train_acc 0.671706, valid_loss 0.0013663805, valid_ic 0.024699, valid_icir 0.322652, valid_ric 0.005320, valid_ricir 0.047200, valid_mae 0.034362, valid_rmse 0.040815, valid_mape 139.544144, valid_acc 0.219808, test_loss 0.000961, ic 0.017503, icir 0.412440, ric 0.015157, ricir 0.202813, prec@10 0.529630, prec@30 0.523182, test_mae 0.017335, test_rmse 0.030332, test_mape 1088.943359, test_acc 0.477730
Epoch 174, train_loss 0.001009, train_ic 0.033416, train_icir 0.346279, train_ric 0.009144, train_ricir 0.070928, train_mae 0.024263, train_rmse 0.032869, train_mape 131.538513, train_acc 0.654073, valid_loss 0.0014364472, valid_ic 0.016710, valid_icir 0.171619, valid_ric -0.010021, valid_ricir -0.066467, valid_mae 0.026652, valid_rmse 0.034239, valid_mape 109.744904, valid_acc 0.782149, test_loss 0.001038, ic 0.015650, icir 0.227389, ric -0.004813, ricir -0.035501, prec@10 0.525514, prec@30 0.514540, test_mae 0.018490, test_rmse 0.031429, test_mape 2071.000000, test_acc 0.476956
Epoch 175, train_loss 0.001001, train_ic 0.044757, train_icir 0.721362, train_ric 0.029814, train_ricir 0.460073, train_mae 0.018998, train_rmse 0.029186, train_mape 124.519661, train_acc 0.501337, valid_loss 0.0013692997, valid_ic 0.030937, valid_icir 0.477021, valid_ric 0.015878, valid_ricir 0.187427, valid_mae 0.032394, valid_rmse 0.038833, valid_mape 126.648018, valid_acc 0.322764, test_loss 0.000961, ic 0.017059, icir 0.504690, ric 0.014109, ricir 0.356516, prec@10 0.524691, prec@30 0.515226, test_mae 0.016937, test_rmse 0.030262, test_mape 276.014984, test_acc 0.485476
Epoch 176, train_loss 0.001003, train_ic 0.039040, train_icir 0.608711, train_ric 0.022263, train_ricir 0.346459, train_mae 0.061656, train_rmse 0.068498, train_mape 87.954590, train_acc 0.835011, valid_loss 0.0014420150, valid_ic 0.026520, valid_icir 0.456290, valid_ric 0.009698, valid_ricir 0.127022, valid_mae 0.024938, valid_rmse 0.032227, valid_mape 114.065361, valid_acc 0.868859, test_loss 0.001077, ic 0.012827, icir 0.256312, ric 0.011999, ricir 0.268880, prec@10 0.562140, prec@30 0.533059, test_mae 0.018622, test_rmse 0.032094, test_mape 1964.891602, test_acc 0.502711
Epoch 177, train_loss 0.001006, train_ic 0.027999, train_icir 0.491014, train_ric 0.027146, train_ricir 0.412576, train_mae 0.019922, train_rmse 0.027835, train_mape 116.911842, train_acc 0.589823, valid_loss 0.0013813926, valid_ic 0.017192, valid_icir 0.370916, valid_ric 0.012499, valid_ricir 0.172593, valid_mae 0.028606, valid_rmse 0.035361, valid_mape 111.899712, valid_acc 0.701703, test_loss 0.000998, ic 0.005007, icir 0.143422, ric 0.015980, ricir 0.380993, prec@10 0.513580, prec@30 0.517010, test_mae 0.017003, test_rmse 0.030708, test_mape 769.587585, test_acc 0.490899
Epoch 178, train_loss 0.000998, train_ic 0.032684, train_icir 0.401167, train_ric 0.012957, train_ricir 0.129516, train_mae 0.036461, train_rmse 0.045740, train_mape 166.756668, train_acc 0.251735, valid_loss 0.0015183179, valid_ic 0.014263, valid_icir 0.175836, valid_ric -0.008539, valid_ricir -0.073250, valid_mae 0.024631, valid_rmse 0.032563, valid_mape 118.486679, valid_acc 0.839695, test_loss 0.001123, ic 0.012616, icir 0.233113, ric -0.002031, ricir -0.019134, prec@10 0.534979, prec@30 0.515226, test_mae 0.019648, test_rmse 0.032545, test_mape 1190.895020, test_acc 0.494191
Epoch 179, train_loss 0.001002, train_ic 0.036078, train_icir 0.608152, train_ric 0.029783, train_ricir 0.464584, train_mae 0.027705, train_rmse 0.039406, train_mape 123.148582, train_acc 0.283149, valid_loss 0.0013705765, valid_ic 0.026108, valid_icir 0.390839, valid_ric 0.016129, valid_ricir 0.201105, valid_mae 0.028848, valid_rmse 0.035579, valid_mape 112.416115, valid_acc 0.662752, test_loss 0.000976, ic 0.009360, icir 0.234671, ric 0.016661, ricir 0.349531, prec@10 0.555967, prec@30 0.558573, test_mae 0.016738, test_rmse 0.030366, test_mape 450.047638, test_acc 0.492254
Epoch 180, train_loss 0.001010, train_ic 0.046160, train_icir 0.620183, train_ric 0.007975, train_ricir 0.098794, train_mae 0.012725, train_rmse 0.019189, train_mape 137.925247, train_acc 0.398360, valid_loss 0.0013638904, valid_ic 0.028240, valid_icir 0.337871, valid_ric 0.000197, valid_ricir 0.001772, valid_mae 0.032010, valid_rmse 0.038561, valid_mape 125.578056, valid_acc 0.314739, test_loss 0.000977, ic 0.017017, icir 0.397206, ric -0.005894, ricir -0.095900, prec@10 0.566667, prec@30 0.540466, test_mae 0.016847, test_rmse 0.030086, test_mape 162.167114, test_acc 0.479086
Epoch 181, train_loss 0.001001, train_ic 0.049543, train_icir 0.770970, train_ric 0.037133, train_ricir 0.544770, train_mae 0.019569, train_rmse 0.023731, train_mape 117.433884, train_acc 0.340885, valid_loss 0.0013632431, valid_ic 0.032767, valid_icir 0.495512, valid_ric 0.020772, valid_ricir 0.235118, valid_mae 0.032151, valid_rmse 0.038436, valid_mape 123.685478, valid_acc 0.324917, test_loss 0.000946, ic 0.018291, icir 0.496257, ric 0.021369, ricir 0.568615, prec@10 0.530041, prec@30 0.526749, test_mae 0.016614, test_rmse 0.029895, test_mape 1131.495605, test_acc 0.493803
Epoch 182, train_loss 0.001006, train_ic 0.045451, train_icir 0.565715, train_ric 0.019922, train_ricir 0.196346, train_mae 0.034481, train_rmse 0.044164, train_mape 132.437973, train_acc 0.615025, valid_loss 0.0013658388, valid_ic 0.030848, valid_icir 0.375637, valid_ric 0.004850, valid_ricir 0.039274, valid_mae 0.029581, valid_rmse 0.036416, valid_mape 112.808731, valid_acc 0.509102, test_loss 0.000975, ic 0.020551, icir 0.448664, ric 0.007088, ricir 0.086879, prec@10 0.549383, prec@30 0.527298, test_mae 0.016857, test_rmse 0.030119, test_mape 780.018372, test_acc 0.483927
Epoch 183, train_loss 0.001004, train_ic 0.045739, train_icir 0.581804, train_ric 0.013028, train_ricir 0.140712, train_mae 0.014945, train_rmse 0.021639, train_mape 7216.989258, train_acc 0.555863, valid_loss 0.0014104891, valid_ic 0.031011, valid_icir 0.366453, valid_ric 0.001947, valid_ricir 0.016860, valid_mae 0.026594, valid_rmse 0.033861, valid_mape 108.823685, valid_acc 0.810726, test_loss 0.001019, ic 0.019973, icir 0.432460, ric -0.002711, ricir -0.031895, prec@10 0.542387, prec@30 0.534294, test_mae 0.017989, test_rmse 0.030978, test_mape 1521.862427, test_acc 0.489930
Epoch 184, train_loss 0.001002, train_ic 0.042397, train_icir 0.656443, train_ric 0.030578, train_ricir 0.425637, train_mae 0.019031, train_rmse 0.027249, train_mape 270.897827, train_acc 0.555309, valid_loss 0.0015059807, valid_ic 0.031202, valid_icir 0.483376, valid_ric 0.024636, valid_ricir 0.285967, valid_mae 0.022996, valid_rmse 0.030669, valid_mape 122.375450, valid_acc 0.871403, test_loss 0.001164, ic 0.013725, icir 0.275394, ric 0.016562, ricir 0.249518, prec@10 0.529218, prec@30 0.521811, test_mae 0.020502, test_rmse 0.033725, test_mape 1979.325439, test_acc 0.499032
Epoch 185, train_loss 0.001003, train_ic 0.030084, train_icir 0.370908, train_ric -0.001910, train_ricir -0.018547, train_mae 0.032164, train_rmse 0.038672, train_mape 560.253906, train_acc 0.272579, valid_loss 0.0018984577, valid_ic 0.016746, valid_icir 0.189650, valid_ric -0.011604, valid_ricir -0.089866, valid_mae 0.020779, valid_rmse 0.029310, valid_mape 143.261139, valid_acc 0.873165, test_loss 0.001503, ic 0.011965, icir 0.204330, ric -0.010871, ricir -0.100214, prec@10 0.528807, prec@30 0.515638, test_mae 0.026921, test_rmse 0.038078, test_mape 4747.484375, test_acc 0.498644
Epoch 186, train_loss 0.001005, train_ic 0.046720, train_icir 0.589026, train_ric 0.002959, train_ricir 0.031393, train_mae 0.016534, train_rmse 0.021687, train_mape 223.631714, train_acc 0.366860, valid_loss 0.0014147163, valid_ic 0.031886, valid_icir 0.351525, valid_ric -0.002325, valid_ricir -0.018669, valid_mae 0.035183, valid_rmse 0.041643, valid_mape 151.739029, valid_acc 0.245449, test_loss 0.001011, ic 0.020945, icir 0.445918, ric -0.006526, ricir -0.105939, prec@10 0.544033, prec@30 0.532785, test_mae 0.018253, test_rmse 0.030712, test_mape 1580.996948, test_acc 0.481603
Epoch 187, train_loss 0.001008, train_ic 0.047248, train_icir 0.650370, train_ric 0.012136, train_ricir 0.153120, train_mae 0.019060, train_rmse 0.030334, train_mape 1772.664429, train_acc 0.480434, valid_loss 0.0013741041, valid_ic 0.033724, valid_icir 0.433698, valid_ric 0.007440, valid_ricir 0.072188, valid_mae 0.031266, valid_rmse 0.037836, valid_mape 123.418198, valid_acc 0.355451, test_loss 0.001006, ic 0.016888, icir 0.341487, ric -0.000447, ricir -0.009079, prec@10 0.599588, prec@30 0.558985, test_mae 0.017145, test_rmse 0.031012, test_mape 254.796387, test_acc 0.477343
Epoch 188, train_loss 0.001002, train_ic 0.036585, train_icir 0.486553, train_ric 0.006686, train_ricir 0.077701, train_mae 0.018745, train_rmse 0.024645, train_mape 13331.860352, train_acc 0.327244, valid_loss 0.0014666212, valid_ic 0.018969, valid_icir 0.226301, valid_ric -0.005678, valid_ricir -0.050957, valid_mae 0.025024, valid_rmse 0.032762, valid_mape 109.639290, valid_acc 0.851439, test_loss 0.001067, ic 0.014099, icir 0.307481, ric -0.003919, ricir -0.054252, prec@10 0.527160, prec@30 0.520713, test_mae 0.018861, test_rmse 0.031891, test_mape 2394.546875, test_acc 0.493222
Epoch 189, train_loss 0.001006, train_ic 0.036858, train_icir 0.460281, train_ric 0.018886, train_ricir 0.194477, train_mae 0.015834, train_rmse 0.023502, train_mape 175.844894, train_acc 0.579376, valid_loss 0.0014430559, valid_ic 0.021325, valid_icir 0.256521, valid_ric -0.000605, valid_ricir -0.005114, valid_mae 0.026904, valid_rmse 0.034103, valid_mape 110.564888, valid_acc 0.792327, test_loss 0.001031, ic 0.018223, icir 0.385946, ric 0.010255, ricir 0.142785, prec@10 0.545679, prec@30 0.528944, test_mae 0.017814, test_rmse 0.031048, test_mape 1323.650269, test_acc 0.499032
Epoch 190, train_loss 0.000998, train_ic 0.039579, train_icir 0.592584, train_ric 0.028638, train_ricir 0.363175, train_mae 0.019503, train_rmse 0.028206, train_mape 178.927567, train_acc 0.365137, valid_loss 0.0013874641, valid_ic 0.023911, valid_icir 0.377091, valid_ric 0.008769, valid_ricir 0.093844, valid_mae 0.026903, valid_rmse 0.034077, valid_mape 110.014412, valid_acc 0.799178, test_loss 0.001043, ic 0.011212, icir 0.276382, ric 0.010169, ricir 0.173948, prec@10 0.563786, prec@30 0.533333, test_mae 0.017720, test_rmse 0.031798, test_mape 1253.813477, test_acc 0.495740
Epoch 191, train_loss 0.000996, train_ic 0.040750, train_icir 0.548274, train_ric 0.015314, train_ricir 0.161198, train_mae 0.018541, train_rmse 0.029277, train_mape 162.617630, train_acc 0.531271, valid_loss 0.0013764963, valid_ic 0.024343, valid_icir 0.301448, valid_ric -0.000198, valid_ricir -0.001622, valid_mae 0.032843, valid_rmse 0.039566, valid_mape 132.027222, valid_acc 0.263457, test_loss 0.000974, ic 0.014943, icir 0.348508, ric 0.002149, ricir 0.024321, prec@10 0.577366, prec@30 0.543484, test_mae 0.017244, test_rmse 0.030043, test_mape 1299.925537, test_acc 0.476956
Epoch 192, train_loss 0.001001, train_ic 0.030445, train_icir 0.433301, train_ric 0.026933, train_ricir 0.311226, train_mae 0.013358, train_rmse 0.019240, train_mape 185.359497, train_acc 0.459746, valid_loss 0.0013947717, valid_ic 0.016573, valid_icir 0.238247, valid_ric 0.007216, valid_ricir 0.072635, valid_mae 0.034630, valid_rmse 0.040888, valid_mape 142.601013, valid_acc 0.222353, test_loss 0.000971, ic 0.011874, icir 0.256176, ric 0.016045, ricir 0.237029, prec@10 0.535391, prec@30 0.520576, test_mae 0.017506, test_rmse 0.030230, test_mape 1407.044800, test_acc 0.485089
Epoch 193, train_loss 0.000999, train_ic 0.034522, train_icir 0.503160, train_ric 0.025589, train_ricir 0.308263, train_mae 0.054880, train_rmse 0.061338, train_mape 109.989319, train_acc 0.391998, valid_loss 0.0013999410, valid_ic 0.018590, valid_icir 0.302584, valid_ric 0.007452, valid_ricir 0.075155, valid_mae 0.032081, valid_rmse 0.038800, valid_mape 129.199783, valid_acc 0.290468, test_loss 0.000997, ic 0.012333, icir 0.326129, ric 0.012733, ricir 0.235364, prec@10 0.540329, prec@30 0.528807, test_mae 0.016846, test_rmse 0.031174, test_mape 621.855469, test_acc 0.494384
Epoch 194, train_loss 0.001011, train_ic 0.039748, train_icir 0.600425, train_ric 0.023020, train_ricir 0.324300, train_mae 0.022143, train_rmse 0.029064, train_mape 111.658325, train_acc 0.488895, valid_loss 0.0013742426, valid_ic 0.025288, valid_icir 0.395884, valid_ric 0.010633, valid_ricir 0.126062, valid_mae 0.031868, valid_rmse 0.038328, valid_mape 123.528740, valid_acc 0.298493, test_loss 0.000962, ic 0.014262, icir 0.332468, ric 0.011723, ricir 0.258256, prec@10 0.557613, prec@30 0.533608, test_mae 0.016686, test_rmse 0.030019, test_mape 587.096680, test_acc 0.488962
Epoch 195, train_loss 0.001001, train_ic 0.039687, train_icir 0.479319, train_ric 0.006756, train_ricir 0.072527, train_mae 0.014927, train_rmse 0.023669, train_mape 160.749191, train_acc 0.531174, valid_loss 0.0013731590, valid_ic 0.024720, valid_icir 0.288221, valid_ric -0.005662, valid_ricir -0.052600, valid_mae 0.028763, valid_rmse 0.035972, valid_mape 113.163010, valid_acc 0.689372, test_loss 0.000987, ic 0.018734, icir 0.344627, ric -0.008544, ricir -0.100576, prec@10 0.532099, prec@30 0.517558, test_mae 0.017598, test_rmse 0.030664, test_mape 1044.159058, test_acc 0.476762
Epoch 196, train_loss 0.000995, train_ic 0.038079, train_icir 0.549545, train_ric 0.019135, train_ricir 0.234917, train_mae 0.022216, train_rmse 0.032585, train_mape 154.074371, train_acc 0.412184, valid_loss 0.0013984316, valid_ic 0.023212, valid_icir 0.339825, valid_ric 0.006018, valid_ricir 0.060552, valid_mae 0.027635, valid_rmse 0.034777, valid_mape 106.946800, valid_acc 0.756900, test_loss 0.001011, ic 0.010128, icir 0.254543, ric 0.005963, ricir 0.088777, prec@10 0.591358, prec@30 0.562826, test_mae 0.017243, test_rmse 0.030407, test_mape 734.257019, test_acc 0.481603
Epoch 197, train_loss 0.000991, train_ic 0.047720, train_icir 0.668286, train_ric 0.023539, train_ricir 0.284357, train_mae 0.023056, train_rmse 0.030488, train_mape 13348.411133, train_acc 0.292780, valid_loss 0.0014265764, valid_ic 0.027818, valid_icir 0.383432, valid_ric 0.002849, valid_ricir 0.028620, valid_mae 0.025665, valid_rmse 0.032912, valid_mape 109.826126, valid_acc 0.841848, test_loss 0.001040, ic 0.022387, icir 0.554595, ric 0.007926, ricir 0.154179, prec@10 0.539918, prec@30 0.524966, test_mae 0.018291, test_rmse 0.031691, test_mape 1757.211548, test_acc 0.496127
Epoch 198, train_loss 0.001001, train_ic 0.043664, train_icir 0.536921, train_ric 0.021459, train_ricir 0.203431, train_mae 0.012888, train_rmse 0.019709, train_mape 217.133957, train_acc 0.572772, valid_loss 0.0014528724, valid_ic 0.026762, valid_icir 0.327152, valid_ric 0.002428, valid_ricir 0.019062, valid_mae 0.036774, valid_rmse 0.043261, valid_mape 164.254074, valid_acc 0.202584, test_loss 0.001035, ic 0.019435, icir 0.399054, ric 0.007376, ricir 0.090996, prec@10 0.516461, prec@30 0.507819, test_mae 0.018643, test_rmse 0.031577, test_mape 1404.499878, test_acc 0.488575
Epoch 199, train_loss 0.000996, train_ic 0.028476, train_icir 0.410498, train_ric 0.029839, train_ricir 0.361342, train_mae 0.015780, train_rmse 0.024571, train_mape 141.847153, train_acc 0.465091, valid_loss 0.0014231014, valid_ic 0.015904, valid_icir 0.249846, valid_ric 0.011004, valid_ricir 0.115153, valid_mae 0.031024, valid_rmse 0.037654, valid_mape 122.423409, valid_acc 0.399883, test_loss 0.001042, ic 0.005733, icir 0.110774, ric 0.016932, ricir 0.301719, prec@10 0.604115, prec@30 0.573663, test_mae 0.017289, test_rmse 0.031667, test_mape 640.038330, test_acc 0.494578
Epoch 200, train_loss 0.000992, train_ic 0.044100, train_icir 0.572243, train_ric 0.020333, train_ricir 0.223332, train_mae 0.031559, train_rmse 0.036536, train_mape 87.187401, train_acc 0.832271, valid_loss 0.0013788141, valid_ic 0.026182, valid_icir 0.311916, valid_ric 0.002480, valid_ricir 0.021494, valid_mae 0.035246, valid_rmse 0.041432, valid_mape 146.181976, valid_acc 0.204541, test_loss 0.000968, ic 0.018596, icir 0.414224, ric 0.005330, ricir 0.067338, prec@10 0.541975, prec@30 0.522497, test_mae 0.017634, test_rmse 0.030000, test_mape 1081.075317, test_acc 0.476181
Best valid loss: 0
Best valid loss epoch: 149
Model saved to:  ../saved_models/LSTM/LSTM-CSI-2026-04-08-11-46-19
------- Test -----
{'IC': np.float64(0.01859576631569534), 'ICIR': np.float64(0.41422379016912425), 'RIC': np.float64(0.005329823239148524), 'RICIR': np.float64(0.06733813613438738), 'Prec@10': np.float64(0.5419753086419753), 'Prec@30': np.float64(0.5224965706447188), 'MAE': np.float32(0.017634049), 'MAPE': np.float32(1081.0753), 'RMSE': np.float32(0.029999863), 'ACC': np.float64(0.4761812548412084)}
